ソイカウボーイ,3,3.75,船橋,アジュディミツオー・,13,10,1,御神本訓,1600,良,457,-4,0
ソイカウボーイ,3,3.75,川崎,全日本2歳優駿【指定(G1),13,6,8,御神本訓,1600,良,461,-1,0
ソイカウボーイ,3,3.75,園田,兵庫ジュニアグランプ(G2),12,4,2,川原正一,1400,良,462,-2,1
ソイカウボーイ,3,3.75,門別,サッポロクラシックカ(OP),9,6,1,岩橋勇二,1200,重,464,+10,1
ソイカウボーイ,3,3.75,2札幌6,すずらん賞(OP),15,5,7,岩橋勇二,1200,良,454,-2,0
ソイカウボーイ,3,3.75,門別,JRA認定ターフチャ(OP),9,6,1,岩橋勇二,1200,稍,456,-2,1
ソイカウボーイ,3,3.75,門別,JRA認定フレッシュ(新馬),10,10,1,岩橋勇二,1000,良,458,0,1
ソイルトゥザソウル,3,2.83,1中山7,若竹賞(500万下),9,7,4,田中勝春,1800,良,430,0,0
ソイルトゥザソウル,3,2.83,1中山1,ジュニアC(OP),8,2,3,田中勝春,1600,良,430,0,1
ソイルトゥザソウル,3,2.83,5中山5,ひいらぎ賞(500万下),16,14,7,田中勝春,1600,良,430,+4,0
ソイルトゥザソウル,3,2.83,5東京8,ベゴニア賞(500万下),11,11,5,田中勝春,1600,良,426,0,0
ソイルトゥザソウル,3,2.83,4東京1,サウジアラビアRC(G3),18,15,12,田中勝春,1600,稍,426,-2,0
ソイルトゥザソウル,3,2.83,4中山1,アスター賞(500万下),8,1,6,田中勝春,1600,良,428,0,1
ソイルトゥザソウル,3,2.83,2福島8,2歳未勝利,13,3,5,田中勝春,1200,良,428,-4,1
ソイルトゥザソウル,3,2.83,2福島2,2歳新馬,9,4,6,田中勝春,1200,良,432,0,0
ソウウンハヤブサ,4,0.00,園田,3歳C1,12,3,5,田中学,1400,不,476,+13,1
ソウウンハヤブサ,4,0.00,園田,3歳二組,11,6,11,山田雄大,1400,良,463,-2,0
ソウウンハヤブサ,4,0.00,園田,JRA認定アッパート,9,6,8,山田雄大,1230,重,465,0,0
ソウウンハヤブサ,4,0.00,園田,JRA認定アッパート,11,5,9,大山真吾,1700,稍,465,+7,0
ソウウンハヤブサ,4,0.00,園田,佳奈子だよっ!全員集,12,12,3,田中学,1400,良,458,-4,1
ソウウンハヤブサ,4,0.00,園田,2歳三組,12,10,3,田中学,1400,稍,462,-2,1
ソウウンハヤブサ,4,0.00,園田,2歳三組,11,4,3,田中学,1400,不,464,+1,0
ソウウンハヤブサ,4,0.00,園田,初出走,5,5,4,田中学,1400,稍,463,0,1
ソウシソウアイ,27,0.00,4中山2,4歳未勝利,14,7,8,坂井千明,1600,良,472,+4,0
ソウシソウアイ,27,0.00,2新潟6,4歳未勝利,14,10,8,坂井千明,1600,良,468,-8,0
ソウシソウアイ,27,0.00,1福島8,4歳未勝利,11,8,7,徳吉孝士,1000,重,476,0,0
ソウスケサン,4,0.00,浦和,春光特別,12,8,3,今野忠成,1400,稍,523,-1,1
ソウスケサン,4,0.00,川崎,神奈川県・企業対抗ウ,14,9,3,今野忠成,1600,重,524,-3,0
ソウスケサン,4,0.00,川崎,立春特別,14,2,3,今野忠成,1600,不,527,-5,0
ソウスケサン,4,0.00,川崎,今年も馬い!八幡平マ,14,8,3,今野忠成,1500,良,532,+3,0
ソウスケサン,4,0.00,川崎,フロイデ特別,14,13,3,今野忠成,1500,良,529,+4,1
ソウスケサン,4,0.00,川崎,菊花特別,14,8,1,今野忠成,1600,良,525,+7,1
ソウスケサン,4,0.00,川崎,C1五　六,12,7,1,今野忠成,1400,稍,518,+13,1
ソウスケサン,4,0.00,川崎,全国餃子サミット・か,14,2,1,今野忠成,1500,稍,505,-15,0
ソウスケサン,4,0.00,川崎,初風賞,10,5,1,今野忠成,900,良,520,+15,0
ソウスケサン,4,0.00,川崎,雪晴賞,10,10,1,今野忠成,1500,良,505,-3,1
ソウスケサン,4,0.00,川崎,2017幕開け賞,10,7,1,今野忠成,1500,良,508,-11,1
ソウスケサン,4,0.00,川崎,2歳7,10,4,2,今野忠成,1400,良,519,+3,1
ソウスケサン,4,0.00,川崎,スパーキングデビュー,7,8,2,今野忠成,1400,重,516,0,1
ソウダチ,3,0.00,2京都5,3歳新馬,16,15,8,岩田康誠,1400,稍,424,0,0
ソウタロウ,3,0.00,名古屋,コハクチョウ特別,8,6,1,田知弘久,1400,稍,487,0,1
ソウタロウ,3,0.00,名古屋,新春ペガサスC(OP),12,7,5,田知弘久,1600,稍,487,0,0
ソウタロウ,3,0.00,金沢,2歳2,6,5,3,田知弘久,1500,不,487,-6,1
ソウタロウ,3,0.00,金沢,佐藤愛生金沢競馬来場,11,8,2,田知弘久,1400,不,493,+7,1
ソウタロウ,3,0.00,門別,2歳3組,10,9,3,五十嵐冬,1200,不,486,-8,1
ソウタロウ,3,0.00,門別,2歳OP(OP),7,7,4,井上幹太,1000,重,494,+2,0
ソウタロウ,3,0.00,門別,2歳3組,10,8,5,井上幹太,1200,不,492,+6,0
ソウタロウ,3,0.00,門別,ホクレン「う米豚」賞,8,1,7,井上幹太,1200,重,486,0,0
ソウタロウ,3,0.00,門別,JRA認定アタックチ(未勝利),9,6,9,井上幹太,1200,重,486,0,0
ソウタロウ,3,0.00,門別,JRA認定アタックチ(未勝利),11,11,6,井上幹太,1200,稍,486,+2,0
ソウタロウ,3,0.00,門別,JRA認定アタックチ(未勝利),8,5,5,井上幹太,1200,良,484,+2,0
ソウタロウ,3,0.00,門別,JRA認定アタックチ(未勝利),8,2,3,井上幹太,1200,良,482,+8,0
ソウタロウ,3,0.00,門別,2歳未勝利(未勝利),12,7,6,五十嵐冬,1200,不,474,0,1
ソウタロウ,3,0.00,門別,2歳未勝利(未勝利),10,6,4,阪野学,1200,良,474,-2,0
ソウタロウ,3,0.00,門別,JRA認定フレッシュ(新馬),9,7,9,井上幹太,1200,良,476,0,0
ソウブテイオー,6,0.00,川崎,「ご縁の国しまね」特,12,2,9,酒井忍,1500,稍,517,-10,0
ソウブテイオー,6,0.00,川崎,迎春盃,14,7,12,酒井忍,1600,良,527,+15,0
ソウブテイオー,6,0.00,川崎,霜月特別,14,10,11,酒井忍,1500,良,512,-7,0
ソウブテイオー,6,0.00,川崎,川崎市長選挙記念,13,13,9,酒井忍,1500,重,519,+4,0
ソウブテイオー,6,0.00,川崎,第50回記念伊勢原観,9,2,8,酒井忍,1600,重,515,+8,0
ソウブテイオー,6,0.00,川崎,銀河特別,12,6,9,酒井忍,1600,良,507,-1,0
ソウブテイオー,6,0.00,川崎,夏祭り特別,11,4,11,酒井忍,1600,稍,508,-6,0
ソウブテイオー,6,0.00,川崎,花衣特別,13,3,11,酒井忍,1600,良,514,-8,0
ソウブテイオー,6,0.00,大井,八丈島フリージア賞競,16,3,16,酒井忍,1400,稍,522,-1,0
ソウブテイオー,6,0.00,川崎,東京中日スポーツ弥生,14,13,14,酒井忍,1600,稍,523,+6,0
ソウブテイオー,6,0.00,川崎,ウインターイルミネー,13,3,12,酒井忍,1600,不,517,+5,0
ソウブテイオー,6,0.00,川崎,川崎ナイター競馬連絡,14,11,12,酒井忍,1500,重,512,+5,0
ソウブテイオー,6,0.00,川崎,週刊ギャロップ葉月杯,10,8,5,酒井忍,1500,重,507,-2,0
ソウブテイオー,6,0.00,川崎,宇宙忍者「バルタン店,14,3,1,酒井忍,1600,良,509,0,0
ソウブテイオー,6,0.00,川崎,デイリー文月杯,11,2,5,酒井忍,1400,稍,509,+1,0
ソウブテイオー,6,0.00,川崎,tvkサブチャンネル,13,13,2,酒井忍,1600,良,508,+2,0
