キアロスクーロ,http://db.netkeiba.com/horse/2013100756/
キアロディソーレ,http://db.netkeiba.com/horse/2012101834/
キウイチャン,http://db.netkeiba.com/horse/2014105746/
ギオンショウジャ,http://db.netkeiba.com/horse/2013106264/
ギオンハイスーパー,http://db.netkeiba.com/horse/2012101748/
ギオンミスゴールド,http://db.netkeiba.com/horse/2015101715/
ギオンミスタードン,http://db.netkeiba.com/horse/2008101005/
ギオンミスロージー,http://db.netkeiba.com/horse/2014100117/
ギガデイン,http://db.netkeiba.com/horse/2013104118/
ギガドルマ,http://db.netkeiba.com/horse/2015102450/
ギガバッケン,http://db.netkeiba.com/horse/2015105399/
ギガパワー,http://db.netkeiba.com/horse/2013104915/
ギガビーム,http://db.netkeiba.com/horse/2013101661/
ギガワット,http://db.netkeiba.com/horse/2007105395/
キキズブルーム,http://db.netkeiba.com/horse/2013106266/
キクノアリア,http://db.netkeiba.com/horse/2011106031/
キクノウェスター,http://db.netkeiba.com/horse/2015106289/
キクノエスペルト,http://db.netkeiba.com/horse/2015103116/
キクノエレーナ,http://db.netkeiba.com/horse/2015102632/
キクノグラード,http://db.netkeiba.com/horse/2009106662/
キクノグロウ,http://db.netkeiba.com/horse/2015103102/
キクノサージ,http://db.netkeiba.com/horse/2012106257/
キクノシャイン,http://db.netkeiba.com/horse/2003100460/
キクノステラ,http://db.netkeiba.com/horse/2012105526/
キクノストーム,http://db.netkeiba.com/horse/2009100515/
キクノゼファー,http://db.netkeiba.com/horse/2015103117/
キクノセントロ,http://db.netkeiba.com/horse/2010105097/
キクノソル,http://db.netkeiba.com/horse/2010101569/
キクノデア,http://db.netkeiba.com/horse/2014105195/
キクノテソロ,http://db.netkeiba.com/horse/2013103499/
キクノドラート,http://db.netkeiba.com/horse/2015105940/
キクノビエント,http://db.netkeiba.com/horse/2014100948/
キクノフェリックス,http://db.netkeiba.com/horse/2014103501/
キクノブレイン,http://db.netkeiba.com/horse/2010105095/
キクノフレヴァン,http://db.netkeiba.com/horse/2006106892/
キクノルア,http://db.netkeiba.com/horse/2014101193/
キクノレヨン,http://db.netkeiba.com/horse/2012105271/
キクノレレ,http://db.netkeiba.com/horse/2014103498/
キクノロージズ,http://db.netkeiba.com/horse/2015101804/
キクロマン,http://db.netkeiba.com/horse/2015102091/
キザシ,http://db.netkeiba.com/horse/2012102676/
キサナドゥー,http://db.netkeiba.com/horse/2013100149/
キサラギコマチ,http://db.netkeiba.com/horse/2015105647/
キシュウサラリン,http://db.netkeiba.com/horse/2014106501/
キシュウマイウェイ,http://db.netkeiba.com/horse/2013103520/
キスイットベター,http://db.netkeiba.com/horse/2015109089/
キズナエンドレス,http://db.netkeiba.com/horse/2011109234/
キスミーオンアイス,http://db.netkeiba.com/horse/2014104924/
キスミープリンス,http://db.netkeiba.com/horse/2008101536/
キスミーワンス,http://db.netkeiba.com/horse/2014105779/
キセキ,http://db.netkeiba.com/horse/2014101976/
キセキヲオコセ,http://db.netkeiba.com/horse/2014102593/
キセキノオクリモノ,http://db.netkeiba.com/horse/2014106530/
キセキノキミヨ,http://db.netkeiba.com/horse/2014102700/
キセキノケイフ,http://db.netkeiba.com/horse/2013104869/
キセキノツヅキ,http://db.netkeiba.com/horse/2013105347/
キセキノヒーロー,http://db.netkeiba.com/horse/2013106389/
キセキノホシ,http://db.netkeiba.com/horse/2014106008/
キセキノムスメ,http://db.netkeiba.com/horse/2013101394/
キタアカリ,http://db.netkeiba.com/horse/2014100041/
キタアルプス,http://db.netkeiba.com/horse/2014102925/
キタカップ,http://db.netkeiba.com/horse/2015109022/
キタキタフーガ,http://db.netkeiba.com/horse/2015100049/
キタサンヴィクター,http://db.netkeiba.com/horse/2015103197/
キタサンウンゲツ,http://db.netkeiba.com/horse/2011101278/
キタサンエピソード,http://db.netkeiba.com/horse/2009104832/
キタサンエメラルド,http://db.netkeiba.com/horse/1999109433/
キタサンガンバ,http://db.netkeiba.com/horse/2013101058/
キタサンコンサート,http://db.netkeiba.com/horse/2012103439/
キタサンサジン,http://db.netkeiba.com/horse/2012102649/
キタサンシャドー,http://db.netkeiba.com/horse/2013102649/
キタサンシリーズ,http://db.netkeiba.com/horse/2013110127/
キタサンシンゲキ,http://db.netkeiba.com/horse/2011101855/
キタサンシーザー,http://db.netkeiba.com/horse/2014105006/
キタサンダイチ,http://db.netkeiba.com/horse/2011104882/
キタサンタイドー,http://db.netkeiba.com/horse/2015105278/
キタサンツバキ,http://db.netkeiba.com/horse/2013102638/
キタサンデイジー,http://db.netkeiba.com/horse/2015110098/
キタサンディライト,http://db.netkeiba.com/horse/2014100862/
キタサンデンセツ,http://db.netkeiba.com/horse/2015106470/
キタサンドルマン,http://db.netkeiba.com/horse/2012102634/
キタサンブラック,http://db.netkeiba.com/horse/2012102013/
キタサンプレミアム,http://db.netkeiba.com/horse/2014104361/
キタサンボサツ,http://db.netkeiba.com/horse/2015100892/
キタサンボルト,http://db.netkeiba.com/horse/2014103353/
