ライオットシールド,http://db.netkeiba.com/horse/2010103082/
ライオネルカズマ,http://db.netkeiba.com/horse/2014104390/
ライオンクイーン,http://db.netkeiba.com/horse/2013103553/
ライオンボス,http://db.netkeiba.com/horse/2015100416/
ライガーイモン,http://db.netkeiba.com/horse/2015101279/
ライクアエンジェル,http://db.netkeiba.com/horse/2014100611/
ライクアジャーニー,http://db.netkeiba.com/horse/2015102984/
ライクアスター,http://db.netkeiba.com/horse/2015106368/
ライクアストン,http://db.netkeiba.com/horse/2013105375/
ライクアロケット,http://db.netkeiba.com/horse/2015101524/
ライクエグザイル,http://db.netkeiba.com/horse/2012105822/
ライゴッド,http://db.netkeiba.com/horse/2015100869/
ライジングショット,http://db.netkeiba.com/horse/2005106076/
ライジングスター,http://db.netkeiba.com/horse/1992109294/
ライジングティアラ,http://db.netkeiba.com/horse/2013103826/
ライジングトライ,http://db.netkeiba.com/horse/2012105650/
ライジングドラゴン,http://db.netkeiba.com/horse/2015100958/
ライジングリーズン,http://db.netkeiba.com/horse/2014101903/
ライズイーグル,http://db.netkeiba.com/horse/2014110066/
ライスエイト,http://db.netkeiba.com/horse/2014103837/
ライズスクリュー,http://db.netkeiba.com/horse/2014101705/
ライズユアフラッグ,http://db.netkeiba.com/horse/2014102560/
ライズライン,http://db.netkeiba.com/horse/2011104945/
ライゾマティクス,http://db.netkeiba.com/horse/2013100893/
ライツアウトマーチ,http://db.netkeiba.com/horse/2014102089/
ライディングハイ,http://db.netkeiba.com/horse/2013100315/
ライデンバローズ,http://db.netkeiba.com/horse/2014103402/
ライトオブピース,http://db.netkeiba.com/horse/2014100584/
ライドオンウインド,http://db.netkeiba.com/horse/2012101787/
ライトオンキュー,http://db.netkeiba.com/horse/2015101599/
ライトカラカゼ,http://db.netkeiba.com/horse/2015105923/
ライトストーリー,http://db.netkeiba.com/horse/2015103860/
ライトスラッガー,http://db.netkeiba.com/horse/2015102627/
ライトセイラ,http://db.netkeiba.com/horse/2015105682/
ライトファンタジア,http://db.netkeiba.com/horse/2012104686/
ライトフェアリー,http://db.netkeiba.com/horse/2012100075/
ライトフォーミー,http://db.netkeiba.com/horse/2013104436/
ライトブライト,http://db.netkeiba.com/horse/2015104482/
ライトブリンガー,http://db.netkeiba.com/horse/2013103653/
ライトページェント,http://db.netkeiba.com/horse/2015104359/
ライナス,http://db.netkeiba.com/horse/2015103525/
ライバーバード,http://db.netkeiba.com/horse/2014110098/
