horse_name,evaluation,venue,race_name,horse_heads,horse_number,popularity,jockey,jockey_winning_percentage,distance,horse_weight,horse_weight_diff,winning_percentage,order
アイアンクロー,3.50,5阪神6,朝日フューチュリティ(G1),16,13,16,酒井学,18.267831,1600,436,+8,50.000000,0
アイアンクロー,3.50,2小倉12,小倉2歳S(G3),18,14,5,浜中俊,38.606307,1200,430,+4,50.000000,1
アイオシルケン,0.00,5京都8,ラジオN杯京都2歳S(G3),8,8,7,和田竜二,29.361399,2000,464,0,26.315789,0
アイトーン,0.00,5京都7,ラジオN杯京都2歳S(G3),9,4,7,国分恭介,19.303797,2000,474,-6,50.000000,0
アイファープリティ,0.00,2阪神1,毎日杯(G3),10,7,8,池添謙一,29.917250,1800,434,+4,40.000000,0
アイライン,3.33,2東京7,京王杯スプリングC(G2),16,14,11,吉田豊,22.889417,1400,444,-4,35.714286,0
アイライン,3.33,2阪神5,サンスポ杯阪神牝馬S(G2),13,5,11,松山弘平,27.070347,1600,448,+6,35.714286,0
アイライン,3.33,門別,エーデルワイス賞〔J(G3),16,13,13,水野翔,26.295337,1200,440,-2,35.714286,0
アウェイク,3.92,2東京10,優駿牝馬(G1),18,2,13,吉田豊,22.889417,2400,458,+6,33.333333,0
アウェイク,3.92,2東京2,サンスポ賞フローラS(G2),18,6,13,吉田豊,22.889417,2000,452,-2,33.333333,1
アウォーディー,3.84,1東京8,フェブラリーS(G1),16,4,7,武豊,41.235154,1600,516,+2,61.538462,0
アウォーディー,3.84,川崎,川崎記念【指定交流】(G1),10,3,3,武豊,41.235154,2100,514,+6,61.538462,1
アウォーディー,3.84,4中京2,チャンピオンズC(G1),15,11,4,武豊,41.235154,1800,508,+4,61.538462,0
アウォーディー,3.84,大井,JBCクラシック競走(G1),13,1,1,武豊,41.235154,2000,504,-7,61.538462,0
アウォーディー,3.84,大井,帝王賞競走(G1),16,2,1,武豊,41.235154,2000,511,0,61.538462,1
アウォーディー,3.84,大井,東京大賞典競走(G1),14,8,1,武豊,41.235154,2000,511,-3,61.538462,1
アウォーディー,3.84,4中京2,チャンピオンズC(G1),15,2,1,武豊,41.235154,1800,514,+10,61.538462,1
アウォーディー,3.84,川崎,JBCクラシック(G1),14,9,2,武豊,41.235154,2100,504,-6,61.538462,1
アウォーディー,3.84,船橋,日本テレビ盃(G2),13,10,1,武豊,41.235154,1800,510,+4,61.538462,1
アウォーディー,3.84,2阪神7,アンタレスS(G3),16,9,1,武豊,41.235154,1800,506,+4,61.538462,1
アウォーディー,3.84,名古屋,名古屋大賞典(G3),12,2,1,武豊,41.235154,1900,502,-6,61.538462,1
アウォーディー,3.84,4阪神8,シリウスS(G3),12,2,3,武豊,41.235154,2000,508,+8,61.538462,1
アウォーディー,3.84,2東京12,目黒記念(G2),16,11,2,横山典弘,33.800127,2500,506,+8,61.538462,0
アウォーディー,3.84,2東京3,テレビ東京杯青葉賞(G2),18,13,10,松山弘平,27.070347,2400,500,+8,61.538462,0
アウトライアーズ,3.73,1中山1,日刊スポ賞中山金杯(G3),17,4,7,蛯名正義,31.335283,2000,506,+2,55.555556,0
アウトライアーズ,3.73,2東京6,NHKマイルC(G1),18,3,4,田辺裕信,34.758364,1600,480,0,55.555556,0
アウトライアーズ,3.73,3中山8,皐月賞(G1),18,6,7,田辺裕信,34.758364,2000,480,-2,55.555556,0
アウトライアーズ,3.73,2中山7,フジTVスプリングS(G2),11,8,2,田辺裕信,34.758364,1800,482,0,55.555556,1
アヴニールマルシェ,3.93,2新潟12,新潟記念(G3),18,17,4,北村宏司,29.532006,2000,502,+14,37.500000,0
アヴニールマルシェ,3.93,2東京6,NHKマイルC(G1),18,1,5,北村宏司,29.532006,1600,488,-4,37.500000,0
アヴニールマルシェ,3.93,1東京6,共同通信杯(G3),12,3,2,北村宏司,29.532006,1800,492,-6,37.500000,0
アヴニールマルシェ,3.93,5東京7,東京スポーツ杯2歳S(G3),13,2,1,北村宏司,29.532006,1800,498,+4,37.500000,1
アヴニールマルシェ,3.93,2新潟10,新潟2歳S(G3),18,7,1,北村宏司,29.532006,1600,494,+6,37.500000,1
アウヤンテプイ,3.00,門別,北海道スプリントカッ(G3),16,5,5,石川倭,42.171344,1200,504,0,66.071429,0
アウヤンテプイ,3.00,門別,北海道スプリントカッ(G3),13,4,5,石川倭,42.171344,1200,506,+2,66.071429,0
アウヤンテプイ,3.00,1札幌6,エルムS(G3),13,7,13,宮崎光行,46.558704,1700,494,-6,66.071429,0
アウヤンテプイ,3.00,門別,北海道スプリントカッ(G3),14,10,4,宮崎光行,46.558704,1200,508,0,66.071429,0
アウヤンテプイ,3.00,門別,北海道スプリントカッ(G3),14,11,6,宮崎光行,46.558704,1200,500,+4,66.071429,0
アウヤンテプイ,3.00,門別,北海道スプリントカッ(G3),14,5,5,井上俊彦,39.197267,1200,488,-6,66.071429,0
アウヤンテプイ,3.00,5京都3,デイリー杯2歳S(G2),12,4,11,尾島徹,53.289474,1600,458,+8,66.071429,0
アエロリット,3.91,2中山2,中山記念(G2),10,10,5,横山典弘,33.800127,1800,504,+18,77.777778,1
アエロリット,3.91,4京都5,秋華賞(G1),18,1,1,横山典弘,33.800127,2000,486,-10,77.777778,0
アエロリット,3.91,1札幌2,クイーンS(G3),13,2,2,横山典弘,33.800127,1800,496,+18,77.777778,1
アエロリット,3.91,2東京6,NHKマイルC(G1),18,16,2,横山典弘,33.800127,1600,478,-2,77.777778,1
アエロリット,3.91,2阪神6,桜花賞(G1),17,12,6,横山典弘,33.800127,1600,480,-6,77.777778,0
アエロリット,3.91,1東京5,デイリー杯クイーンC(G3),16,11,5,横山典弘,33.800127,1600,486,-6,77.777778,1
アエロリット,3.91,1中山3,フェアリーS(G3),16,3,1,横山典弘,33.800127,1600,492,+10,77.777778,1
アオアラシ,0.00,5京都1,KBSファンタジーS(G3),12,3,10,松田大作,22.615220,1400,440,0,9.090909,0
アオイサンシャイン,2.00,2中山8,フラワーC(G3),16,4,7,池添謙一,29.917250,1800,502,-8,55.555556,0
アオイプリンセス,0.00,2中山8,フラワーC(G3),16,13,11,三浦皇成,29.865125,1800,432,-10,53.333333,0
アカカ,3.30,1阪神6,フィリーズレビュー(G2),18,17,16,松若風馬,23.716814,1400,476,-4,20.000000,0
アキトクレッセント,2.05,1東京2,根岸S(G3),13,2,4,荻野極,21.384929,1400,510,+4,47.368421,0
アキトクレッセント,2.05,5東京3,東京中日S杯武蔵野S(G3),16,7,15,荻野極,21.384929,1600,502,-4,47.368421,1
アキトクレッセント,2.05,3中京4,プロキオンS(G3),15,4,2,荻野極,21.384929,1400,502,+10,47.368421,0
アキトクレッセント,2.05,園田,兵庫ゴールドトロフィ(G3),11,8,2,武豊,41.235154,1400,497,+7,47.368421,0
アキトクレッセント,2.05,3東京6,ユニコーンS(G3),16,4,4,浜中俊,38.606307,1600,490,0,47.368421,0
アキノクリンチ,0.00,1阪神6,フィリーズレビュー(G2),16,4,16,川須栄彦,20.408163,1400,444,-2,19.230769,0
アクションスター,3.50,2中京2,金鯱賞(G2),9,8,9,太宰啓介,18.014184,2000,476,-4,16.279070,0
アクションスター,3.50,2京都6,京都記念(G2),10,8,10,太宰啓介,18.014184,2200,480,0,16.279070,0
アクションスター,3.50,1京都5,日経新春杯(G2),12,6,11,太宰啓介,18.014184,2400,480,+10,16.279070,0
アクションスター,3.50,4京都3,京都大賞典(G2),15,9,15,松若風馬,23.716814,2400,470,0,16.279070,0
アクションスター,3.50,3京都2,読売マイラーズC(G2),11,2,10,佐藤友則,49.223803,1600,472,0,16.279070,0
アクションスター,3.50,2京都6,京都記念(G2),10,1,7,松若風馬,23.716814,2200,480,-6,16.279070,0
アクションスター,3.50,1京都5,日経新春杯(G2),14,6,9,松若風馬,23.716814,2400,486,+14,16.279070,0
アクションスター,3.50,4京都3,京都大賞典(G2),10,7,10,北村友一,31.281198,2400,472,-4,16.279070,0
アクションスター,3.50,4中山6,産経賞オールカマー(G2),12,9,11,大野拓弥,24.953875,2200,476,+4,16.279070,0
アクションスター,3.50,3阪神1,鳴尾記念(G3),14,5,11,北村友一,31.281198,2000,472,+2,16.279070,0
アクションスター,3.50,2阪神4,産経大阪杯(G2),11,5,10,松若風馬,23.716814,2000,470,0,16.279070,0
アクションスター,3.50,3中山1,日経賞(G2),9,5,9,大野拓弥,24.953875,2500,470,-8,16.279070,0
アクションスター,3.50,5阪神3,チャレンジC(G3),18,5,13,池添謙一,29.917250,1800,474,-2,16.279070,0
アクションスター,3.50,2京都6,京都記念(G2),11,1,10,池添謙一,29.917250,2200,464,+2,16.279070,0
アクションスター,3.50,1京都7,日経新春杯(G2),18,12,13,小牧太,27.158160,2400,462,-2,16.279070,0
アクションスター,3.50,1京都1,スポニチ賞京都金杯(G3),18,9,11,松若風馬,23.716814,1600,464,0,16.279070,0
アクションスター,3.50,3京都2,読売マイラーズC(G2),16,14,11,北村友一,31.281198,1600,470,-2,16.279070,0
アクションスター,3.50,2中京1,中日新聞杯(G3),18,14,7,北村友一,31.281198,2000,472,0,16.279070,0
アクションスター,3.50,2京都6,京都記念(G2),12,6,8,北村友一,31.281198,2200,472,+4,16.279070,0
アクションスター,3.50,4京都7,菊花賞(G1),18,7,18,秋山真一,24.774096,3000,464,+6,16.279070,0
アクションスター,3.50,4阪神7,神戸新聞杯(G2),18,14,8,秋山真一,24.774096,2400,458,+8,16.279070,0
アクションスター,3.50,2東京12,東京優駿(G1),18,14,16,戸崎圭太,44.275057,2400,450,-6,16.279070,0
アクションスター,3.50,3京都5,京都新聞杯(G2),16,4,6,Ｃ．デム,45.874587,2200,456,+12,16.279070,0
アクションスター,3.50,2中山8,フジTVスプリングS(G2),16,6,7,池添謙一,29.917250,1800,444,-14,16.279070,0
アクションスター,3.50,1中山5,京成杯(G3),12,11,5,内田博幸,31.973268,2000,458,-4,16.279070,1
アクションスター,3.50,5阪神7,ラジオNIKKEI杯(G3),7,3,4,ルメール,55.386351,2000,462,-4,16.279070,0
アクセラレート,3.17,2福島2,ラジオNIKKEI賞(G3),16,1,16,江田照男,12.953020,1800,458,+4,26.666667,0
アクティフ,0.00,大井,JBCレディスクラシ(G1),15,8,9,赤嶺亮,15.545244,1800,466,+7,22.857143,0
アクティブミノル,3.50,2小倉8,TV西日本北九州記念(G3),18,2,4,酒井学,18.267831,1200,480,-8,29.166667,0
アクティブミノル,3.50,2新潟2,アイビスサマーD(G3),16,16,2,酒井学,18.267831,1000,488,+8,29.166667,0
アクティブミノル,3.50,3中京2,CBC賞(G3),18,4,8,酒井学,18.267831,1200,480,+2,29.166667,1
アクティブミノル,3.50,2札幌4,キーンランドC(G3),14,10,10,藤岡康太,27.212754,1200,478,-2,29.166667,0
アクティブミノル,3.50,1函館2,函館スプリントS(G3),16,9,3,藤岡康太,27.212754,1200,480,-2,29.166667,0
アクティブミノル,3.50,2中京6,高松宮記念(G1),18,10,16,藤岡康太,27.212754,1200,482,-2,29.166667,0
アクティブミノル,3.50,2京都2,シルクロードS(G3),16,10,8,武豊,41.235154,1200,484,-4,29.166667,0
アクティブミノル,3.50,5阪神7,阪神C(G2),17,7,7,武豊,41.235154,1400,488,+12,29.166667,0
アクティブミノル,3.50,4中山9,スプリンターズS(G1),15,9,8,藤岡康太,27.212754,1200,476,0,29.166667,0
アクティブミノル,3.50,4阪神2,セントウルS(G2),16,6,10,藤岡康太,27.212754,1200,476,0,29.166667,1
アクティブミノル,3.50,3中山5,ニュージーランドT(G2),16,14,6,藤岡康太,27.212754,1600,476,0,29.166667,0
アクティブミノル,3.50,2中京3,中スポ賞ファルコンS(G3),18,3,4,藤岡康太,27.212754,1400,476,-6,29.166667,1
アクティブミノル,3.50,5阪神6,朝日フューチュリティ(G1),18,12,9,武豊,41.235154,1600,482,-4,29.166667,0
アクティブミノル,3.50,5東京1,京王杯2歳S(G2),12,2,3,松田大作,22.615220,1400,486,+10,29.166667,0
アクティブミノル,3.50,2函館5,函館2歳S(G3),16,12,4,藤岡康太,27.212754,1200,476,0,29.166667,1
アグネスハンサム,0.00,3新潟6,新潟記念(G3),15,9,4,橋本広喜,26.086957,2000,456,0,30.952381,0
アグネスハンサム,0.00,2札幌8,札幌3歳S(G3),15,7,1,的場均,43.661972,1200,450,-6,30.952381,0
アグネスフォルテ,0.00,4京都7,菊花賞(G1),18,14,18,松山弘平,27.070347,3000,438,+4,20.000000,0
アグネスフォルテ,0.00,4阪神6,神戸新聞杯(G2),15,11,10,松山弘平,27.070347,2400,434,+4,20.000000,0
アグネスフォルテ,0.00,2東京12,東京優駿(G1),18,6,16,松山弘平,27.070347,2400,430,-8,20.000000,0
アグネスフォルテ,0.00,3京都5,京都新聞杯(G2),14,11,9,松山弘平,27.070347,2200,438,-2,20.000000,1
アグネスミニッツ,3.10,1京都4,日刊スポシンザン記念(G3),13,3,7,菱田裕二,22.658808,1600,482,-6,18.518519,0
アグレアーブル,3.04,2東京2,サンスポ賞フローラS(G2),18,4,5,岩田康誠,37.735110,2000,492,+4,40.000000,0
アグレアーブル,3.04,5東京7,東京スポーツ杯2歳S(G3),11,2,3,岩田康誠,37.735110,1800,488,+2,40.000000,0
アクロマティック,0.00,佐賀,佐賀記念(G3),12,11,12,吉田順治,39.524517,2000,453,+2,43.333333,0
アクロマティック,0.00,名古屋,名古屋大賞典(G3),12,12,6,下原理,49.761070,1900,437,+1,43.333333,0
アサギリジョー,3.25,1東京6,共同通信杯(G3),11,10,7,石川裕紀,20.585366,1800,486,0,50.000000,0
アサギリジョー,3.25,1中山5,京成杯(G3),15,12,8,石川裕紀,20.585366,2000,486,0,50.000000,0
アサクサゲンキ,0.00,2中京3,中スポ賞ファルコンS(G3),16,7,7,武豊,41.235154,1400,470,+8,71.428571,1
アサクサゲンキ,0.00,5阪神6,朝日フューチュリティ(G1),16,6,8,武豊,41.235154,1600,462,+12,71.428571,0
アサクサゲンキ,0.00,5東京1,京王杯2歳S(G2),11,8,4,武豊,41.235154,1400,450,0,71.428571,1
アサクサゲンキ,0.00,2小倉12,小倉2歳S(G3),18,17,3,武豊,41.235154,1200,450,-2,71.428571,1
アサクサセーラ,0.00,園田,兵庫チャンピオンシッ(G2),12,7,11,木村健,56.850716,1870,490,-3,52.083333,0
アサクサポイント,0.00,名古屋,名古屋グランプリ(G2),12,10,7,岡部誠,51.180359,2500,501,+5,39.655172,0
アシャカデッシュ,0.00,2中京3,中スポ賞ファルコンS(G3),16,3,16,丸山元気,22.775564,1400,494,-2,57.142857,0
アシャカリアン,0.00,5阪神6,朝日フューチュリティ(G1),18,2,15,国分優作,17.937220,1600,468,-2,42.857143,0
アジュールローズ,3.96,2東京12,東京優駿(G1),18,11,13,ボウマン,32.558140,2400,492,-2,50.000000,0
アスカノロマン,3.58,1中京4,東海テレビ杯東海S(G2),16,11,9,太宰啓介,18.014184,1800,530,+12,40.000000,0
アスカノロマン,3.58,5京都2,みやこS(G3),15,5,5,和田竜二,29.361399,1800,520,-4,40.000000,0
アスカノロマン,3.58,3京都9,平安S(G3),16,7,3,和田竜二,29.361399,1900,524,0,40.000000,0
アスカノロマン,3.58,2阪神7,アンタレスS(G3),16,13,4,和田竜二,29.361399,1800,524,0,40.000000,0
アスカノロマン,3.58,3中山2,マーチS(G3),16,14,4,木幡初広,20.593368,1800,524,+4,40.000000,0
アスカノロマン,3.58,1東京8,フェブラリーS(G1),16,5,9,和田竜二,29.361399,1600,520,-6,40.000000,0
アスカノロマン,3.58,1中京4,東海テレビ杯東海S(G2),16,1,2,和田竜二,29.361399,1800,526,+4,40.000000,0
アスカノロマン,3.58,4中京2,チャンピオンズC(G1),15,4,10,和田竜二,29.361399,1800,522,-10,40.000000,1
アスカノロマン,3.58,5京都2,みやこS(G3),16,11,2,和田竜二,29.361399,1800,532,+10,40.000000,0
アスカノロマン,3.58,盛岡,マイルチャンピオンシ(G1),13,8,3,太宰啓介,18.014184,1600,522,-4,40.000000,0
アスカノロマン,3.58,大井,帝王賞競走(G1),12,1,3,太宰啓介,18.014184,2000,526,+2,40.000000,0
アスカノロマン,3.58,3京都9,平安S(G3),15,14,1,太宰啓介,18.014184,1900,524,-2,40.000000,1
アスカノロマン,3.58,2阪神7,アンタレスS(G3),16,16,3,太宰啓介,18.014184,1800,526,+2,40.000000,1
アスカノロマン,3.58,1東京8,フェブラリーS(G1),16,4,7,太宰啓介,18.014184,1600,524,-2,40.000000,1
アスカノロマン,3.58,1中京4,東海テレビ杯東海S(G2),12,6,4,太宰啓介,18.014184,1800,526,+4,40.000000,1
アスカノロマン,3.58,5京都2,みやこS(G3),11,7,8,太宰啓介,18.014184,1800,526,+6,40.000000,0
アスカノロマン,3.58,3京都9,平安S(G3),16,4,9,太宰啓介,18.014184,1900,520,+12,40.000000,0
アスカノロマン,3.58,2阪神7,アンタレスS(G3),16,16,8,太宰啓介,18.014184,1800,508,+7,40.000000,0
アスカノロマン,3.58,船橋,ダイオライト記念(G2),12,6,3,太宰啓介,18.014184,2400,501,-17,40.000000,1
アスカノロマン,3.58,5京都2,みやこS(G3),16,16,8,太宰啓介,18.014184,1800,498,-2,40.000000,0
アスカノロマン,3.58,2新潟4,レパードS(G3),15,7,3,太宰啓介,18.014184,1800,504,+10,40.000000,0
アスターソード,0.00,園田,兵庫ジュニアグランプ(G2),12,9,3,和田竜二,29.361399,1400,440,+8,80.000000,1
アストラエンブレム,3.48,4東京2,毎日王冠(G2),12,4,6,戸崎圭太,44.275057,1800,470,-4,66.666667,0
アストラエンブレム,3.48,2新潟12,新潟記念(G3),17,11,1,Ｍ．デム,49.641577,2000,474,+4,66.666667,1
アストラエンブレム,3.48,3東京4,エプソムC(G3),18,10,1,Ｍ．デム,49.641577,1800,470,+4,66.666667,1
アストラエンブレム,3.48,1京都1,スポニチ賞京都金杯(G3),18,14,2,Ｍ．デム,49.641577,1600,466,+6,66.666667,0
アストラエンブレム,3.48,3中山5,ニュージーランドT(G2),16,3,1,田辺裕信,34.758364,1600,456,0,66.666667,0
アストラエンブレム,3.48,1京都3,日刊スポシンザン記念(G3),18,2,3,ルメール,55.386351,1600,456,+4,66.666667,0
アスペクト,2.50,2新潟8,レパードS(G3),15,1,15,山本政聡,44.169611,1800,474,-9,35.245902,0
アスペクト,2.50,盛岡,マーキュリーC(G3),14,5,6,山本政聡,44.169611,2000,483,+1,35.245902,0
アスペクト,2.50,川崎,全日本2歳優駿(G1),12,1,6,斉藤雄一,48.026316,1600,481,-9,35.245902,0
アズマタックン,0.00,3京都11,京都ハイジャンプ(J.G2),11,2,4,白浜雄造,33.333333,3930,492,0,27.777778,0
アズールムーン,4.13,1阪神6,フィリーズレビュー(G2),18,2,5,石橋脩,26.295082,1400,518,+6,30.000000,0
アズールムーン,4.13,園田,兵庫ジュニアグランプ(G2),12,7,1,戸崎圭太,44.275057,1400,512,-2,30.000000,0
アダムバローズ,3.60,4京都7,菊花賞(G1),18,7,17,池添謙一,29.917250,3000,512,+4,41.666667,0
アダムバローズ,3.60,4阪神7,神戸新聞杯(G2),14,6,9,池添謙一,29.917250,2400,508,+10,41.666667,0
アダムバローズ,3.60,3中山8,皐月賞(G1),18,15,11,池添謙一,29.917250,2000,498,-6,41.666667,0
アダムバローズ,3.60,1中山5,京成杯(G3),15,10,11,蛯名正義,31.335283,2000,512,+8,41.666667,0
アダムバローズ,3.60,5京都7,ラジオN杯京都2歳S(G3),10,7,5,藤岡康太,27.212754,2000,504,+2,41.666667,0
アッシュゴールド,3.76,2福島2,ラジオNIKKEI賞(G3),16,7,7,池添謙一,29.917250,1800,434,-4,14.285714,0
アッシュゴールド,3.76,2阪神1,毎日杯(G3),15,13,2,池添謙一,29.917250,1800,438,-2,14.285714,0
アッシュゴールド,3.76,2京都4,きさらぎ賞(G3),8,4,3,池添謙一,29.917250,1800,440,+4,14.285714,1
アッシュゴールド,3.76,5阪神6,朝日フューチュリティ(G1),18,9,4,池添謙一,29.917250,1600,436,-2,14.285714,0
アッシュゴールド,3.76,5京都3,デイリー杯2歳S(G2),9,9,2,池添謙一,29.917250,1600,438,+6,14.285714,1
アットザシーサイド,3.63,2京都2,シルクロードS(G3),18,5,9,四位洋文,31.044214,1200,446,+4,44.444444,0
アットザシーサイド,3.63,5京都8,京阪杯(G3),16,15,3,四位洋文,31.044214,1200,440,+2,44.444444,0
アットザシーサイド,3.63,2東京8,ヴィクトリアマイル(G1),17,1,13,田辺裕信,34.758364,1600,438,-6,44.444444,0
アットザシーサイド,3.63,2阪神5,サンスポ杯阪神牝馬S(G2),16,11,8,福永祐一,42.548190,1600,444,-6,44.444444,0
アットザシーサイド,3.63,2京都7,京都牝馬S(G3),18,2,2,Ｍ．デム,49.641577,1400,450,+14,44.444444,0
アットザシーサイド,3.63,4阪神4,関西TVローズS(G2),15,4,3,福永祐一,42.548190,1800,442,+4,44.444444,0
アットザシーサイド,3.63,2東京10,優駿牝馬(G1),18,4,4,福永祐一,42.548190,2400,438,+8,44.444444,0
アットザシーサイド,3.63,2阪神6,桜花賞(G1),18,10,6,福永祐一,42.548190,1600,430,-10,44.444444,1
アットザシーサイド,3.63,1阪神6,フィリーズレビュー(G2),18,9,1,福永祐一,42.548190,1400,440,+6,44.444444,1
アットザシーサイド,3.63,5阪神4,阪神ジュベナイルF(G1),18,9,4,三浦皇成,29.865125,1600,434,-4,44.444444,0
アップアンカー,1.75,名古屋,名古屋グランプリ(G2),12,9,10,佐藤友則,49.223803,2500,510,-2,43.209877,0
アップアンカー,1.75,名古屋,かきつばた記念(G3),10,10,8,安部幸夫,58.168317,1400,521,+2,43.209877,0
アップアンカー,1.75,名古屋,名古屋大賞典(G3),12,7,8,安部幸夫,58.168317,1900,517,0,43.209877,0
アップアンカー,1.75,金沢,白山大賞典(G3),12,10,10,安部幸夫,58.168317,2100,520,+3,43.209877,0
アップクォーク,3.78,2福島2,ラジオNIKKEI賞(G3),16,3,3,柴山雄一,23.407730,1800,496,-6,63.636364,0
アップトゥデイト,4.29,1阪神5,阪神スプリングJ(J.G2),9,2,1,林満明,40.000000,3900,536,+6,60.606061,1
アップトゥデイト,4.29,5中山7,中山大障害(J.G1),15,6,2,林満明,40.000000,4100,530,+6,60.606061,1
アップトゥデイト,4.29,4阪神3,阪神ジャンプS(J.G3),7,5,1,林満明,40.000000,3140,524,-2,60.606061,1
アップトゥデイト,4.29,2小倉1,小倉サマージャンプ(J.G3),14,4,1,林満明,40.000000,3390,526,-8,60.606061,1
アップトゥデイト,4.29,3中山7,中山グランドジャンプ(J.G1),13,6,2,林満明,40.000000,4250,534,0,60.606061,1
アップトゥデイト,4.29,1阪神5,阪神スプリングJ(J.G2),11,6,2,林満明,40.000000,3900,534,+4,60.606061,1
アップトゥデイト,4.29,5中山7,中山大障害(J.G1),11,12,2,林満明,40.000000,4100,530,+2,60.606061,1
アップトゥデイト,4.29,4阪神3,阪神ジャンプS(J.G3),11,11,2,林満明,40.000000,3140,528,+6,60.606061,1
アップトゥデイト,4.29,2新潟9,新潟ジャンプS(J.G3),14,7,1,林満明,40.000000,3250,522,-10,60.606061,0
アップトゥデイト,4.29,1阪神5,阪神スプリングJ(J.G2),13,4,1,白浜雄造,33.333333,3900,532,+4,60.606061,1
アップトゥデイト,4.29,5中山7,中山大障害(J.G1),14,13,2,林満明,40.000000,4100,528,+6,60.606061,1
アップトゥデイト,4.29,2小倉1,小倉サマージャンプ(J.G3),8,1,2,林満明,40.000000,3390,522,0,60.606061,1
アップトゥデイト,4.29,3中山7,中山グランドジャンプ(J.G1),15,12,4,林満明,40.000000,4250,522,-4,60.606061,1
アップトゥデイト,4.29,1阪神5,阪神スプリングJ(J.G2),13,11,1,林満明,40.000000,3900,526,+4,60.606061,0
アップトゥデイト,4.29,川崎,全日本2歳優駿[指定(G1),14,9,1,岩田康誠,37.735110,1600,505,+3,60.606061,1
アップトゥデイト,4.29,園田,兵庫ジュニアグランプ(G2),11,8,2,下原理,49.761070,1400,502,0,60.606061,1
アップトゥユー,3.50,川崎,関東オークス【指定交(G2),13,4,5,真島大輔,43.532023,2100,465,+3,47.058824,0
アップトゥユー,3.50,門別,エーデルワイス賞〔J(G3),16,1,6,阿部龍,40.893929,1200,470,+10,47.058824,1
アップドラフト,0.00,3中山4,ダービー卿チャレンジ(G3),16,10,11,田中勝春,22.495274,1600,480,-14,40.000000,0
アップドラフト,0.00,1東京1,東京新聞杯(G3),16,8,14,吉田豊,22.889417,1600,488,-10,40.000000,0
アップドラフト,0.00,4京都7,毎日放送賞スワンS(G2),18,6,11,川田将雅,46.226415,1400,498,+2,40.000000,0
アップドラフト,0.00,4中山2,京成杯オータムH(G3),16,7,14,吉田豊,22.889417,1600,488,-12,40.000000,1
アップドラフト,0.00,1京都6,日経新春杯(G2),16,6,15,四位洋文,31.044214,2400,500,-4,40.000000,0
アップドラフト,0.00,3東京8,エプソムC(G3),18,9,15,内田博幸,31.973268,1800,500,-6,40.000000,0
アップドラフト,0.00,3東京4,目黒記念(G2),18,16,14,藤岡佑介,28.515929,2500,506,+2,40.000000,0
アップドラフト,0.00,2小倉6,小倉記念(G3),12,6,3,川田将雅,46.226415,2000,512,-6,40.000000,0
アップドラフト,0.00,2福島8,七夕賞(G3),16,5,7,吉田隼人,26.300743,2000,518,+4,40.000000,0
アッラサルーテ,3.00,2阪神6,桜花賞(G1),18,8,15,和田竜二,29.361399,1600,456,-10,55.000000,0
アデイインザライフ,3.28,2新潟12,新潟記念(G3),18,17,2,横山典弘,33.800127,2000,560,0,78.571429,1
アデイインザライフ,3.28,3中山8,皐月賞(G1),18,5,9,田辺裕信,34.758364,2000,540,-4,78.571429,0
アデイインザライフ,3.28,2中山4,報知杯弥生賞(G2),13,3,2,戸崎圭太,44.275057,2000,544,-2,78.571429,1
アデイインザライフ,3.28,1中山7,京成杯(G3),16,11,4,横山典弘,33.800127,2000,546,0,78.571429,1
アテスト,0.00,3東京5,ユニコーンS(G3),16,5,13,北村宏司,29.532006,1600,500,+4,25.806452,0
アテスト,0.00,川崎,全日本2歳優駿(G1),10,1,6,小林俊彦,65.000000,1600,502,-2,25.806452,1
アドマイヤアロマ,3.00,4阪神4,関西TVローズS(G2),17,4,13,和田竜二,29.361399,1800,444,+2,22.222222,0
アドマイヤイナズマ,2.50,盛岡,マーキュリーC(G3),14,9,12,斉藤雄一,48.026316,2000,504,-6,26.829268,0
アドマイヤイバマ,3.00,盛岡,マイルチャンピオンシ(G1),16,4,14,斉藤雄一,48.026316,1600,472,+7,23.404255,0
アドマイヤイバマ,3.00,2新潟4,レパードS(G3),15,9,14,田中勝春,22.495274,1800,476,+4,23.404255,0
アドマイヤエイカン,3.17,2中山4,報知杯弥生賞(G2),12,1,5,岩田康誠,37.735110,2000,496,-6,44.444444,0
アドマイヤエイカン,3.17,5中山8,ホープフルS(G2),12,1,4,岩田康誠,37.735110,2000,492,-10,44.444444,0
アドマイヤエイカン,3.17,5京都8,ラジオN杯京都2歳S(G3),12,3,1,岩田康誠,37.735110,2000,502,+10,44.444444,1
アドマイヤエイカン,3.17,2札幌5,札幌2歳S(G3),14,11,2,岩田康誠,37.735110,1800,492,-4,44.444444,1
アドマイヤゴッド,2.88,4阪神2,産経賞セントウルS(G2),14,1,8,北村友一,31.281198,1200,494,-2,31.250000,0
アドマイヤダイオウ,3.27,3中山8,皐月賞(G1),18,4,7,福永祐一,42.548190,2000,486,-2,80.000000,0
アドマイヤツヨシ,0.00,2阪神1,毎日杯(G3),13,13,8,小牧太,27.158160,1800,450,+2,20.408163,0
アドマイヤメテオ,3.44,1阪神1,アーリントンC(G3),10,7,4,リスポリ,42.105263,1600,454,+4,40.909091,0
アドマイヤモラール,3.17,3中山8,皐月賞(G1),18,17,17,内田博幸,31.973268,2000,500,-10,40.000000,0
