日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/02,名古屋,晴,9,竹島海岸特別, ,9,8,9,75.6,8,8,村上弘樹,54,ダ1600,重,**,1:49.5,6.0,**,8-9-9, ,40.0,446(+5), , ,ヒロシゲスマート, 
2018/01/15,名古屋,晴,7,C21組, ,10,2,2,2.0,1,1,戸部尚実,54,ダ1400,稍,**,1:33.4,-0.2,**,1-1-1, ,41.2,441(-2), , ,(ハギノプレスト),20.0
2017/08/08,名古屋,晴,6,サラC8組, ,10,4,4,1.9,1,4,村上弘樹,54,ダ1400,不,**,1:35.1,0.2,**,2-2-2, ,43.9,443(-1), , ,エイシンジンセイ,1.2
2017/07/25,名古屋,曇,4,サラC12組, ,9,1,1,2.2,2,2,村上弘樹,54,ダ1400,稍,**,1:31.6,0.1,**,1-1-1, ,39.3,444(+7), , ,ライジングティアラ,5.0
2017/07/03,名古屋,晴,5,サラC12組, ,9,1,1,1.4,1,5,村上弘樹,54,ダ1400,稍,**,1:34.0,1.5,**,1-1-3, ,42.0,437(-4), , ,ナリノクインビー,0.8
2017/06/20,名古屋,晴,5,サラC11組, ,10,6,6,1.1,1,1,村上弘樹,54,ダ1400,良,**,1:34.2,-0.6,**,1-1-1, ,40.8,441(-2), , ,(レッドヴァローレ),20.0
2017/06/06,名古屋,晴,2,サラC16組, ,8,7,7,2.7,2,2,村上弘樹,54,ダ1400,良,**,1:33.9,2.1,**,2-2-2, ,40.9,443(-14), , ,エスプリベルテ,5.0
2017/01/01,名古屋,晴,5,サラC19組, ,9,8,8,27.2,6,1,戸部尚実,54,ダ1400,良,**,1:31.6,-0.6,**,1-1-1, ,39.1,457(-4), , ,(ハッピーチャンス),17.0
2016/12/12,名古屋,晴,2,サラC22組, ,9,1,1,10.4,3,1,戸部尚実,54,ダ1400,良,**,1:32.9,0.0,**,1-1-1, ,40.7,461(-1), , ,(タイキレボー),17.0
2016/11/28,名古屋,晴,7,サラC19組, ,9,6,6,21.7,6,7,戸部尚実,54,ダ1400,重,**,1:34.4,2.7,**,6-6-7, ,43.0,462(-1), , ,スリーバゴ, 
2016/11/17,名古屋,晴,1,サラC13組, ,7,5,5,3.8,2,3,戸部尚実,54,ダ1400,稍,**,1:32.4,1.5,**,3-4-3, ,39.7,463(+2), , ,シラーグランツ,1.7
2016/11/04,名古屋,晴,1,サラ3歳16組, ,7,6,6,2.0,1,3,戸部尚実,54,ダ800,稍,**,0:50.3,0.7,**,3, ,36.4,461(+3), , ,アルコバッサ,2.3
2016/10/01,4阪神7,曇,4,3歳未勝利,,16,7,13,43.5,10,7,加藤祥太,54,ダ1400,重,**,1:26.7,2.7,**,11-8,34.0-37.7,39.2,458(+4),, ,ドンボラーレ, 
2016/06/26,3阪神8,晴,2,3歳未勝利,,16,8,15,116.5,12,10,鮫島克駿,53,ダ1800,重,**,1:55.5,2.2,**,12-11-10-7,36.7-39.4,40.7,454(-4),,,ローデルバーン, 
2016/06/12,3阪神4,曇,1,3歳未勝利,,16,3,6,22.2,7,8,加藤祥太,52,ダ1400,良,**,1:27.8,1.8,**,10-9,36.1-37.1,38.0,458(0),,,ベルクリア, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/11/22,笠松,曇,6,サラ系B5組, ,9,1,1,8.6,4,8,吉井友彦,54,ダ1400,重,**,1:32.0,2.8,**,2-2-3, ,40.7,491(+1), , ,ヒデノクィーン, 
