日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/27,1東京1,晴,12,4歳上500万下,,16,5,9,38.2,10,13,野中悠太,53,芝1600,稍,**,1:36.6,1.4,**,8-8,35.9-34.7,35.7,518(+8),, ,アーチキング, 
2017/12/09,4中京3,晴,12,犬山特別(500万下),,18,2,4,23.0,8,10,北村友一,56,芝1400,良,**,1:22.4,1.1,**,17-17,34.5-34.7,34.2,510(+6),,,ダイメイフジ, 
2017/07/09,2福島4,晴,12,彦星賞(500万下),,14,5,8,7.8,4,8,横山典弘,54,芝1200,良,**,1:09.0,0.3,**,13-13,33.3-35.4,33.7,504(+2),,,ブラックバード, 
2017/06/10,3東京3,晴,12,3歳上500万下,,18,8,16,23.4,6,6,横山典弘,54,芝1400,良,**,1:22.2,0.6,**,13-15,34.8-35.0,34.7,502(-4),, ,ナンヨーアミーコ, 
2017/05/07,2東京6,晴,6,3歳500万下,,11,7,8,13.0,5,7,横山典弘,56,芝1400,良,**,1:22.0,0.9,**,10-10,35.1-34.4,33.8,506(0),, ,モアナ, 
2017/02/25,2中山1,晴,5,3歳未勝利,,16,2,3,7.0,4,1,横山典弘,56,芝1600,良,**,1:35.5,0.0,**,3-4-4,36.0-35.7,35.4,506(0),, ,(ディーグランデ),500.0
2017/02/04,1東京3,晴,5,3歳未勝利,,16,7,13,41.8,9,3,丸山元気,56,芝1400,良,**,1:22.6,0.5,**,8-8,34.7-35.6,34.3,506(+10),, ,モアナ,130.0
2016/07/10,2福島4,晴,5,2歳新馬,,14,7,11,25.0,7,12,横山典弘,54,芝1800,良,**,1:53.6,2.3,**,2-3-6-10,36.3-36.2,38.2,496(0),, ,マイネルザウバア, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/01/02,園田,晴,10,そのだは面白い!青芝, ,11,8,10,13.0,4,1,川原正一,56,ダ1400,良,**,1:29.9,-0.1,**,2-2-2-1, ,39.8,544(-6), , ,(マイネルゴール),80.0
2016/12/20,園田,曇,10,オッズパーク・エクシ, ,12,5,6,15.2,6,6,大山真吾,56,ダ1400,稍,**,1:32.1,1.1,**,6-6-8-8, ,39.6,550(+10), , ,デンコウチャレンジ, 
2016/11/20,3福島6,晴,4,障害3歳上未勝利,,14,6,9,52.1,11,10,山本康志,60,障2770,重, ,3:07.5,2.6, ,7-7-8-8,107.0-39.6,13.5,540(-2),, ,サウンドギャツビー, 
2016/10/15,3新潟1,晴,4,障害3歳上未勝利,,14,5,7,35.9,12,10,山本康志,60,障2850,良, ,3:10.4,4.2, ,6-6-9-11,105.0-38.1,13.4,542(0),, ,スマートギア, 
2016/07/17,2函館4,曇,8,3歳上500万下,,10,5,5,102.8,10,9,井上敏樹,55,ダ1700,稍,**,1:48.8,4.2,**,2-2-5-10,29.0-38.4,42.0,542(0),, ,ドリームキラリ, 
2016/07/09,2函館1,曇,10,八雲特別(500万下),,12,3,3,89.5,11,9,丹内祐次,57,芝1800,良,**,1:48.9,1.3,**,1-1-3-2,35.5-36.2,37.4,542(-4),, ,フォールインラブ, 
2016/06/26,1函館4,曇,7,3歳上500万下,,9,3,3,50.0,7,7,丹内祐次,57,ダ1700,不,**,1:47.2,2.2,**,9-9-3-6,29.1-37.0,38.9,546(+8),,,オイルタウン, 
2016/02/10,大井,晴,10,アーバンステージ如月, ,16,5,9,34.9,9,10,松岡正海,57,ダ1200,良,**,1:15.1,1.8,**,14-14,34.4-38.9,37.9,538(+40), , ,キタノヘイロー, 
2015/08/19,園田,曇,9,JRA交流三室山特別, ,12,1,1,1.2,1,1,岩田康誠,56,ダ1400,重,**,1:30.2,-0.1,**,1-1-1-1, ,39.8,498(-4), , ,(メイショウケイウン),100.0
2015/07/12,3中京4,晴,7,3歳未勝利,,16,4,7,9.3,4,6,松山弘平,56,ダ1400,良,**,1:25.8,1.1,**,5-5,34.2-38.8,39.5,502(+2),, ,キタサンコンサート, 
2015/06/28,3阪神8,曇,3,3歳未勝利,,16,2,3,3.4,2,5,池添謙一,56,ダ1200,稍,**,1:12.5,0.4,**,4-4,35.7-36.4,36.5,500(-2),,,サーティグランド,46.0
2015/06/14,3阪神4,曇,1,3歳未勝利,,16,7,13,5.0,3,4,池添謙一,56,ダ1400,良,**,1:25.6,0.3,**,2-2,34.7-38.7,38.6,502(-8),, ,ダンシング,69.0
2015/05/02,3京都3,晴,1,3歳未勝利,,16,5,9,7.7,4,7,池添謙一,56,ダ1400,良,**,1:26.9,1.2,**,7-8,34.9-38.0,38.6,510(+6),, ,ダイメイコンドル, 
