日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/06,佐賀,雪,4,C2ー14組, ,10,6,6,1.3,1,2,石川慎将,54,ダ1400,稍,**,1:31.9,0.2,**,4-4-4-6, ,39.4,502(+9), , ,リネンアッパレ,4.6
2018/01/20,佐賀,晴,7,C2ー13組, ,10,3,3,2.7,2,3,石川慎将,54,ダ1400,重,**,1:31.9,0.4,**,4-4-5-4, ,39.1,493(+7), , ,ルミナスコースト,1.8
2018/01/05,佐賀,曇,6,C2ー17組, ,10,2,2,6.6,2,2,石川慎将,54,ダ1400,良,**,1:31.9,0.8,**,3-3-2-2, ,38.5,486(+5), , ,イチザラブ,4.6
2017/12/17,佐賀,曇,8,チャレンジシリーズ, ,12,8,11,1.6,1,3,石川慎将,54,ダ1400,良,**,1:32.4,0.3,**,5-7-7-2, ,39.2,481(-5), , ,メイショウセトギリ,1.8
2017/10/31,門別,晴,9,北海道新聞日高地区販, ,9,2,2,36.8,5,5,阪野学,54,ダ1200,重,**,1:15.9,1.7,**,7-8, ,39.2,486(+4), , ,ソルサリエンテ,1.7
2017/10/17,門別,曇,9,JA門別美味ネギ君特, ,12,6,7,13.0,4,8,阪野学,54,ダ1200,重,**,1:16.3,1.7,**,9-10, ,39.0,482(-4), , ,サクセスライン, 
2017/10/04,門別,曇,8,キンモクセイ特別, ,10,1,1,13.5,4,1,阪野学,54,ダ1200,稍,**,1:16.6,-0.4,**,8-7, ,39.0,486(+2), , ,(セミプレナ),35.0
2017/09/21,門別,晴,7,ダリア特別, ,10,5,5,24.0,4,3,阪野学,54,ダ1200,重,**,1:15.2,1.1,**,7-6, ,37.4,484(-2), , ,キリンタイム,5.3
2017/09/13,門別,晴,6,北海道きたやさい特別, ,8,2,2,10.4,6,2,阪野学,54,ダ1000,重,**,1:01.6,0.1,**,7-8, ,36.9,486(0), , ,ヤマニンルモンド,6.0
2017/08/31,門別,晴,10,日高軽種馬青年部連合, ,11,1,1,25.1,6,6,阪野学,54,ダ1200,稍,**,1:16.3,1.2,**,11-10, ,39.6,486(+2), , ,セミプレナ, 
