日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/24,大井,晴,2,3歳　85万, ,0,4,7, , ,,早田功駿,54,ダ1200,不,**, , ,**, , , ,計不, , , , 
2017/12/26,大井,晴,2,2歳　20万, ,14,7,11,144.1,14,2,早田功駿,54,ダ1200,稍,**,1:17.1,0.2,**,10-9,37.0-39.9,38.9,448(-14), , ,デンデラリュウ,76.0
2017/12/01,大井,曇,1,スマイルシティ・品川(新馬), ,11,6,6,115.6,11,11,早田功駿,54,ダ1600,稍,**,1:50.0,3.7,**,9-9-10-10,39.2-41.2,43.4,462(0), , ,エブリバディ, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/24,大井,晴,4,C3七　八, ,16,5,10,155.5,14,8,赤嶺亮,56,ダ1500,不,**,1:38.3,2.3,**,11-9-9-9,32.2-39.2,40.6,459(+2), , ,テギル, 
2017/12/26,大井,晴,4,C3三　四, ,13,3,3,25.8,10,11,早田功駿,56,ダ1200,稍,**,1:17.3,1.5,**,8-7,37.4-38.4,39.3,457(0), , ,メガゼウス, 
2017/11/29,大井,晴,1,C3三　四, ,13,5,7,16.1,5,5,早田功駿,56,ダ1500,稍,**,1:39.9,0.4,**,8-10-8-8,32.6-41.6,41.1,457(+1), , ,デルマタスケ,8.0
2017/11/14,大井,雨,3,C3四　五, ,11,2,2,20.7,5,4,早田功駿,56,ダ1600,稍,**,1:46.5,0.9,**,9-9-7-7,39.3-41.1,41.1,456(-5), , ,フジブルースター,12.0
2017/10/31,大井,曇,5,中央区特別競走, ,16,2,4,44.5,9,11,早田功駿,56,ダ1600,重,**,1:48.0,2.4,**,5-6-7-6,39.1-41.0,42.5,461(+7), , ,アロンザ, 
2017/10/03,大井,曇,2,C3三　四, ,14,3,3,22.2,8,10,早田功駿,56,ダ1200,稍,**,1:17.2,1.5,**,13-13,36.0-39.7,39.3,454(+4), , ,オニパンダ, 
2017/09/11,大井,晴,2,C3五　六, ,9,1,1,14.4,5,3,早田功駿,56,ダ1200,良,**,1:15.9,0.3,**,6-6,36.4-39.2,38.8,450(+1), , ,オニパンダ,20.0
2017/08/30,大井,曇,1,C3五　六, ,15,4,6,20.6,6,6,早田功駿,56,ダ1600,良,**,1:45.3,1.4,**,14-14-11-9,37.9-40.3,40.5,449(-1), , ,メイクイットホーム, 
2017/08/12,大井,晴,2,C3七　八, ,12,6,7,64.1,11,7,早田功駿,56,ダ1200,不,**,1:15.9,1.3,**,10-9,35.5-39.1,39.1,450(+2), , ,ジェットバローズ, 
2017/07/27,大井,曇,1,C3五　六, ,12,8,11,22.3,9,12,早田功駿,56,ダ1400,良,**,1:32.1,1.5,**,8-9-8,37.1-41.1,42.0,448(-1), , ,ショウサンジョージ, 
2017/07/10,大井,晴,3,C3七　八九, ,9,3,3,38.9,6,2,早田功駿,56,ダ1500,良,**,1:38.3,0.1,**,8-7-7-7,32.2-40.9,39.5,449(-4), , ,ホウオウブーケ,32.0
2017/06/27,大井,曇,2,C3四　五, ,14,7,11,59.0,11,14,早田功駿,56,ダ1500,重,**,1:41.2,3.2,**,12-10-10-11,32.4-40.9,43.2,453(+5), , ,センノイギダー, 
2017/06/07,大井,曇,2,C3三　四, ,12,7,10,151.5,12,7,早田功駿,56,ダ1600,重,**,1:46.6,1.6,**,6-6-6-6,38.0-41.7,42.7,448(+2), , ,アキノハート, 
2017/05/24,大井,曇,2,C3二　三, ,10,8,9,104.6,10,9,早田功駿,56,ダ1500,良,**,1:39.6,1.7,**,4-4-3-4,32.5-40.8,42.1,446(-1), , ,ホクソウブリッツ, 
2017/05/09,大井,曇,1,C3七　八, ,10,7,7,104.7,10,6,早田功駿,56,ダ1200,良,**,1:16.0,0.9,**,8-7,35.6-39.5,38.9,447(-3), , ,ヤヨイフェアリー, 
2017/04/20,大井,曇,2,C3三　四, ,13,6,8,186.6,11,9,早田功駿,56,ダ1600,稍,**,1:46.7,2.1,**,12-12-11-11,37.4-41.7,42.4,450(-4), , ,ベニイモン, 
2017/03/22,大井,晴,2,C3五　六, ,14,3,4,104.2,13,10,早田功駿,56,ダ1600,不,**,1:46.2,1.3,**,13-12-6-7,38.0-40.9,41.8,454(-5), , ,ハナノバンジョウ, 
2017/03/09,大井,晴,1,C3三　四, ,14,3,4,66.8,13,10,早田功駿,56,ダ1200,稍,**,1:16.6,1.2,**,13-13,36.0-39.4,38.9,459(-2), , ,シャインエンドス, 
2017/02/14,大井,晴,3,C3七　八, ,13,2,2,97.7,12,3,早田功駿,56,ダ1600,良,**,1:46.4,0.3,**,7-7-7-7,38.3-41.3,41.3,461(-4), , ,デルマクラノスケ,20.0
