日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2008/03/20,名古屋,雨,4,サラC12組, ,10,7,7,10.3,4,4,丸野勝虎,54,ダ1400,不, ,1:30.6,0.7, ,3-3-3, , ,482(+2), , ,テキサスイーグル,1.3
2008/03/06,名古屋,晴,2,サラC12組, ,10,7,7,30.3,5,3,竹下太,54,ダ1400,良, ,1:32.2,0.6, ,2-2-3, , ,480(-2), , ,ツルマルリュー,1.8
2008/02/20,名古屋,晴,6,サラC14組, ,10,8,10,9.3,3,3,倉地学,54,ダ1400,良, ,1:33.6,0.7, ,3-3-3, , ,482(-2), , ,オーリーテン,1.8
2008/02/06,名古屋,曇,1,サラC15組, ,9,2,2,29.3,3,3,柴田直樹,54,ダ1400,重, ,1:31.8,1.4, ,5-5-3, , ,484(-5), , ,ナムラコマンド,1.8
2008/01/30,名古屋,晴,4,サラC14組, ,10,4,4,11.3,4,8,柴田直樹,54,ダ1300,重, ,1:27.2,3.3, ,6-6-6, , ,489(-7), , ,プレシャスライフ, 
2008/01/16,名古屋,晴,6,サラC15組, ,10,1,1,4.9,3,7,柴田直樹,54,ダ1300,良, ,1:30.0,1.5, ,10-9-8, , ,496(+26), , ,スズカミサイル, 
2007/08/11,1札幌1,曇,3,3歳未勝利,,13,8,13,44.8,8,4,小原義之,54,ダ1700,稍,**,1:46.3,1.5,**,8-6-6-5,30.3-36.3,37.3,470(+6),, ,ラストアロー,75.0
2007/07/14,2函館1,曇,3,3歳未勝利,,13,8,12,18.0,8,5,小林徹弥,54,ダ1700,良,**,1:50.2,1.3,**,4-6-4-6,31.5-38.1,39.0,464(-6),, ,ミスティーオメガ,50.0
2007/07/01,1函館6,曇,1,3歳未勝利,,11,8,11,63.1,9,4,津村明秀,54,ダ1700,良,**,1:50.0,1.0,**,7-7-7-6,30.2-40.5,40.8,470(0),, ,シャドウブルース,75.0
2007/06/23,1函館3,晴,4,3歳未勝利,,16,5,9,174.4,15,10,小林徹弥,54,芝2000,良,**,2:03.3,1.9,**,7-8-8-7,34.5-37.2,38.2,470(+6),, ,ライトザキャンドル, 
2007/05/19,2中京1,晴,2,3歳未勝利,,18,8,18,81.3,10,10,小原義之,54,芝2000,良,**,2:02.2,1.3,**,16-15-16-12,34.8-34.9,35.3,464(+2),, ,アグネスタイガ, 
2007/04/29,3京都4,晴,4,3歳未勝利,,13,3,3,160.6,12,8,小原義之,54,芝2000,良,**,2:02.0,1.0,**,11-10-10-10,36.6-35.0,34.6,462(+8),, ,ドリームフライト, 
2007/04/01,2阪神4,曇,5,3歳未勝利,,18,4,8,486.1,18,15,小原義之,54,芝1800,稍,**,1:52.5,1.8,**,12-14,36.5-35.7,36.5,454(-8),, ,タイセイファイター, 
2006/09/30,2札幌7,晴,2,2歳未勝利,,14,3,4,345.6,14,9,小林徹弥,54,芝1200,良,**,1:11.6,1.2,**,6-7,35.4-35.0,35.9,462(+6),, ,アラハ, 
2006/09/18,2札幌4,小雨,5,2歳新馬,,8,3,3,72.6,8,7,菊沢隆徳,54,芝1200,良,**,1:12.6,2.0,**,7-6,35.9-34.7,35.9,456(0),,,バブルウイズアラン, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/24,水沢,曇,1,2歳B2, ,7,2,2,3.3,2,1,山本政聡,55,ダ1400,不,**,1:29.0,-0.1,**,3-3-3-3, ,38.7,471(+3), , ,(トーセンアスター),46.0
2017/11/25,水沢,小雪,1,2歳B2, ,9,1,1,2.5,2,2,山本政聡,55,ダ1400,不,**,1:29.9,0.1,**,7-6-6-5, ,39.2,468(-4), , ,マジョリティー,9.2
2017/11/04,盛岡,曇,2,2歳B2, ,10,7,8,3.8,2,2,山本政聡,55,ダ1400,稍,**,1:29.0,0.2,**,9-3, ,38.6,472(+3), , ,ムーンドライヴ,9.2
2017/10/16,盛岡,曇,1,2歳B1, ,9,5,5,3.6,2,3,山本政聡,55,ダ1400,良,**,1:29.0,0.8,**,5-4, ,39.4,469(+2), , ,コウギョウシャトー,5.4
2017/09/24,盛岡,晴,2,2歳, ,8,4,4,5.7,3,2,山本政聡,55,ダ1200,良,**,1:15.5,0.1,**,3-3, ,39.2,467(+8), , ,シャインオン,9.2
2017/09/10,水沢,曇,3,ファーストステップ2(新馬), ,7,5,5,3.5,2,3,山本政聡,55,ダ850,良,**,0:54.5,1.1,**,3-3, ,38.6,459(0), , ,リョウノユメ,15.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2005/10/19,浦和,晴,7,C2四　五, ,9,8,8, ,8,8,的場文男,55,ダ1400,重, ,1:31.3,3.2, ,3-2-6-7,36.9-38.5,41.1,485(+3), , ,ストレートハッピー, 
2005/09/28,浦和,晴,9,C2四　五, ,11,1,1, ,7,10,金子正彦,55,ダ1400,良, ,1:32.1,1.9, ,10-10-11-9,37.5-39.9,40.6,482(+2), , ,ファイトマン, 
2005/09/14,大井,晴,7,C2五　六, ,11,7,8, ,8,10,的場直之,55,ダ1200,良, ,1:15.7,2.2, ,8-9,35.8-37.7,38.7,480(+8), , ,シャドウカランブー, 
2005/08/08,浦和,晴,7,C1　C2　選抜馬, ,11,8,12, ,2,4,的場文男,54,ダ1400,稍, ,1:29.8,0.5, ,1-2-2-3,36.6-39.7,40.1,472(+2), , ,ワールドモアー,14.3
2005/07/18,浦和,晴,8,C2三, ,12,4,4, ,9,3,金子正彦,55,ダ1400,良, ,1:29.6,0.5, ,4-5-4-4,36.6-39.8,39.8,470(-13), , ,カヌマビート,17.0
2005/05/16,浦和,晴,6,C2二, ,11,8,11, ,4,9,石崎隆之,55,ダ1400,良, ,1:31.0,2.4, ,6-10-11-10,36.6-39.0,39.4,483(+11), , ,バイタルスパーク, 
2005/04/26,船橋,雨,12,特選, ,10,2,2, ,4,5,酒井忍,55,ダ1600,重, ,1:42.3,1.3, ,4-4-5-5,36.4-38.8,39.6,472(-11), , ,ジョリーズボーイ,10.0
2005/04/12,浦和,雨,7,C2三, ,8,3,3, ,3,4,酒井忍,55,ダ1400,不, ,1:27.3,1.0, ,2-2-2-2,36.1-37.6,38.5,483(0), , ,シネマライン,13.0
2005/03/02,浦和,晴,6,C2三　四, ,10,5,5, ,2,2,内田博幸,55,ダ1400,良, ,1:29.4,0.8, ,1-2-2-2,36.9-38.7,39.3,483(-2), , ,ルーキーナカヤマ,33.0
2005/02/17,浦和,晴,8,C2五, ,11,6,6, ,1,1,的場文男,55,ダ1400,重, ,1:28.8,0.0, ,1-1-1-1,37.0-38.7,38.7,485(+3), , ,(ミラクルグリーン),110.0
2005/01/14,浦和,晴,5,4歳一, ,11,8,10, ,1,3,的場文男,55,ダ1400,良, ,1:31.0,0.3, ,2-2-2-2,36.7-40.8,41.1,482(+1), , ,ワイエスジェット,17.0
2004/12/28,大井,晴,4,3歳, ,14,1,1, ,3,6,的場文男,55,ダ1600,良, ,1:44.0,0.7, ,5-6-8-9,37.5-40.0,40.0,481(+3), , ,プロスパーゴールド, 
2004/12/01,浦和,晴,2,3歳四　五, ,12,8,11, ,3,2,的場文男,55,ダ1400,良, ,1:30.8,0.7, ,3-4-3-3,36.6-40.1,40.6,478(-10), , ,ダイエットガール,30.0
2004/11/05,浦和,晴,2,3歳四　五, ,12,7,9, ,3,6,内田博幸,55,ダ1400,良, ,1:31.4,1.9, ,4-4-8-8,36.0-40.3,40.6,488(-4), , ,リトルクラウド, 
2004/10/08,浦和,雨,4,3歳二　三, ,10,8,10, ,3,9,的場文男,55,ダ1400,稍, ,1:31.0,3.0, ,6-7-6-7,36.9-38.3,40.9,492(0), , ,マルマツサイレンス, 
2004/09/08,浦和,晴,3,3歳三　四, ,11,7,8, ,4,1,的場文男,55,ダ1400,良, ,1:30.7,-0.2, ,4-4-4-3,37.2-40.5,40.1,492(-6), , ,(シメニビューティー),110.0
2004/08/24,浦和,晴,2,3歳四　五, ,9,8,9, ,7,6,秋元耕成,55,ダ1400,良, ,1:32.5,1.9, ,6-4-4-8,37.2-40.3,41.9,498(0), , ,パーフェクトキング, 
2004/07/14,浦和,晴,1,3歳六　七, ,10,8,9, ,1,1,的場文男,55,ダ1400,良, ,1:31.6,-0.1, ,1-1-1-1,38.3-40.0,40.0,498(-7), , ,(テッセン),110.0
2004/06/23,浦和,晴,1,3歳七　八, ,11,7,8, ,5,4,秋元耕成,54,ダ1400,良, ,1:32.7,2.4, ,7-7-7-6,36.8-40.2,40.3,505(+3), , ,マロンエクスプレス,14.3
2004/05/06,浦和,曇,2,3歳九　十, ,11,8,11, ,1,4,秋元耕成,54,ダ1400,稍, ,1:33.1,1.5, ,1-4-4-4,37.7-40.3,41.8,502(+4), , ,エビスヒメ,14.3
2004/03/12,浦和,曇,1,3歳　未出走(未出走), ,8,7,7, ,5,4,的場文男,54,ダ1300,良, ,1:27.7,0.9, ,5-5-5-4,31.6-41.4,41.7,498(0), , ,ホッカイセシル,16.9
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/10/03,大井,曇,11,’17ムーンライトカ(OP), ,15,4,6,8.5,4,2,和田譲治,57,ダ1600,稍,**,1:41.7,0.6,**,5-4-3-4,37.3-39.8,40.2,496(+2), , ,トロヴァオ,270.0
2017/08/23,川崎,晴,11,スパーキングサマーカ(OP), ,12,7,11,8.7,3,3,和田譲治,57,ダ1600,良,**,1:41.8,0.5,**,2-3-4-3,36.1-40.2,40.1,494(0), , ,ケイアイレオーネ,280.0
2017/07/26,大井,曇,11,サンタアニタトロフィ(OP), ,15,7,13,5.1,3,4,和田譲治,57,ダ1600,良,**,1:41.9,0.9,**,8-9-4-3,36.3-40.3,40.7,494(-5), , ,ゴーディー,130.0
2017/06/21,船橋,曇,11,京成盃グランドマイラ(OP), ,14,8,14,14.5,6,2,和田譲治,56,ダ1600,不,**,1:41.0,0.0,**,4-5-5-5,37.0-39.2,38.8,499(+2), , ,リアライズリンクス,420.0
2017/05/24,大井,曇,11,大井記念競走(OP), ,16,6,12,8.7,4,10,和田譲治,56,ダ2000,良,**,2:08.7,1.1,**,4-4-4-4,36.5-38.5,39.4,497(-1), , ,ウマノジョー, 
2017/04/20,大井,曇,11,’17ブリリアントカ(OP), ,13,7,10,5.3,3,1,和田譲治,57,ダ2000,稍,**,2:07.9,-0.1,**,3-3-2-2,37.4-39.1,38.9,498(+5), , ,(レーザー),750.0
2017/03/23,大井,晴,10,隅田川オープン競走(OP), ,7,7,7,1.6,1,4,和田譲治,58,ダ1600,重,**,1:43.2,0.2,**,3-3-3-3,39.7-38.2,38.0,493(-4), , ,ドレッドノート,88.5
2017/02/08,船橋,晴,11,報知グランプリC(OP), ,11,8,12,6.0,3,2,和田譲治,56,ダ1800,良,**,1:55.8,0.0,**,3-3-3-3,37.7-39.9,39.8,497(+3), , ,エンパイアペガサス,350.0
2017/01/03,川崎,晴,11,報知オールスターカッ(OP), ,14,6,10,13.1,5,4,和田譲治,56,ダ2100,良,**,2:18.2,0.2,**,1-1-1-1,30.3-39.0,39.2,494(-1), , ,ケイアイレオーネ,150.0
2016/11/30,大井,晴,11,勝島王冠競走(OP), ,14,8,13,70.1,11,3,和田譲治,58,ダ1800,稍,**,1:55.2,0.4,**,3-3-3-3,38.9-38.2,38.5,495(+1), , ,セイスコーピオン,260.0
2016/10/26,大井,晴,11,マイルグランプリ競走(OP), ,16,8,15,71.7,10,6,楢崎功祐,57,ダ1600,良,**,1:41.1,1.4,**,2-2-1-1,36.5-38.8,40.2,494(+3), , ,セイスコーピオン, 
2016/09/21,大井,雨,11,’16ムーンライトカ(OP), ,15,5,9,10.5,4,2,楢崎功祐,58,ダ1600,不,**,1:41.1,1.2,**,6-6-4-4,37.0-39.0,40.1,491(-1), , ,セイスコーピオン,270.0
2016/08/03,大井,曇,11,サンタアニタトロフィ(OP), ,15,2,2,23.2,9,8,楢崎功祐,58,ダ1600,重,**,1:42.5,1.6,**,4-5-5-5,38.2-38.1,39.3,492(-2), , ,リアライズリンクス, 
2016/06/22,船橋,曇,11,京成盃グランドマイラ(OP), ,14,3,4,20.8,5,6,笹川翼,56,ダ1600,重,**,1:42.2,2.5,**,3-4-7-8,35.9-39.0,40.8,494(-1), , ,レガルスイ, 
2016/05/18,大井,晴,11,大井記念競走(OP), ,14,4,7,10.3,4,11,笹川翼,56,ダ2000,重,**,2:09.9,2.5,**,2-2-1-3,37.7-38.2,40.7,495(-2), , ,ケイアイレオーネ, 
2016/04/05,大井,曇,11,’16ブリリアントカ, ,12,7,9,2.2,2,2,笹川翼,58,ダ2000,重,**,2:09.8,1.7,**,4-4-3-2,37.0-38.3,39.8,497(-1), , ,ケイアイレオーネ,270.0
2016/02/17,船橋,晴,11,報知グランプリC(OP), ,14,3,4,4.5,3,2,笹川翼,56,ダ1800,重,**,1:54.9,0.1,**,1-1-1-1,37.2-39.4,39.5,498(+3), , ,タイムズアロー,350.0
2016/01/03,川崎,晴,11,報知オールスターカッ(OP), ,12,5,5,2.5,1,3,笹川翼,56,ダ2100,良,**,2:18.3,0.2,**,2-3-1-2,30.6-40.5,40.6,495(+1), , ,グルームアイランド,300.0
2015/11/25,大井,雨,11,勝島王冠競走(OP), ,16,2,4,3.9,2,1,笹川翼,57,ダ1800,重,**,1:54.6,-0.5,**,3-2-1-1,38.2-39.0,39.0,494(-3), , ,(ファルコンクロウ),"1,300.0"
2015/11/04,大井,晴,11,マイルグランプリ競走(OP), ,14,5,8,18.5,5,2,笹川翼,57,ダ1600,重,**,1:40.1,0.7,**,3-3-3-2,36.7-38.3,39.0,497(-1), , ,ソルテ,875.0
2015/09/29,大井,曇,11,’15ムーンライトカ(OP), ,11,5,5,3.4,1,1,笹川翼,55,ダ1600,重,**,1:40.6,-0.2,**,1-2-1-1,36.6-39.9,39.9,498(-2), , ,(カネトシイナーシャ),720.0
2015/09/17,大井,雨,11,池月・磨墨賞競走, ,12,2,2,2.9,1,3,笹川翼,57,ダ1600,不,**,1:40.6,0.6,**,1-1-1-1,37.0-38.6,39.2,500(+8), , ,プリンセスバリュー,92.0
2015/07/29,大井,曇,11,サンタアニタトロフィ(OP), ,15,2,3,12.7,5,9,笹川翼,54.5,ダ1600,良,**,1:40.2,1.4,**,6-7-5-5,36.5-38.3,39.5,492(-1), , ,ソルテ, 
2015/07/07,大井,曇,11,’15スターライトカ, ,7,6,6,3.4,3,1,笹川翼,57,ダ1600,不,**,1:40.3,-0.8,**,3-3-3-3,37.9-38.2,38.2,493(0), , ,(ジャルディーノ),550.0
2015/05/20,大井,晴,11,大井記念競走(OP), ,15,3,4,28.0,7,5,笹川翼,54,ダ2000,良,**,2:06.7,1.2,**,2-2-1-1,35.5-38.7,39.9,493(+8), , ,プレティオラス,110.0
2015/04/22,大井,雨,12,週刊ギャロップ新装刊, ,10,3,3,4.6,2,2,笹川翼,57,ダ1600,重,**,1:40.1,0.0,**,4-4-1-1,37.3-38.2,38.2,485(-6), , ,ブリージーストーム,138.0
2015/04/07,大井,曇,11,’15ブリリアントカ(OP), ,13,6,8,28.9,8,2,笹川翼,55,ダ2000,稍,**,2:06.6,0.5,**,3-3-2-1,37.1-39.5,39.7,491(+3), , ,ドラゴンエアル,216.0
2015/03/17,大井,晴,11,隅田川オープン競走(OP), ,10,5,5,24.9,7,2,笹川翼,54,ダ1600,重,**,1:39.7,0.2,**,2-2-2-2,36.7-38.7,38.9,488(-4), , ,ソルテ,162.0
2015/02/26,大井,雨,12,寒梅賞競走, ,14,8,14,6.4,3,6,森泰斗,57,ダ1600,不,**,1:41.8,1.9,**,8-11-8-6,36.5-39.1,40.8,492(+1), , ,アベニンプレジャー, 
2015/02/04,大井,晴,11,金盃競走(OP), ,16,6,11,64.1,10,15,Ｄ．ホラ,54,ダ2600,良,**,2:53.1,4.5,**,6-6-7-8,39.0-38.2,41.9,491(-4), , ,アウトジェネラル, 
2015/01/20,大井,晴,12,ガーネット賞競走, ,14,6,9,28.2,9,3,Ｄ．ホラ,57,ダ2000,良,**,2:07.8,0.4,**,4-4-4-4,35.2-41.4,41.2,495(-2), , ,ジョーラプター,92.0
2014/11/27,大井,晴,11,いたばし二輪草特別競, ,16,4,7,10.6,5,9,楢崎功祐,57,ダ1600,不,**,1:42.2,2.0,**,6-5-7-5,37.3-38.7,40.0,497(+2), , ,アントニオピサ, 
2014/10/23,大井,曇,11,文の京特別競走, ,16,6,12,6.6,4,3,張田京,57,ダ1800,不,**,1:54.8,0.5,**,1-1-1-1,38.7-38.2,38.7,495(-4), , ,トーセンヤッテキタ,92.0
2014/09/18,大井,曇,10,オフトひたちなか賞競, ,8,3,3,5.7,4,3,張田京,57,ダ1600,良,**,1:42.6,0.3,**,3-3-4-4,38.5-37.8,37.8,499(+4), , ,ミラーコロ,92.0
2014/08/15,大井,晴,9,オーガスト賞競走, ,12,4,4,9.1,2,4,張田京,57,ダ2000,重,**,2:07.8,1.2,**,5-5-5-4,37.6-37.2,38.1,495(-1), , ,ユーロビート,55.2
2014/07/08,大井,晴,11,’14スターライトカ, ,14,6,9,14.6,4,5,和田譲治,57,ダ1600,稍,**,1:40.3,1.1,**,4-4-5-5,37.5-37.3,38.1,496(+1), , ,グランディオーソ,44.0
2014/04/22,大井,曇,11,アルクツールス賞競走, ,11,3,3,11.1,5,1,和田譲治,55,ダ1800,稍,**,1:53.3,-0.1,**,2-2-2-2,37.4-39.0,39.0,495(-1), , ,(アクロスジャパン),460.0
2014/04/01,大井,晴,11,’14ブリリアントカ(OP), ,15,7,13,29.7,6,6,和田譲治,53,ダ2000,稍,**,2:07.2,2.5,**,7-7-6-5,36.7-37.5,39.4,496(+2), , ,サミットストーン, 
2014/02/27,大井,雨,12,寒梅賞競走, ,14,4,6,16.0,6,3,和田譲治,55,ダ1600,良,**,1:41.3,0.4,**,6-6-5-4,36.0-39.8,38.9,494(-6), , ,グランディオーソ,92.0
2014/01/21,大井,晴,12,ガーネット賞競走, ,13,4,4,4.1,2,6,和田譲治,55,ダ2000,良,**,2:08.4,1.0,**,2-2-1-1,36.3-39.5,40.5,500(+2), , ,ツクバチャーム, 
2013/11/28,大井,晴,10,オープス磐梯賞競走, ,13,2,2,7.6,4,5,和田譲治,55,ダ1600,重,**,1:41.8,1.7,**,2-2-1-1,36.3-39.6,41.3,498(+9), , ,ビタースウィート,36.8
2013/04/09,大井,晴,9,’13ブリリアントカ(OP), ,16,4,8,8.0,5,2,和田譲治,53,ダ2000,良,**,2:06.9,0.3,**,3-4-5-2,36.6-38.0,38.2,489(-2), , ,フォーティファイド,216.0
2013/02/22,大井,曇,11,春麗賞競走, ,11,4,4,1.8,1,1,和田譲治,57,ダ1800,稍,**,1:54.8,-0.7,**,3-3-3-2,36.9-39.6,39.3,491(0), , ,(ビービーガザリアス),320.0
2013/01/24,大井,晴,12,望春賞競走, ,16,4,7,2.6,2,1,和田譲治,57,ダ1800,重,**,1:56.2,-1.0,**,3-3-3-2,38.4-39.5,39.4,491(-1), , ,(マルタシュンプウ),270.0
2012/12/28,大井,雨,11,LーWING賞競走, ,16,8,16,2.0,1,5,和田譲治,57,ダ1800,稍,**,1:56.4,1.0,**,5-6-5-5,37.8-40.1,39.1,492(-2), , ,ブレットザキング,25.6
2012/11/13,大井,晴,10,夕刊フジ賞競走, ,14,1,1,5.8,2,2,和田譲治,57,ダ1800,不,**,1:55.4,1.0,**,1-2-2-2,36.6-39.6,40.6,494(+5), , ,ツクバチャーム,96.0
2012/09/19,大井,曇,10,アーバンステージ長月, ,13,5,6,3.5,1,1,和田譲治,57,ダ1800,不,**,1:55.4,-0.8,**,4-4-3-2,38.3-39.3,39.3,489(-2), , ,(レオキラメキ),400.0
2012/08/28,大井,晴,12,新涼賞競走, ,13,6,8,4.8,3,1,和田譲治,56,ダ1800,良,**,1:55.4,-0.2,**,2-2-1-1,39.0-39.2,39.2,491(-4), , ,(コスモマハトマ),250.0
2012/08/02,大井,晴,10,アンタレス賞競走, ,14,2,2,7.0,4,4,和田譲治,56,ダ1600,良,**,1:42.7,0.2,**,5-4-7-7,38.8-39.0,38.8,495(-10), , ,ヤマノテンジン,30.0
2012/07/09,大井,晴,10,デネブ賞競走, ,12,4,4,9.5,4,9,和田譲治,56,ダ1800,重,**,1:55.9,2.1,**,1-1-1-3,38.1-37.8,39.9,505(+17), , ,ヤマノテンジン, 
2012/05/22,大井,雨,10,フォーチュネイトライ, ,11,8,11,4.6,2,1,和田譲治,56,ダ1800,不,**,1:55.6,-0.2,**,2-2-2-2,38.4-39.1,39.0,488(+1), , ,(ディアスピリトゥス),250.0
2012/05/11,大井,曇,1,3歳, ,8,2,2,2.9,1,1,和田譲治,56,ダ1600,不,**,1:41.8,-0.1,**,1-1-1-1,37.9-39.1,39.1,487(-1), , ,(カプレーゼ),140.0
2012/04/20,大井,曇,10,マーガレット特別競走, ,12,6,7,13.2,7,7,和田譲治,56,ダ1400,良,**,1:27.9,0.9,**,8-9-10,36.3-38.7,38.8,488(+1), , ,スウェプトアロー, 
2012/03/30,大井,曇,4,3歳, ,11,7,9,4.3,4,2,和田譲治,56,ダ1600,良,**,1:42.7,0.2,**,3-3-3-3,37.4-39.6,39.8,487(-1), , ,ミラクルスター,49.0
2012/03/05,大井,雨,10,君子蘭特別競走, ,16,2,3,35.9,10,12,和田譲治,56,ダ1800,不,**,1:57.0,2.5,**,2-2-3-7,37.2-39.9,42.3,488(-3), , ,アートオブアース, 
2012/02/15,大井,曇,3,3歳, ,14,8,15,5.3,3,1,和田譲治,56,ダ1600,稍,**,1:44.5,0.0,**,8-8-5-3,37.2-41.5,41.3,491(-4), , ,(ドラゴンボーヤ),140.0
2012/01/16,大井,曇,2,3歳　未出走(未出走), ,9,3,3,8.9,4,1,和田譲治,56,ダ1400,良,**,1:30.6,0.0,**,3-4-4,38.2-39.1,38.9,495(0), , ,(シリウスサンデー),160.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/25,大井,晴,12,初夢賞競走, ,15,6,12,13.2,6,9,本田正重,56,ダ1400,重,**,1:29.1,1.3,**,11-11-12,35.9-39.6,38.6,508(0), , ,ブルージェット, 
2017/12/30,大井,晴,11,アデュー2017賞競, ,16,5,9,9.8,3,2,本田正重,56,ダ1200,良,**,1:14.0,0.0,**,8-7,35.6-38.4,37.3,508(-6), , ,ロイヤルキング,128.0
2017/11/28,大井,曇,10,ミラ賞競走, ,15,2,4,6.2,2,5,本田正重,56,ダ1200,稍,**,1:14.2,0.3,**,10-10,35.1-38.8,37.7,514(+7), , ,コンサートドーレ,16.0
