日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2016/11/27,5京都8,雨,6,3歳上500万下,,16,8,15,3.9,1,5,和田竜二,57,ダ1800,不,**,1:51.8,0.1,**,9-9-9-9,36.2-39.0,37.8,500(0),, ,キングラディウス,75.0
2016/10/15,4京都4,晴,6,3歳上500万下,,12,4,4,5.6,3,2,和田竜二,57,ダ1800,良,**,1:52.2,0.5,**,6-6-5-5,36.6-38.3,38.2,500(+6),, ,テイエムテツジン,300.0
2016/09/18,4阪神4,小雨,8,3歳上500万下,,16,5,9,7.5,4,7,和田竜二,57,ダ1800,不,**,1:56.0,1.5,**,7-8-7-5,37.5-39.3,39.8,494(-4),, ,キタサンコンサート, 
2016/05/15,3京都8,晴,7,4歳上500万下,,13,4,5,3.2,1,2,和田竜二,57,ダ1800,良,**,1:53.2,0.0,**,5-4-5-4,36.5-38.5,38.1,498(+2),, ,キングサムソン,300.0
2016/04/24,3京都2,晴,8,4歳上500万下,,14,3,4,6.2,3,7,和田竜二,57,ダ1800,良,**,1:53.0,0.2,**,4-4-3-3,35.6-38.8,38.7,496(-17),,,ダンツホーネット, 
2015/12/31,園田,晴,6,C2一, ,10,6,6,1.0,1,1,木村健,57,ダ1400,稍,**,1:30.9,-0.4,**,4-4-2-1, ,39.5,513(+8), , ,(サクラプリズム),25.0
2015/12/09,園田,晴,4,C2三, ,10,6,6,1.3,1,1,木村健,56,ダ1400,良,**,1:30.9,-1.7,**,1-1-1-1, ,39.0,505(-1), , ,(デンコウシュク),25.0
2015/10/17,3新潟1,晴,8,3歳上500万下,,16,2,4,3.5,2,7,平野優,55,芝2000,良,**,2:00.4,0.9,**,1-1,36.0-35.7,36.6,506(-6),, ,ビップレボルシオン, 
2015/09/19,4中山3,晴,7,3歳未勝利,,17,3,6,3.5,1,3,戸崎圭太,56,芝2000,良,**,2:01.0,0.2,**,5-5-5-5,35.7-36.3,36.1,512(-2),, ,コンチャフラメンカ,100.0
2015/09/06,2新潟12,雨,7,3歳未勝利,,18,7,13,1.6,1,4,戸崎圭太,56,芝2000,良,**,2:02.4,0.4,**,6-6-6-5,36.4-35.6,35.5,514(+18),,,クラウンジーニアス,69.0
