ホイアン,晴,22.9,8,宮崎光行,54,ダ1000,稍,426(0),0
ホイストポイント,曇,3.9,2,真島大輔,56,ダ1600,重,489(-4),0
ホイストポイント,曇,8.6,5,楢崎功祐,56,ダ1600,良,493(+7),0
ホイストポイント,晴,4.8,3,真島大輔,56,ダ1600,良,486(-2),1
ホイストポイント,曇,4.0,2,真島大輔,56,ダ1600,重,488(+3),0
ホイストポイント,曇,3.4,1,真島大輔,56,ダ1600,良,485(+1),1
ホイストポイント,晴,2.8,1,真島大輔,56,ダ1400,良,484(0),1
ホイストポイント,晴,5.5,3,楢崎功祐,56,ダ1400,不,484(0),0
ホイストポイント,晴,8.7,3,真島大輔,56,ダ1400,良,484(0),0
ホイストポイント,曇,5.5,3,森泰斗,56,ダ1200,稍,484(+1),0
ホイストポイント,晴,6.6,5,真島大輔,56,ダ1200,良,483(0),0
ホイストポイント,晴,1.1,1,真島正徳,56,ダ1400,良,483(+2),1
ホイストポイント,晴,2.1,2,真島正徳,56,ダ1400,良,481(0),1
ホイストポイント,晴,2.6,2,真島正徳,56,ダ1400,良,481(+8),1
ホイストポイント,曇,1.1,1,真島正徳,56,ダ1300,不,473(-8),1
ホイストポイント,曇,2.0,1,真島正徳,56,ダ1300,不,481(-1),1
ホイストポイント,曇,1.0,1,真島正徳,56,ダ1300,良,482(+2),1
ホイストポイント,雨,1.6,1,真島大輔,56,ダ1300,不,480(+14),1
ホイストポイント,晴,208.6,16,原田和真,53,芝2600,良,466(-4),0
ホイストポイント,晴,471.1,14,田中博康,56,ダ1800,良,470(-2),0
ホイストポイント,曇,587.6,16,井上敏樹,53,芝1800,良,472(+18),0
ホイストポイント,晴,407.2,16,木幡初也,51,芝2000,良,454(+4),0
ホイストポイント,晴,290.5,16,石川裕紀,51,芝1600,良,450(0),0
ポイズンピル,晴,181.6,13,嶋田純次,56,ダ1200,良,448(+6),0
ポイズンピル,曇,269.4,14,野中悠太,52,ダ1600,良,442(+12),0
ポイズンピル,曇,30.3,7,藤田菜七,51,ダ1200,重,430(-4),0
ポイズンピル,晴,95.6,12,藤田菜七,51,ダ1200,稍,434(0),0
ポイズンピル,晴,71.0,9,藤田菜七,51,芝1400,良,434(-8),0
ポイズンピル,晴,54.5,8,藤田菜七,51,芝1600,良,442(0),0
ボイセンベリー,雨,29.3,8,遠藤健太,54,ダ1200,重,475(-10),0
ボイセンベリー,晴,200.7,12,遠藤健太,54,ダ1200,稍,485(0),0
ポインテッドラン,晴,5.9,2,左海誠二,55,ダ1500,稍,486(+15),0
ポインテッドラン,晴,7.8,4,保園翔也,55,ダ1500,良,471(-1),1
ポインテッドラン,曇,9.8,4,左海誠二,54,ダ1500,稍,472(0),1
ポインテッドラン,曇,14.9,7,左海誠二,54,ダ1400,重,472(-9),0
ポインテッドラン,晴,10.0,3,左海誠二,54,ダ1500,良,481(+10),0
ポインテッドラン,曇,10.3,3,保園翔也,54,ダ1500,稍,471(-7),1
ポインテッドラン,晴,4.1,1,森泰斗,55,ダ1500,稍,478(+14),1
ポインテッドラン,晴,10.9,5,矢野貴之,53,ダ1600,良,464(+3),0
ポインテッドラン,曇,1.7,1,山口達弥,55,ダ1400,重,461(0),0
ポインテッドラン,晴,2.9,2,山口達弥,51,ダ1500,稍,461(-9),1
ポインテッドラン,晴,4.1,2,張田昂,54,ダ1500,良,470(+6),1
ポインテッドラン,雨,7.7,4,左海誠二,54,ダ1500,重,464(-7),1
ポインテッドラン,晴,6.3,4,左海誠二,54,ダ1600,良,471(+9),0
