

ウォーターリバース,ウォーターリーグ(USA),ウォーターアリエル
ウォーターループ,ウォーターリーグ(USA),ウォーターグリーン
ウォーターレスター,ハーツクライ,グラールホーリー
ウォーターレラ,ハードスパン(USA),フォーノーワン
ヴォーチェ,カリズマティック(USA),グッドファッション
ヴォーチェドーロ,ステイゴールド,ムーンハウリング
ヴォーティブ,トーセンホマレボシ,グレイスファミリー
ウォーブル,トーセンホマレボシ,トリリウム
ウォーホーク,サイレントディール,スーパーシンガー
ヴォール,ローズキングダム,ポートドラルーン
ウサギノカケアシ,アサクサデンエン(GB),ベガフライト
ウサギノダンス,スクリーンヒーロー,ミラクルムーン
ウサギノパンチ,フレンチデピュティ(USA),アーバンライナー
ウスゲショウ,ダンスインザダーク,スーパーブランド２(SAF)
ウスベニノキミ,エイシンフラッシュ,ソリッドプラチナム
ウズメヒメ,フリオーソ,カネトシフィオーレ
ヴゼットジョリー,ローエングリン,フレンチビキニ
ウチデノコヅチ,ディープスカイ,シーキングドーラ(USA)
ウッチャリ,ブラックタキシード,ランニングタッチ
ウッチーイモン,シンボリクリスエス(USA),ケージーホマレ
ウッディタイガー,ローレルゲレイロ,ウディバードソング(USA)
ウッティンオーロ,キングヘイロー,ナイススマイルワン
ウッドカービング,パイロ(USA),スターゲイジング
ウッドランズ,フリオーソ,アイキャン
ウップスアデイジイ,ファルブラヴ(IRE),スコールイ(USA)
ウナノダモーレ,ヴァーミリアン,セレブレイト
ウニヴェルソ,ネオユニヴァース,サバナパディーダ(IRE)
ウノピアットブリオ,カジノドライヴ(USA),ジェイドアイランド(USA)
ウバトーバン,プリサイスエンド(USA),シルキーフレンド
ウマインボルト,タイキシャトル(USA),マイカ
ウマコ,スマートファルコン,コウエイベスト
ウマノジョー,ウイングアロー,トランスパランス
ウマミン,コンデュイット(IRE),タニノホロホロ
ウマヤノニウシ,ストリートセンス(USA),キストゥクラウン
ウミカゼ,アポロキングダム(USA),ヒシトパーズ
ウムブルフ,ディープインパクト,ウミラージ(GB)
ウムラオフ,ステイゴールド,ウミラージ(GB)
ウメタロウ,プリサイスエンド(USA),ヴァップ
ウメマツサクラ,ゴールドヘイロー,マルタカウィーラ
ヴュルガー,エイシンサンディ,フェアリーメーカー
ウラガーノ,キンシャサノキセキ(AUS),イリデ(USA)
ウラドラブルース,ハービンジャー(GB),サイキョウロマン
ウラヌスチャーム,ルーラーシップ,アメジストリング
ウラルハーモニー,シベリアンホーク(USA),トーホークイーン
ウリボー(USA),Midshipman(USA),Honorable Peace(USA)
ウリャオイ,メイショウサムソン,マルタカチェリー(USA)
ヴリルスター,ヴリル(AUS),ミナミノバレッツ(USA)
ウルティムホーマ,キングヘイロー,カミノミライ
ウルトラカイザー,レギュラーメンバー,ローレルワルツ
ウルトラショット,スウェプトオーヴァーボード(USA),ウルトラエナジー
ウルトラセーラ,タニノギムレット,カインドオブブルー
ウルトラチューン,トワイニング(USA),スペシャルリボン
ウルトラバローズ,ディープインパクト,ヒドゥンダンス(USA)
ウルフオブウォー,ヒルノダムール,ネバーグレイス
ウルフマンジャック,ノボジャック(USA),カイガイポリスワン(USA)
ウルラーレ,ハーツクライ,ウミラージ(GB)
ウルワシオトメ,タイムパラドックス,ウェディングドレス
ヴレ,ハーツクライ,ストライキングヴェイル(USA)
ウワサノオンナ,ナカヤマフェスタ,カネショウフェアー
ウワサノマリー,カネヒキリ,シニョリーナベラ(USA)
ヴーディーズピアス,ヨハネスブルグ(USA),ヴードゥーレディ(USA)
ヴードゥーフェスト(USA),Big Brown(USA),ヴードゥーレディ(USA)
ウーマッハ,ロードアルティマ(USA),ダラス
ウーマンレジェンド,ヴァーミリアン,ドラゴンフラワー
