日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/05/17,門別,晴,4,JRA認定フレッシュ(新馬), ,8,8,8,22.9,8,8,宮崎光行,54,ダ1000,稍,**,1:06.4,5.1,**,8-8, ,40.0,426(0), , ,クルセイズスピリツ, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/08/11,大井,曇,9,野馬追賞競走, ,10,7,8,3.9,2,10,真島大輔,56,ダ1600,重,**,1:55.9,10.7,**,4-4-1-1,38.8-41.4,52.1,489(-4), , ,カイジンキングオー, 
2017/07/27,大井,曇,10,文月特別競走, ,14,4,6,8.6,5,7,楢崎功祐,56,ダ1600,良,**,1:45.9,1.6,**,5-5-7-7,36.7-41.7,42.3,493(+7), , ,ルクナバード, 
2017/07/14,大井,晴,8,C2七　八, ,13,3,3,4.8,3,1,真島大輔,56,ダ1600,良,**,1:43.3,0.0,**,1-1-1-1,38.2-39.8,39.8,486(-2), , ,(マルカンファイヤー),110.0
2017/06/28,大井,曇,7,C2三　四, ,12,6,9,4.0,2,10,真島大輔,56,ダ1600,重,**,1:47.6,3.1,**,5-5-8-9,37.4-41.7,44.0,488(+3), , ,ホッコーフジヤマ, 
2017/05/25,大井,曇,8,C2九　十, ,13,6,8,3.4,1,1,真島大輔,56,ダ1600,良,**,1:44.6,-0.4,**,1-1-1-1,39.4-40.5,40.5,485(+1), , ,(ウォルフラム),110.0
2017/05/02,大井,晴,2,C313　14, ,13,8,13,2.8,1,1,真島大輔,56,ダ1400,良,**,1:29.8,-0.3,**,2-2-2,38.1-39.2,39.1,484(0), , ,(オータムエンジェル),80.0
2017/04/18,大井,晴,2,C3七　八, ,13,4,5,5.5,3,4,楢崎功祐,56,ダ1400,不,**,1:32.2,0.6,**,3-4-2,37.3-41.3,41.3,484(0), , ,ブラボーマンブル,12.0
2017/03/20,大井,晴,2,C3九, ,14,3,4,8.7,3,4,真島大輔,56,ダ1400,良,**,1:31.0,0.7,**,5-5-4,37.2-40.6,40.5,484(0), , ,モアナスター,12.0
2017/03/06,大井,曇,2,C3九　十, ,14,8,13,5.5,3,11,森泰斗,56,ダ1200,稍,**,1:16.8,1.1,**,8-9,36.5-39.2,39.5,484(+1), , ,ホクソウラン, 
2017/02/13,大井,晴,1,C3九　十, ,14,5,8,6.6,5,12,真島大輔,56,ダ1200,良,**,1:17.6,2.4,**,13-14,36.8-38.4,39.3,483(0), , ,オーロシスネ, 
2016/08/27,佐賀,晴,11,3歳ー2組, ,8,7,7,1.1,1,1,真島正徳,56,ダ1400,良,**,1:32.1,-0.4,**,2-2-2-2, ,40.5,483(+2), , ,(カシノマイセルフ),23.0
2016/08/14,佐賀,晴,7,3歳ー3組, ,9,8,9,2.1,2,1,真島正徳,56,ダ1400,良,**,1:31.3,-0.7,**,1-1-1-1, ,39.5,481(0), , ,(タガノビリオネア),21.0
2016/07/31,佐賀,晴,8,3歳ー3組, ,9,6,6,2.6,2,1,真島正徳,56,ダ1400,良,**,1:29.9,-0.1,**,2-2-2-2, ,39.1,481(+8), , ,(コスモアモル),21.0
2016/07/10,佐賀,曇,4,3歳ー6組, ,7,3,3,1.1,1,1,真島正徳,56,ダ1300,不,**,1:23.1,-0.1,**,1-1-1-1, ,38.9,473(-8), , ,(イチザアイバー),15.0
2016/06/26,佐賀,曇,4,3歳ー5組, ,9,6,6,2.0,1,3,真島正徳,56,ダ1300,不,**,1:22.0,0.2,**,2-2-2-2, ,37.8,481(-1), , ,シゲルノコギリダイ,1.4
2016/06/11,佐賀,曇,3,3歳ー8組, ,8,3,3,1.0,1,1,真島正徳,56,ダ1300,良,**,1:23.7,-0.5,**,1-1-1-1, ,38.8,482(+2), , ,(ソプラノムーン),15.0
2016/05/29,佐賀,雨,1,3歳ー10組, ,8,1,1,1.6,1,1,真島大輔,56,ダ1300,不,**,1:23.4,-1.2,**,1-1-1-1, ,38.5,480(+14), , ,(カシノマザー),15.0
2016/04/24,1福島6,晴,5,3歳未勝利,,16,6,12,208.6,16,9,原田和真,53,芝2600,良,**,2:42.8,2.3,**,10-10-13-14,36.5-36.9,38.2,466(-4),, ,ウインブルースカイ, 
2016/03/26,2中京5,晴,2,3歳未勝利,,15,6,11,471.1,14,11,田中博康,56,ダ1800,良,**,1:59.4,2.3,**,13-12-12-10,38.9-39.7,39.8,470(-2),,,ノーブルポセイドン, 
2016/03/06,2中山4,曇,5,3歳未勝利,,16,6,12,587.6,16,14,井上敏樹,53,芝1800,良,**,1:52.8,2.7,**,9-9-15-15,36.5-35.0,36.7,472(+18),, ,ムーンクエイク, 
2015/09/05,2新潟11,晴,2,2歳未勝利,,16,8,16,407.2,16,16,木幡初也,51,芝2000,良,**,2:10.4,7.2,**,16-16-16-16,36.3-35.0,38.8,454(+4),, ,ユウチェンジ, 
2015/08/02,2新潟2,晴,5,2歳新馬,,16,7,13,290.5,16,15,石川裕紀,51,芝1600,良,**,1:40.8,4.9,**,14-14,37.1-33.5,36.5,450(0),,,ルグランフリソン, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/13,1中山4,晴,1,3歳未勝利,,16,1,1,181.6,13,15,嶋田純次,56,ダ1200,良,**,1:16.9,3.7,**,16-16,34.4-38.8,39.3,448(+6),,,ノボベイビー, 
2017/11/18,5東京5,曇,2,2歳未勝利,,16,3,6,269.4,14,14,野中悠太,52,ダ1600,良,**,1:43.5,5.6,**,12-12,35.1-37.7,41.2,442(+12),, ,ショーム, 
2017/09/24,4中山7,曇,1,2歳未勝利,,16,8,16,30.3,7,11,藤田菜七,51,ダ1200,重,**,1:14.2,0.9,**,10-8,34.6-38.7,38.8,430(-4),, ,クラウンエンジニア, 
2017/09/09,4中山1,晴,1,2歳未勝利,,16,2,4,95.6,12,5,藤田菜七,51,ダ1200,稍,**,1:14.4,0.8,**,9-7,34.6-39.0,39.0,434(0),, ,クワトロダッシュ,50.0
2017/08/20,2新潟8,晴,1,2歳未勝利,,15,8,15,71.0,9,14,藤田菜七,51,芝1400,良,**,1:25.1,2.0,**,10-10,34.7-36.3,37.4,434(-8),, ,アトレヴィード, 
2017/07/30,2新潟2,晴,5,2歳新馬,,9,8,8,54.5,8,9,藤田菜七,51,芝1600,良,**,1:39.6,3.5,**,2-2,36.5-34.8,38.3,442(0),, ,オーデットエール, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/22,大井,雨,2,3歳　30万, ,14,3,3,29.3,8,5,遠藤健太,54,ダ1200,重,**,1:19.0,2.3,**,8-7,37.0-39.7,41.0,475(-10), , ,レインボーシャーク,15.0
2017/12/25,大井,晴,2,2歳　新馬(新馬), ,12,5,5,200.7,12,8,遠藤健太,54,ダ1200,稍,**,1:18.1,2.3,**,7-7,35.5-40.3,40.6,485(0), , ,メモリーメンヒル, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/29,川崎,晴,11,「ご縁の国しまね」特, ,12,1,1,5.9,2,9,左海誠二,55,ダ1500,稍,**,1:38.3,2.0,**,1-1-1-2,29.1-40.9,42.9,486(+15), , ,ジーケーワン, 
2017/08/25,川崎,晴,9,第70回秦野たばこ祭, ,13,2,2,7.8,4,2,保園翔也,55,ダ1500,良,**,1:35.1,0.1,**,1-1-1-1,29.2-40.7,40.8,471(-1), , ,パイロスター,91.0
2017/08/04,川崎,曇,10,三浦すいか特別, ,12,7,9,9.8,4,3,左海誠二,54,ダ1500,稍,**,1:37.4,0.3,**,1-1-1-2,30.3-40.2,40.5,472(0), , ,ドリームキング,52.0
2017/06/27,大井,曇,9,門別グランシャリオ賞, ,11,3,3,14.9,7,11,左海誠二,54,ダ1400,重,**,1:33.8,6.1,**,1-3-5,35.8-39.3,45.0,472(-9), , ,ターフデザイナー, 
2017/06/16,川崎,晴,11,湘南発祥の地大磯町特, ,14,3,3,10.0,3,14,左海誠二,54,ダ1500,良,**,1:38.5,4.0,**,1-1-7-7,28.9-39.0,42.6,481(+10), , ,デルマハンニャ, 
2017/04/03,川崎,曇,10,ワールド女子プロレス, ,14,5,7,10.3,3,1,保園翔也,54,ダ1500,稍,**,1:38.3,-0.1,**,1-1-1-1,30.8-41.0,41.0,471(-7), , ,(ツルマルキングオー),260.0
2017/03/29,浦和,晴,12,桜草特別, ,12,1,1,4.1,1,2,森泰斗,55,ダ1500,稍,**,1:38.2,0.4,**,1-1-1-1,32.2-39.8,40.2,478(+14), , ,ファインライナー,72.0
2016/10/07,川崎,晴,10,第31回津久井やまび, ,10,2,2,10.9,5,10,矢野貴之,53,ダ1600,良,**,1:46.1,4.5,**,2-2-4-7,35.4-40.4,44.6,464(+3), , ,オーラゼウス, 
2016/09/16,浦和,曇,11,菊月特別, ,11,5,5,1.7,1,7,山口達弥,55,ダ1400,重,**,1:30.6,2.1,**,1-2-2-4,36.7-38.6,40.7,461(0), , ,ブレーヴマン, 
2016/08/25,浦和,晴,11,トワイライトC, ,8,7,7,2.9,2,1,山口達弥,51,ダ1500,稍,**,1:35.5,0.0,**,1-1-1-1,31.6-38.3,38.3,461(-9), , ,(ビーインラプチャー),500.0
2016/08/12,浦和,晴,12,狭山湖特別, ,12,7,10,4.1,2,1,張田昂,54,ダ1500,良,**,1:35.6,-1.0,**,1-1-1-1,31.3-37.7,37.7,470(+6), , ,(ロードステルス),180.0
2016/06/16,川崎,雨,12,白百合特別, ,13,7,10,7.7,4,1,左海誠二,54,ダ1500,重,**,1:36.6,-0.2,**,1-1-1-1,30.7-39.7,39.7,464(-7), , ,(ニシノマリーナ),200.0
2016/06/01,浦和,晴,10,夏椿特別, ,11,7,9,6.3,4,10,左海誠二,54,ダ1600,良,**,1:45.7,3.4,**,2-2-4-6,37.2-39.4,42.3,471(+9), , ,シフレディ, 
2016/02/03,浦和,晴,10,節分特別, ,11,3,3,1.9,1,2,左海誠二,54,ダ1600,稍,**,1:43.9,0.3,**,2-2-2-2,37.3-40.3,40.4,462(+1), , ,ゾッコンガール,54.0
2016/01/08,浦和,晴,12,福寿草特別, ,12,7,9,3.1,1,2,左海誠二,54,ダ1400,良,**,1:29.8,0.0,**,2-2-2-1,37.4-39.0,38.9,461(-3), , ,ハセハイダウェイ,54.0
2015/12/18,浦和,晴,10,万両特別, ,11,8,10,4.6,2,1,左海誠二,53,ダ1500,良,**,1:36.4,-0.1,**,1-1-1-1,31.6-38.7,38.7,464(-2), , ,(コスモパープル),180.0
2015/12/01,浦和,晴,9,向寒特別, ,12,7,10,3.4,1,2,橋本直哉,54,ダ1500,良,**,1:37.0,0.3,**,2-2-1-1,31.1-39.4,39.7,466(-2), , ,ギンザセレクト,48.0
2015/10/26,浦和,晴,9,鴻巣市観光協会賞, ,12,5,5,1.4,1,7,左海誠二,54,ダ1500,良,**,1:36.7,2.4,**,1-1-2-2,30.6-38.1,40.5,468(+6), , ,ナガラキコウシ, 
2015/09/30,大井,晴,6,3歳　265万, ,14,4,5,1.5,1,1,左海誠二,54,ダ1400,稍,**,1:28.3,-1.0,**,1-1-1,37.1-38.5,38.5,462(-2), , ,(ウインベーネ),120.0
2015/09/24,浦和,曇,4,3歳六, ,12,7,10,1.4,1,2,吉留孝司,54,ダ1400,良,**,1:30.2,0.1,**,2-2-1-1,36.8-40.5,40.6,464(-4), , ,レオウィッチ,30.0
2015/09/02,浦和,晴,4,3歳五, ,12,7,10,6.8,3,1,岡部誠,54,ダ1400,不,**,1:29.7,-2.3,**,2-2-2-1,36.7-40.2,40.1,468(+14), , ,(スクリーンショット),100.0
