日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/07,笠松,晴,8,雪割草賞, ,8,8,8,3.8,3,2,富田暁,51,ダ1400,良,**,1:29.4,0.1,**,2-2-1, ,39.8,434(-10), , ,ブースター,9.8
2017/11/19,5京都6,晴,4,2歳未勝利,,17,3,6,18.8,6,8,国分恭介,54,芝1200,重,**,1:11.9,1.1,**,5-6,35.4-35.4,36.0,444(-2),, ,ヤマニンルネッタ, 
2017/10/21,4京都6,雨,4,2歳新馬,,18,4,8,150.6,15,7,国分恭介,54,芝1400,稍,**,1:25.4,1.1,**,1-1,36.3-35.8,36.9,446(0),, ,ナディア, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/17,高知,晴,11,愛媛県いしづち特別, ,9,7,7,1.6,1,1,永森大智,54,ダ1300,稍,**,1:26.2,-0.2,**,1-1-1-1, ,39.9,449(0), , ,(ビービーボヌール),50.0
2017/12/10,高知,雨,5,国沢洋平痛風特別, ,12,8,12,1.6,1,2,永森大智,54,ダ1400,重,**,1:33.0,0.7,**,1-1-1-2, ,40.4,449(-2), , ,ナムライチバンボシ,10.0
2017/11/25,高知,曇,11,小雪特別, ,12,1,1,1.9,1,1,永森大智,54,ダ1300,重,**,1:24.2,0.0,**,1-1-1-1, ,40.4,451(-4), , ,(コスモマツカゼ),40.0
2017/11/11,高知,晴,1,四万十地栗特別, ,11,8,12,1.0,1,1,永森大智,54,ダ1400,重,**,1:33.6,-1.2,**,2-2-1-1, ,41.3,455(+7), , ,(コスモマツカゼ),30.0
2017/10/29,高知,晴,7,コスモス特別, ,10,1,1,1.3,1,2,永森大智,54,ダ1300,不,**,1:22.7,0.3,**,1-1-1-1, ,39.7,448(-3), , ,キシュウマイウェイ,7.5
2017/10/15,高知,雨,10,キンモクセイ特別, ,11,4,4,1.6,1,1,永森大智,54,ダ1400,不,**,1:29.5,-1.5,**,1-1-1-1, ,38.9,451(-5), , ,(ビービーボイジャー),30.0
2017/10/08,高知,晴,12,ファイナルレース, ,10,1,1,1.4,1,1,永森大智,54,ダ1300,不,**,1:24.2,-0.8,**,4-4-2-1, ,39.2,456(+14), , ,(ドゥフトライネン),20.0
2017/08/13,2小倉6,晴,3,3歳未勝利,,18,2,3,3.1,1,7,武豊,54,芝1200,良,**,1:09.1,0.4,**,6-5,33.0-35.7,35.5,442(+2),, ,キョウエイレガシー, 
2017/08/05,2小倉3,晴,7,3歳未勝利,,18,7,15,11.8,5,4,和田竜二,54,芝1200,良,**,1:08.3,0.1,**,2-2,33.0-35.2,35.2,440(+4),, ,ホープフルスター,75.0
2017/06/25,3阪神8,雨,4,3歳未勝利,,18,5,10,28.8,9,6,和田竜二,54,芝1600,稍,**,1:37.4,0.5,**,7-5,36.4-34.3,34.4,436(-10),, ,チトニア, 
2017/04/29,3京都3,晴,3,3歳未勝利,,12,4,4,4.6,2,7,松若風馬,54,芝1800,良,**,1:49.2,1.3,**,1-1,35.4-35.3,36.6,446(-4),, ,ユイフィーユ, 
2017/04/01,2阪神3,曇,3,3歳未勝利,,18,4,8,42.6,7,4,松若風馬,54,芝1800,稍,**,1:48.6,0.6,**,16-17,35.0-35.5,34.9,450(0),,,ブラックスビーチ,75.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
