日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/17,船橋,雨,11,船橋記念(OP), ,10,7,8,2.5,2,10,吉原寛人,55,ダ1000,良,**,1:01.7,2.3,**,3-3,34.1-36.7,38.9,497(+10), , ,アピア, 
2017/11/03,大井,晴,8,JBCスプリント競走(G1), ,16,2,4,118.4,10,8,赤岡修次,55,ダ1200,重,**,1:12.0,0.6,**,8-6,34.6-36.8,37.0,487(-4), , ,ニシケンモノノフ, 
2017/10/04,大井,曇,11,東京盃競走(G2), ,16,6,11,19.7,9,8,本田正重,54,ダ1200,良,**,1:13.1,1.0,**,5-6,35.2-36.9,37.7,491(+3), , ,キタサンミカヅキ, 
2017/08/30,大井,曇,11,アフター5スター賞競(OP), ,15,4,7,1.9,1,5,本田正重,56,ダ1200,良,**,1:12.5,0.9,**,2-2,34.5-37.1,37.8,488(+2), , ,キタサンミカヅキ,65.0
2017/07/25,船橋,曇,11,習志野きらっとスプリ(OP), ,14,6,10,4.0,3,1,本田正重,54,ダ1000,良,**,0:59.0,-1.3,**,1-1,34.6-36.0,36.0,486(-4), , ,(タイセイバンデット),"1,200.0"
2017/06/06,大井,曇,11,東京スポーツ賞競走, ,14,8,13,2.5,1,1,今野忠成,55,ダ1400,重,**,1:26.5,-1.0,**,2-2-2,35.9-38.5,38.5,490(-2), , ,(アクティフ),510.0
2017/05/03,船橋,晴,11,閃光スプリント, ,12,8,12,3.6,2,1,本田正重,53,ダ1200,良,**,1:13.2,-1.0,**,3-2-2,35.3-37.9,37.4,492(+6), , ,(モリデンルンバ),350.0
2016/11/02,川崎,曇,11,ロジータ記念【地方交(OP), ,14,5,8,14.4,5,6,本田正重,54,ダ2100,重,**,2:21.5,1.1,**,2-2-2-2,30.9-40.8,41.4,486(-2), , ,ミスミランダー, 
2016/10/06,川崎,晴,10,清川村宮ヶ瀬クリスマ, ,13,3,4,18.7,4,3,本田正重,53,ダ1500,良,**,1:34.8,1.2,**,5-5-3-2,28.9-39.8,40.2,488(+15), , ,トーセンセラヴィ,80.0
2016/06/08,大井,晴,11,東京ダービー競走(OP), ,15,7,14,27.6,8,12,戸崎圭太,54,ダ2000,良,**,2:11.4,4.5,**,5-4-4-3,34.6-38.8,43.1,473(-5), , ,バルダッサーレ, 
