日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/03,5阪神2,晴,1,2歳未勝利,,12,8,11,14.2,4,5,国分優作,54,ダ1800,良,**,1:56.4,0.4,**,3-5-3-3,37.9-38.2,38.3,438(0),, ,マリアスパン,50.0
2017/11/19,5京都6,晴,2,2歳未勝利,,16,1,2,69.0,11,5,国分優作,54,ダ1800,重,**,1:54.7,0.8,**,6-4-5-4,36.5-38.8,39.0,438(+2),,,トキノオー,25.0
2017/11/05,5京都2,晴,2,2歳未勝利,,15,2,2,393.0,13,8,国分優作,54,芝1600,良,**,1:36.7,1.6,**,9-10,35.1-35.1,35.4,436(0),, ,シグナライズ, 
2017/10/21,4京都6,雨,4,2歳新馬,,18,3,6,19.8,7,13,国分優作,54,芝1400,稍,**,1:25.9,1.6,**,9-10,36.3-35.8,36.5,436(0),,,ナディア, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/21,1中山7,晴,10,頌春賞(1000万下),,15,5,9,328.1,15,11,杉原誠人,57,ダ1200,稍,**,1:12.4,1.5,**,10-9,33.4-37.5,37.9,502(0),, ,マテラスカイ, 
2017/12/16,5中山5,晴,8,3歳上1000万下,,16,1,1,300.2,16,9,松岡正海,57,ダ1200,良,**,1:11.9,1.1,**,9-9,33.8-37.0,37.2,502(+16),,,レレマーマ, 
2017/10/01,4中山9,晴,10,勝浦特別(1000万下),,16,4,8,138.7,15,16,松岡正海,54,芝1200,良,**,1:09.0,1.2,**,11-12,33.4-34.4,34.9,486(+6),,,クラウンアイリス, 
2017/08/05,1札幌3,晴,12,HBC賞(1000万下),,15,6,10,104.2,15,13,古川吉洋,57,芝1200,良,**,1:09.1,0.8,**,9-8,34.2-34.1,34.3,480(-10),, ,ライトフェアリー, 
2017/07/08,2函館1,晴,12,噴火湾特別(1000万下),,11,4,4,44.7,8,8,松岡正海,57,ダ1000,良,**,0:59.3,1.5,**,9-7,34.1-35.1,35.4,490(+4),, ,プレシャスエース, 
