日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/02,5阪神1,晴,4,2歳未勝利,,13,4,5,2.0,1,1,ルメール,55,芝1600,良,**,1:34.2,-0.7,**,3-3,35.1-34.0,33.8,464(-2),, ,(ロードダヴィンチ),500.0
2017/11/05,5京都2,晴,6,2歳新馬,,14,7,11,2.4,1,2,ルメール,55,芝1400,良,**,1:22.5,0.3,**,5-5,35.4-34.9,34.8,466(0),,,サウンドキアラ,280.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/10,5中山4,晴,10,美浦S(1600万下),,11,7,9,4.4,3,2,田辺裕信,56,芝1800,良,**,1:47.2,0.1,**,2-3-3-2,36.5-36.7,35.1,494(-10),, ,テオドール,737.0
2017/10/28,4京都8,雨,10,八坂S(1600万下),,8,4,4,15.6,5,4,武豊,57,芝1800,重,**,1:50.7,0.9,**,3-3,38.1-34.5,35.1,504(+12),, ,エテルナミノル,270.0
2016/10/10,4京都3,晴,10,ジェンティルドンナM(1600万下),,10,3,3,5.9,3,6,ルメール,57,芝2000,良,**,1:59.8,0.4,**,6-6-7-7,37.1-33.9,33.8,492(-2),, ,トーセンビクトリー, 
2016/07/16,3中京5,晴,11,マレーシアC(1600万下),,12,8,12,3.5,2,3,ホワイト,57,芝2000,良,**,2:00.9,0.6,**,2-2-3-3,37.2-34.8,35.0,494(+14),, ,アングライフェン,463.6
2016/06/18,3東京5,晴,11,ジューンS(1600万下),,13,7,10,4.6,2,2,田辺裕信,57,芝2000,良,**,1:58.3,0.2,**,7-7-9,35.8-35.3,34.8,480(-8),, ,ルミナスウォリアー,737.8
2016/04/30,3京都3,晴,10,下鴨S(1600万下),,17,1,2,3.5,2,3,川田将雅,56,芝2000,良,**,1:59.0,0.2,**,11-10-10-9,35.4-34.5,34.1,488(-4),,,レッドソロモン,465.3
2016/03/27,3中山2,曇,10,常総S(1600万下),,14,7,11,4.9,3,3,三浦皇成,56,芝2000,良,**,1:59.6,0.0,**,8-8-7-6,35.6-35.5,34.7,492(-2),, ,アデイインザライフ,464.2
2016/03/05,2中山3,曇,10,スピカS(1600万下),,13,5,6,7.7,4,2,シュタル,57,芝1800,良,**,1:48.3,0.0,**,5-5-5-4,38.2-34.6,34.2,494(0),,,ブラックムーン,737.8
2016/01/17,1中山6,曇,9,初富士S(1600万下),,14,3,3,24.0,9,3,フォーリ,57,芝1800,良,**,1:48.1,0.3,**,7-7-10-11,37.3-34.9,34.1,494(+6),, ,クルーガー,464.5
2015/12/13,5阪神4,曇,10,オリオンS(1600万下),,9,8,9,11.3,3,6,岩田康誠,56,芝2400,良,**,2:29.0,0.9,**,5-6-6-6,39.0-36.1,35.7,488(+8),,,シュヴァルグラン, 
2015/11/29,5東京9,晴,10,ウェルカムS(1600万下),,13,7,11,16.6,6,6,ルメール,57,芝1800,良,**,1:46.9,0.5,**,3-4-5,34.9-35.8,34.5,480(-10),, ,ネオリアリズム, 
2015/07/18,3中京5,晴,11,マレーシアC(1600万下),,17,1,2,22.7,9,10,小牧太,57,芝2000,重,**,2:04.3,0.9,**,12-14-15-13,38.0-34.3,34.4,490(+4),, ,リアファル, 
2015/06/27,3阪神7,曇,10,京橋特別(1000万下),,10,4,4,4.0,2,1,ルメール,57,芝2000,稍,**,2:01.9,0.0,**,6-6-5-6,36.8-37.1,36.4,486(-2),, ,(キングストーン),"1,521.7"
2015/05/31,2東京12,晴,9,むらさき賞(1600万下),,17,7,13,17.6,8,7,ルメール,56,芝1800,良,**,1:45.9,0.1,**,13-12-13,35.5-34.7,33.7,488(+2),,,ピオネロ, 
2015/03/22,1阪神8,晴,10,但馬S(1600万下),,16,3,5,5.9,3,7,浜中俊,56,芝2000,良,**,2:02.8,0.6,**,6-6-5-5,36.2-36.0,35.9,486(-8),, ,レコンダイト, 
2015/02/15,2京都6,曇,10,飛鳥S(1600万下),,10,4,4,4.8,2,6,岩田康誠,56,芝1800,良,**,1:47.7,0.8,**,7-7,36.1-34.0,33.8,494(0),, ,テイエムイナズマ, 
2015/01/10,1京都3,晴,11,寿S(1600万下),,11,6,7,6.2,5,3,Ｃ．デム,56,芝2000,良,**,1:59.6,0.3,**,4-4-3-3,35.8-34.5,34.4,494(+26),, ,マテンロウボス,463.7
2014/09/21,3新潟4,晴,11,朝日セントライト記念(G2),,18,1,2,117.1,12,15,松田大作,56,芝2200,良,**,2:12.8,1.1,**,15-15-15-16,35.1-36.0,35.6,468(-20),,,イスラボニータ, 
2014/07/12,2函館3,晴,11,五稜郭S(1600万下),,12,5,5,4.7,3,4,松田大作,54,芝1800,良,**,1:47.6,0.1,**,7-7-6-6,35.0-36.0,35.6,488(+14),,,フラアンジェリコ,270.0
2014/03/09,2中山4,晴,11,報知杯弥生賞(G2),,13,1,1,25.4,8,4,後藤浩輝,56,芝2000,良,**,2:01.8,0.4,**,12-11-11-8,35.6-36.4,35.7,474(-2),, ,トゥザワールド,780.0
2014/01/19,1中山7,晴,11,京成杯(G3),,16,3,6,5.3,2,11,後藤浩輝,56,芝2000,良,**,2:01.9,0.8,**,9-10-12-11,36.3-36.8,36.9,476(-6),, ,プレイアンドリアル, 
2013/12/22,5中山8,晴,7,ホープフルS(OP),,17,1,2,23.6,8,1,ルメール,55,芝2000,良,**,2:02.0,-0.1,**,6-5-7-4,36.1-37.4,36.7,482(-6),,,(ベルキャニオン),"1,542.7"
2013/11/23,5東京7,晴,5,2歳新馬,,18,8,16,22.3,8,1,後藤浩輝,55,芝1600,良,**,1:37.2,-0.1,**,3-3,37.6-34.1,33.9,488(0),, ,(サンソヴール),700.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/07,1京都2,晴,10,寿S(1600万下),,9,3,3,2.5,1,2,岩田康誠,56,芝2000,良,**,1:59.7,0.6,**,5-5-5-5,35.4-35.3,34.5,496(-2),, ,トリオンフ,736.4
2017/12/10,5阪神4,晴,9,境港特別(1000万下),,9,5,5,1.6,1,1,Ｃ．デム,55,芝2200,良,**,2:16.6,-0.3,**,2-2-2-2,39.0-33.7,33.6,498(+2),, ,(ダノンディスタンス),"1,523.8"
2017/11/18,5京都5,曇,8,3歳上1000万下,,10,1,1,1.7,1,2,Ｍ．デム,55,芝2000,重,**,2:03.4,0.6,**,6-6-4-7,37.8-34.3,34.6,496(+4),, ,トリオンフ,420.0
2017/09/23,4阪神6,曇,12,3歳上500万下,,16,5,10,1.8,1,1,Ｍ．デム,54,芝2000,良,**,2:02.5,-0.2,**,5-5-5-2,36.8-34.1,33.8,492(0),, ,(ナリタエイト),750.0
2017/09/09,4阪神1,晴,12,3歳上500万下,,11,8,11,1.6,1,2,Ｍ．デム,54,芝2000,良,**,1:59.9,0.0,**,5-7-5-1,35.2-34.9,34.9,492(-8),,,マイネルアトゥー,300.0
2017/07/30,1札幌2,晴,9,北辰特別(500万下),,9,1,1,1.6,1,3,福永祐一,54,芝2000,良,**,2:00.5,0.2,**,8-9-8-3,35.2-34.7,34.4,500(-2),, ,マイネルヴンシュ,263.7
2017/02/12,1東京6,晴,11,共同通信杯(G3),,11,5,5,4.0,3,6,武豊,56,芝1800,良,**,1:48.1,0.6,**,4-7-8,36.0-34.7,34.5,502(+2),, ,スワーヴリチャード, 
2017/01/07,1京都2,晴,9,福寿草特別(500万下),,9,4,4,1.6,1,2,武豊,56,芝2000,良,**,2:00.4,0.1,**,8-8-8-7,36.2-35.1,34.4,500(+10),,,サトノリュウガ,406.4
2016/10/22,4京都6,曇,3,2歳未勝利,,10,2,2,1.1,1,1,武豊,55,芝2000,良,**,2:01.7,-0.1,**,7-7-7-7,35.4-34.8,33.9,490(-4),,,(グラットシエル),500.0
2016/09/25,4阪神6,曇,5,2歳新馬,,10,3,3,1.3,1,2,武豊,54,芝1800,良,**,1:47.8,0.0,**,6-4,36.8-34.3,34.0,494(0),,,ムーヴザワールド,280.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/01/14,1京都5,曇,4,3歳新馬,,15,5,8,24.2,7,12,福永祐一,54,ダ1800,稍,**,1:59.0,4.7,**,8-9-11-11,38.0-36.3,39.5,428(0),, ,オメガパフューム, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/04,佐賀,晴,5,C2ー23組, ,10,6,6,42.9,8,1,南谷圭哉,54,ダ1400,良,**,1:33.1,-0.2,**,8-9-8-1, ,38.7,395(-1), , ,(エイシンクーポン),20.0
2018/01/20,佐賀,晴,4,C2ー37組, ,10,3,3,47.1,3,4,南谷圭哉,54,ダ1300,重,**,1:27.1,1.9,**,3-4-4-5, ,40.1,396(-6), , ,クラウンロベルト,1.0
2018/01/14,佐賀,曇,5,C2ー25組, ,10,6,6,35.2,8,3,南谷圭哉,54,ダ1400,重,**,1:34.4,0.9,**,4-4-3-3, ,40.6,402(0), , ,フェブマカナ,1.8
2018/01/02,佐賀,晴,4,C2ー27組, ,8,1,1,7.9,4,4,南谷圭哉,54,ダ1300,良,**,1:28.2,2.1,**,3-3-4-4, ,40.9,402(0), , ,フクムスメ,1.0
2017/12/16,佐賀,小雨,3,C2ー21組, ,12,6,7,89.8,12,8,南谷圭哉,54,ダ1300,良,**,1:26.5,0.7,**,10-10-10-9, ,39.4,402(0), , ,ゴールドヘリテージ, 
2017/12/03,佐賀,晴,5,C2ー21組, ,11,1,1,81.3,9,9,南谷圭哉,54,ダ1400,良,**,1:34.7,2.3,**,3-3-5-6, ,41.2,402(-1), , ,サーカディアン, 
2017/11/19,佐賀,曇,7,からあげもり山杯, ,12,2,2,21.4,7,6,南谷圭哉,54,ダ1400,良,**,1:34.0,2.3,**,3-4-5-4, ,41.4,403(-2), , ,イチザサムライ, 
2017/11/05,佐賀,晴,7,C2ー20組, ,12,3,3,42.3,8,4,南谷圭哉,54,ダ1400,良,**,1:33.5,0.8,**,3-3-3-4, ,39.8,405(-3), , ,レインボーショット,1.0
2017/10/22,佐賀,曇,5,C2ー19組, ,12,5,5,216.1,12,5,南谷圭哉,54,ダ1400,良,**,1:33.9,1.3,**,6-4-3-3, ,39.4,408(-4), , ,ルルマントウショウ,0.6
2017/10/07,佐賀,曇,4,C2ー27組, ,9,2,2,95.0,9,2,南谷圭哉,54,ダ1300,重,**,1:28.4,1.0,**,3-3-3-3, ,39.5,412(+8), , ,サンマルゴージャス,4.6
2017/09/23,佐賀,曇,6,C2ー19組, ,12,6,7,11.4,6,11,南谷圭哉,54,ダ1400,良,**,1:36.5,2.0,**,6-9-10-10, ,40.8,404(+2), , ,キョウエイブレイン, 
2017/08/16,佐賀,曇,3,C2ー7組, ,9,1,1,15.9,6,7,児島真二,54,ダ1400,不,**,1:35.9,2.3,**,9-9-9-9, ,40.9,402(+1), , ,エクラドレーヴ, 
2017/08/06,佐賀,曇,5,C2ー8組, ,8,7,7,3.5,3,3,川島拓,54,ダ1400,良,**,1:36.0,0.9,**,7-7-7-5, ,39.4,401(+3), , ,ビクトリアシップ,1.9
2017/07/22,佐賀,晴,3,C2ー9組, ,7,3,3,43.3,5,2,南谷圭哉,54,ダ1400,重,**,1:34.0,0.4,**,5-5-5-4, ,40.8,398(-3), , ,メイショウアナベル,4.8
2017/07/08,佐賀,曇,4,C2ー8組, ,12,3,3,8.4,5,12,南谷圭哉,54,ダ1400,不,**,1:32.7,2.4,**,5-6-7-8, ,40.9,401(+2), , ,ミーアンドチー, 
2017/06/20,佐賀,雨,5,C2ー11組, ,9,7,7,9.2,4,2,鮫島克也,54,ダ1300,良,**,1:26.9,0.0,**,8-9-9-5, ,39.0,399(-4), , ,メダカハドコヘ,4.6
2017/06/04,佐賀,晴,6,C2ー12組, ,10,8,9,6.4,3,2,鮫島克也,54,ダ1400,良,**,1:35.2,0.1,**,7-7-7-3, ,41.3,403(+4), , ,サニーロマンス,4.6
2017/05/20,佐賀,晴,5,C2ー11組, ,10,7,8,2.1,1,5,鮫島克也,54,ダ1300,良,**,1:27.4,0.8,**,8-8-7-4, ,39.4,399(0), , ,ミライワカ,0.6
2017/05/06,佐賀,曇,5,C2ー12組, ,8,6,6,4.1,2,5,鮫島克也,54,ダ1400,稍,**,1:33.4,0.4,**,4-4-5-5, ,40.5,399(-4), , ,ケンシロード,0.6
2017/04/23,佐賀,晴,5,C2ー13組, ,10,6,6,4.0,1,2,鮫島克也,54,ダ1300,良,**,1:26.7,0.0,**,9-9-9-6, ,38.7,403(+1), , ,シュートオフ,4.6
2017/04/15,佐賀,曇,3,C2ー27組, ,6,2,2,17.7,6,3,鮫島克也,54,ダ1400,稍,**,1:33.1,0.5,**,5-5-5-4, ,39.7,402(-1), , ,キャメロンフラワー,1.8
2017/04/01,佐賀,晴,7,C2ー15組, ,8,8,8,3.9,3,5,鮫島克也,54,ダ1400,不,**,1:33.5,1.2,**,3-3-3-3, ,41.0,403(-2), , ,ホープマイスター,0.6
2017/03/26,佐賀,雨,7,C2ー36組, ,9,3,3,11.0,3,5,鮫島克也,54,ダ1300,不,**,1:27.2,2.0,**,8-8-8-6, ,39.0,405(-1), , ,ワンダーオマージュ,0.3
2017/03/11,佐賀,晴,8,C2ー15組, ,8,8,8,5.4,3,4,鮫島克也,54,ダ1400,良,**,1:33.8,0.6,**,4-5-3-4, ,40.5,406(0), , ,ワイエムポーター,0.7
2017/03/05,佐賀,曇,7,C2ー40組, ,10,1,1,4.6,3,6,鮫島克也,54,ダ1300,良,**,1:26.4,0.8,**,5-6-6-6, ,39.5,406(-1), , ,クランデール, 
2017/02/19,佐賀,晴,1,C2ー16組, ,5,5,5,4.0,2,2,鮫島克也,54,ダ1400,不,**,1:31.7,0.2,**,4-4-3-3, ,39.3,407(+4), , ,サラブライト,3.0
2017/02/05,佐賀,雨,4,C2ー22組, ,8,3,3,17.3,6,1,鮫島克也,54,ダ1300,不,**,1:24.3,-0.3,**,3-3-3-3, ,38.5,403(-2), , ,(ホウルスカイ),12.0
2017/01/29,佐賀,雨,5,C2ー45組, ,9,6,6,80.7,9,6,大沢誠志,54,ダ1300,良,**,1:27.2,0.6,**,5-5-5-5, ,39.7,405(+6), , ,ナンブキンタロウ, 
2017/01/14,佐賀,曇,6,C2ー22組, ,9,3,3,141.4,8,7,南谷圭哉,54,ダ1400,重,**,1:34.6,1.8,**,5-5-6-6, ,41.6,399(+4), , ,ダンシングソフィア, 
2017/01/03,佐賀,晴,7,C2ー20組, ,10,4,4,31.2,7,8,南谷圭哉,54,ダ1400,重,**,1:33.9,3.0,**,10-10-10-9, ,39.6,395(+7), , ,キョウワリスキー, 
2016/12/18,金沢,晴,4,C27, ,10,8,9,41.2,7,4,服部大地,54,ダ1500,不,**,1:42.5,1.0,**,5-5-5-4, ,42.0,388(0), , ,デルヴォー,1.4
2016/12/04,金沢,曇,5,C28, ,10,4,4,71.6,10,5,栗原大河,54,ダ1500,重,**,1:42.8,3.7,**,5-5-5-4, ,42.2,388(0), , ,ヤマカツトップガン,0.8
2016/11/20,金沢,曇,5,C28, ,10,8,9,762.7,9,10,塚本弘隆,52,ダ1400,不,**,1:36.7,5.0,**,6-7-8-9, ,41.5,388(-5), , ,ジャカ, 
2016/11/06,金沢,曇,6,C27, ,9,4,4,102.9,7,7,葛山晃平,54,ダ1500,重,**,1:42.2,1.1,**,2-3-3-3, ,42.1,393(+3), , ,テンエイロータス, 
2016/10/23,金沢,曇,6,第一回小麦記念, ,11,4,4,49.7,4,10,栗原大河,54,ダ1500,良,**,1:42.8,5.0,**,3-4-6-6, ,42.9,390(-4), , ,オルデトワール, 
2016/10/09,金沢,曇,5,C210, ,10,7,8,7.3,3,2,栗原大河,54,ダ1400,不,**,1:35.9,1.4,**,2-2-2-2, ,41.6,394(-1), , ,ナバホトウショウ,4.0
2016/09/25,金沢,晴,5,C210, ,10,8,9,5.3,3,4,栗原大河,54,ダ1300,稍,**,1:28.5,0.9,**,7-5-3-2, ,40.2,395(+17), , ,ミシェル,1.4
2016/09/11,金沢,晴,4,義紀&明加祝!結婚カ, ,11,7,8,2.3,1,2,栗原大河,54,ダ1500,良,**,1:43.8,2.0,**,1-1-1-2, ,43.1,378(-11), , ,マイネルピオネロ,4.0
2016/09/04,金沢,晴,1,3B二走ー6, ,10,4,4,11.2,4,2,栗原大河,54,ダ1400,良,**,1:34.8,0.3,**,2-2-2-2, ,40.4,389(-1), , ,シソーラス,4.0
2016/08/28,金沢,曇,2,3Bー9, ,9,5,5,14.6,4,3,栗原大河,54,ダ1400,重,**,1:35.2,1.0,**,1-3-3-3, ,41.1,390(+1), , ,ホウオウシップ,1.8
2016/08/16,笠松,晴,2,サラ系3歳12組, ,9,4,4,39.5,5,8,島崎和也,54,ダ1400,良,**,1:32.2,2.8,**,4-5-6, ,41.9,389(-9), , ,ラフォンテロッソ, 
2016/07/29,笠松,晴,1,サラ系3歳13組, ,9,8,10,4.4,2,4,花本正三,54,ダ1400,良,**,1:31.6,1.6,**,5-4-4, ,39.7,398(+6), , ,シャリマティー,1.7
2016/07/10,2函館2,曇,3,3歳未勝利,,16,7,14,155.5,13,14,池添謙一,54,芝2000,良,**,2:05.6,3.6,**,1-1-2-4,35.2-36.6,40.2,392(-6),, ,サトノオニキス, 
2016/06/25,1函館3,小雨,3,3歳未勝利,,15,5,9,138.4,12,14,池添謙一,54,芝1800,稍,**,1:52.1,1.9,**,11-11-12-13,35.7-36.6,37.7,398(+6),, ,ヌーヴェルダンス, 
2016/03/27,2阪神2,晴,5,3歳未勝利,,18,7,15,301.3,17,14,岩崎翼,53,芝1800,良,**,1:49.6,2.1,**,12-11,35.1-35.4,36.3,392(-6),, ,ウォーターシャウト, 
2016/02/28,1阪神2,晴,5,3歳新馬,,16,2,4,72.9,11,8,岩崎翼,53,芝2000,良,**,2:04.3,1.6,**,12-13-14-11,37.6-35.0,35.3,398(0),,,ブレッシングテレサ, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/09/03,2札幌6,晴,7,3歳上500万下,,16,8,16,45.2,14,6,木幡初也,56,芝1200,良,**,1:11.1,0.5,**,4-6,34.7-35.9,36.0,506(0),, ,コロラトゥーレ, 
2017/08/12,1札幌5,雨,8,3歳上500万下,,16,8,15,32.7,7,8,井上敏樹,56,芝1200,重,**,1:11.4,0.5,**,2-2,34.9-36.0,36.5,506(-4),, ,ベリースコール, 
2017/07/22,2函館5,曇,7,3歳上500万下,,16,6,11,44.1,12,6,横山武史,54,芝1200,稍,**,1:09.8,0.4,**,1-2,34.0-35.4,35.8,510(0),, ,ロイヤルメジャー, 
2017/07/09,2函館2,曇,10,立待岬特別(500万下),,14,4,6,29.6,10,9,田中勝春,57,芝1200,良,**,1:09.3,0.8,**,9-10,33.8-34.7,34.6,510(+6),, ,クリノスイートピー, 
2017/04/16,1福島4,晴,10,医王寺特別(500万下),,16,1,1,135.1,15,8,中井裕二,57,芝1200,良,**,1:09.6,0.9,**,3-3,33.8-34.9,35.5,504(-10),, ,クリーンファンキー, 
2017/04/09,1福島2,曇,12,喜多方特別(500万下),,16,1,2,43.0,10,10,加藤祥太,57,芝1200,良,**,1:09.3,0.8,**,9-9,33.5-35.0,35.2,514(-3),, ,キッズライトオン, 
2017/02/23,浦和,晴,10,マルチフェイス特別, ,12,1,1,14.6,5,9,江田照男,57,ダ1400,稍,**,1:31.2,2.1,**,7-7-7-7,35.3-40.4,41.1,517(-1), , ,メジャーシップ, 
2017/01/22,1中京4,曇,10,庄内川特別(500万下),,18,6,11,90.4,14,9,黛弘人,56,芝1400,良,**,1:22.6,1.0,**,9-9,34.5-35.2,35.4,518(+12),, ,アポロノシンザン, 
2016/11/20,3福島6,晴,12,飯坂温泉特別(500万下),,16,5,9,23.2,7,11,黛弘人,56,芝1200,稍,**,1:11.6,1.0,**,12-11,34.9-35.7,35.9,506(0),, ,スカイパッション, 
2016/09/04,2札幌6,曇,7,3歳上500万下,,16,1,2,28.5,9,12,松岡正海,55,芝1200,良,**,1:11.3,1.0,**,9-12,34.5-35.8,35.9,506(+6),,,シンフォニア, 
2016/07/17,2函館4,曇,9,下北半島特別(500万下),,12,4,4,22.8,7,6,吉田豊,54,芝1200,稍,**,1:09.9,0.3,**,11-11,34.8-34.8,34.2,500(-4),,,フレンチイデアル, 
2016/07/03,1函館6,晴,2,3歳未勝利,,16,4,7,20.7,9,1,吉田豊,56,芝1200,重,**,1:10.8,0.0,**,13-12,34.9-35.9,35.1,504(+2),, ,(シェヴェルニー),480.0
