日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/07,園田,晴,10,立春特別B2一, ,12,8,11,82.2,10,8,中田貴士,54,ダ1400,良,**,1:32.8,0.8,**,8-8-7-9, ,39.9,481(-3), , ,サーストンバッカ, 
2018/01/19,園田,晴,8,B2, ,12,6,7,20.4,5,11,永島太郎,54,ダ1700,重,**,1:56.3,4.3,**,10-10-11-11, ,41.1,484(0), , ,チェリートリトン, 
2017/12/29,園田,曇,9,第9回ちっちゃいおっ, ,12,1,1,422.6,12,5,宮下康一,54,ダ1400,良,**,1:32.4,1.3,**,9-9-6-6, ,40.6,484(+2), , ,ヨウチエンコース,5.4
2017/12/12,園田,晴,10,兵庫馬事畜産特別B1, ,12,7,10,225.3,12,8,松浦政宏,54,ダ1400,良,**,1:32.5,1.3,**,9-9-9-9, ,39.2,482(+1), , ,スターレーン, 
2017/11/28,園田,晴,11,ひょうごの穂々笑実特, ,12,7,9,186.4,11,9,松浦政宏,54,ダ1870,良,**,2:06.9,2.2,**,10-10-9-8, ,38.8,481(0), , ,マイフォルテ, 
2017/11/16,園田,晴,11,武徳杯B1, ,12,5,6,100.1,10,11,宮下康一,54,ダ1400,稍,**,1:32.0,2.0,**,10-10-9-9, ,40.0,481(-2), , ,アキノアッパー, 
2017/10/12,園田,雨,9,B1, ,11,2,2,115.6,9,4,中田貴士,54,ダ1400,稍,**,1:31.2,1.0,**,8-8-7-7, ,39.3,483(+3), , ,エイシンキサナドゥ,7.2
2017/09/28,園田,曇,9,B1, ,12,1,1,16.5,6,9,松浦政宏,54,ダ1400,重,**,1:33.2,1.5,**,9-9-9-9, ,41.4,480(+3), , ,ハヤイガナ, 
2017/09/07,園田,雨,10,第26回GJCチャン, ,12,7,10,12.2,4,4,下原理,55,ダ1700,重,**,1:52.7,1.1,**,6-6-3-3, ,40.8,477(+3), , ,マイフォルテ,9.6
2017/08/16,園田,晴,10,小野ひまわり特別B1, ,8,3,3,10.0,4,5,松浦政宏,54,ダ1400,重,**,1:30.3,0.5,**,7-7-5-4, ,38.4,474(-1), , ,ケイアイホクトセイ,5.4
2017/07/04,川崎,雨,10,ジュライスター賞, ,14,1,1,29.7,7,8,武藤雅,52,ダ1600,良,**,1:44.2,1.4,**,9-8-7-8,37.0-39.6,39.7,475(+15), , ,デルマハンニャ, 
2017/04/16,1福島4,晴,8,4歳上500万下,,16,2,3,27.8,9,15,杉原誠人,55,芝1800,良,**,1:50.2,2.6,**,1-1-1-2,34.4-37.0,39.6,460(-14),, ,アルケミスト, 
2017/02/18,1東京7,曇,7,4歳上500万下,,16,3,5,7.8,5,10,田辺裕信,54,芝1800,良,**,1:48.9,1.0,**,13-15-15,36.7-34.5,33.8,474(0),,,コパノマリーン, 
2016/12/03,4中京1,晴,7,3歳上500万下,,16,5,9,16.5,6,7,杉原誠人,54,芝1600,良,**,1:34.3,0.7,**,10-11-10,35.5-34.5,34.4,474(+6),, ,アースコレクション, 
2016/09/10,4中山1,晴,11,紫苑S(G3),,18,7,14,173.4,15,14,長岡禎仁,54,芝2000,良,**,2:02.0,2.3,**,12-9-9-9,34.8-35.7,37.5,468(0),, ,ビッシュ, 
2016/08/14,2新潟6,晴,7,3歳上500万下,,16,4,8,14.0,8,8,石川裕紀,51,芝1800,良,**,1:47.8,0.3,**,8-9,36.8-33.4,33.1,468(0),,,ベアインマインド, 
2016/04/24,2東京2,曇,11,サンスポ賞フローラS(G2),,18,4,7,19.2,9,10,田辺裕信,54,芝2000,良,**,2:01.0,1.3,**,11-10-10,36.0-36.1,35.7,468(-4),, ,チェッキーノ, 
2016/03/20,2中山7,晴,6,3歳500万下,,15,4,7,4.2,2,3,田辺裕信,54,芝1600,稍,**,1:34.8,0.2,**,11-10-8,34.9-36.2,34.9,472(-4),, ,カープストリーマー,180.0
2016/02/14,1東京6,晴,11,共同通信杯(G3),,10,7,7,186.6,9,5,石川裕紀,54,芝1800,稍,**,1:48.5,1.1,**,5-6-8,35.8-35.6,35.8,476(0),, ,ディーマジェスティ,380.0
2015/10/24,4東京6,晴,4,2歳新馬,,18,1,2,9.4,7,1,田辺裕信,54,芝1600,良,**,1:36.5,-0.1,**,6-5,36.3-34.8,34.3,476(0),, ,(フェイズベロシティ),700.0
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/09,船橋,晴,10,猫柳特別, ,13,2,2,58.3,10,10,本田正重,57,ダ1600,良,**,1:45.8,2.2,**,8-9-11-13,38.3-40.1,41.4,480(+7), , ,ダイリュウハヤテ, 
2018/01/19,船橋,曇,11,初夢特別, ,11,6,6,24.8,8,7,町田直希,57,ダ1600,重,**,1:44.9,0.8,**,6-8-8-8,38.2-39.9,39.9,473(-4), , ,サトノクリエション, 
2018/01/10,浦和,晴,12,初茜特別, ,12,6,8,22.2,7,6,町田直希,57,ダ1400,稍,**,1:31.1,1.8,**,12-12-11-10,37.1-39.0,38.7,477(+3), , ,ロジストーム, 
2017/12/22,浦和,晴,10,師走特別, ,11,8,11,21.0,7,6,町田直希,56,ダ1500,良,**,1:38.2,1.2,**,6-6-7-6,31.6-39.0,39.8,474(-3), , ,クリスタルタイソン, 
2017/12/07,船橋,晴,11,柊特別, ,14,3,3,22.3,9,4,町田直希,55,ダ1600,良,**,1:42.3,0.4,**,1-1-1-1,36.5-39.7,40.1,477(+10), , ,パーフェクトデイ,45.0
2017/10/27,船橋,晴,9,大福山特別, ,14,2,2,5.4,3,12,繁田健一,56,ダ1600,重,**,1:44.8,2.4,**,7-7-8-9,35.9-40.6,42.1,467(-3), , ,ライブリーソウル, 
2017/10/13,川崎,雨,11,川崎市長選挙記念, ,13,2,2,5.2,2,3,町田直希,57,ダ1500,重,**,1:35.9,0.3,**,10-10-9-7,29.7-40.4,39.8,470(0), , ,マサノジェット,52.0
2017/09/28,船橋,雨,10,佐倉牧特別, ,7,1,1,3.1,2,3,町田直希,56,ダ1600,不,**,1:44.8,0.2,**,3-3-4-4,38.3-40.2,40.0,470(0), , ,リボンスティック,52.0
2017/09/05,船橋,曇,8,鉄道で楽しむ!ちばの, ,11,7,9,10.1,4,2,町田直希,57,ダ1600,重,**,1:43.4,0.4,**,7-6-5-5,37.6-39.5,39.7,470(+4), , ,プラトンイミシャン,91.0
2017/08/07,船橋,曇,7,勇魚特別, ,6,4,4,5.3,3,1,町田直希,56,ダ1600,良,**,1:43.9,-0.1,**,2-2-2-1,38.6-39.7,39.5,466(0), , ,(ウォースピリッツ),240.0
2017/07/25,船橋,曇,10,楽天競馬10周年記念, ,9,4,4,6.1,2,3,本田正重,56,ダ1600,良,**,1:44.8,0.8,**,6-5-4-3,37.6-40.1,40.0,466(+9), , ,キングガンズラング,48.0
2017/07/03,川崎,晴,10,湘南ひらつかミルキー, ,12,8,11,9.2,5,4,本田正重,56,ダ1500,良,**,1:37.8,0.6,**,7-9-6-7,31.7-39.7,39.5,457(-8), , ,ビエンコビアンコ,36.0
2017/06/21,船橋,曇,9,房総びわ特別, ,10,8,9,6.5,3,3,本田正重,55,ダ1600,不,**,1:44.0,0.1,**,10-10-10-7,36.7-41.1,40.2,465(-3), , ,パルパルパピヨン,52.0
2017/05/29,浦和,晴,11,皐月特別, ,11,1,1,4.4,2,2,本田正重,56,ダ1500,稍,**,1:36.1,0.0,**,5-5-5-2,30.1-40.2,39.1,468(+4), , ,ベルモントナイト,70.0
2017/05/02,船橋,晴,12,ドリームリレーin船, ,8,3,3,6.8,5,2,町田直希,56,ダ1600,良,**,1:44.5,0.2,**,7-7-7-7,38.4-40.9,39.4,464(-5), , ,ヒロノカマオレ,84.0
2017/04/12,船橋,曇,12,アンデルセン特別, ,14,1,1,6.4,4,6,本田正重,56,ダ1600,重,**,1:45.2,1.1,**,9-9-11-10,37.3-41.3,41.5,469(+1), , ,クールテゾーロ, 
2017/03/31,浦和,雨,12,木蓮特別, ,10,7,7,3.5,2,3,本田正重,57,ダ1500,稍,**,1:37.3,1.3,**,2-2-2-2,32.6-37.4,38.6,468(-2), , ,ラブジャック,34.0
2017/03/17,船橋,曇,10,YELL賞, ,14,3,3,4.4,2,2,本田正重,56,ダ1600,稍,**,1:44.7,0.1,**,7-7-6-4,37.0-40.9,40.5,470(+1), , ,クールテゾーロ,63.0
2017/02/24,浦和,晴,10,柚子と流鏑馬の毛呂山, ,10,8,9,3.7,1,1,本田正重,56,ダ1600,良,**,1:43.7,-0.7,**,6-7-4-1,36.3-39.8,39.5,469(-1), , ,(ニシノマジック),120.0
2017/02/10,船橋,曇,12,風来特別, ,14,8,14,12.8,7,7,本田正重,56,ダ1600,重,**,1:45.6,0.6,**,6-5-5-5,38.7-40.9,41.1,470(+6), , ,レオサーパス, 
2017/01/09,船橋,曇,9,祝!!成人賞競馬デビ, ,11,8,11,2.2,1,1,本田正重,56,ダ1200,不,**,1:16.1,0.0,**,5-4-4,37.2-38.9,38.7,464(-3), , ,(リュウノフリック),120.0
2017/01/03,川崎,晴,8,C1四　五, ,12,5,5,11.9,6,2,本田正重,56,ダ1400,良,**,1:31.3,0.0,**,8-7-8-5,38.4-40.5,39.7,467(+2), , ,レジェンドセプター,36.0
2016/12/16,川崎,晴,8,2016冬川崎ジョッ, ,14,8,13,4.4,2,2,今野忠成,56,ダ1500,重,**,1:38.3,0.0,**,6-6-3-3,29.6-41.8,40.9,465(-2), , ,アズマタイムズ,36.0
2016/12/05,船橋,曇,7,C2　選抜馬イ, ,12,8,12,3.3,1,2,笹川翼,56,ダ1200,重,**,1:16.0,0.3,**,7-3-3,36.4-39.3,39.1,467(-3), , ,リュウノフリック,30.0
2016/11/07,船橋,晴,7,C2　選抜馬ア, ,10,3,3,7.1,4,2,本田正重,56,ダ1200,良,**,1:16.0,0.0,**,5-5-4,36.8-39.2,38.8,470(+4), , ,エクストリングラン,30.0
2016/09/27,船橋,晴,8,C2　選抜馬, ,10,5,5,5.8,2,3,本田正重,56,ダ1200,重,**,1:15.1,0.7,**,5-5-5,36.1-38.3,38.7,466(+2), , ,サンガッロ,18.0
2016/09/05,船橋,晴,8,C2　選抜馬ア, ,12,5,6,3.5,2,3,本田正重,56,ダ1200,良,**,1:15.3,0.1,**,2-1-1,35.7-39.5,39.6,464(-3), , ,モエレピンクダイヤ,18.0
2016/08/22,川崎,曇,9,第69回秦野たばこ祭, ,14,6,9,6.7,4,5,和田譲治,56,ダ1500,不,**,1:39.9,1.6,**,3-3-1-4,31.4-40.9,42.5,467(-1), , ,コスモポルカ,13.6
2016/08/05,船橋,晴,8,瀧口めぐみアモーレカ, ,12,6,8,4.7,1,4,本田正重,56,ダ1200,稍,**,1:14.8,0.2,**,9-8-8,35.5-39.1,38.0,468(-3), , ,サンチュータ,12.0
2016/07/21,船橋,小雨,9,スカパー!南関東地方, ,12,7,9,2.2,1,11,中野省吾,56,ダ1200,不,**,1:17.5,2.5,**,10-11-11,36.0-39.0,40.3,471(+4), , ,エルブダムール, 
2016/06/20,船橋,晴,5,C2　選抜馬イ, ,12,4,4,1.8,1,1,中野省吾,56,ダ1200,稍,**,1:15.3,0.0,**,7-5-5,35.4-39.9,39.1,467(0), , ,(キャプテンヒーロー),100.0
2016/05/31,浦和,晴,9,あやめ賞, ,12,7,9,3.2,1,2,中野省吾,56,ダ1500,稍,**,1:37.7,0.0,**,3-4-3-2,30.3-41.0,40.3,467(-3), , ,インマイヒーロー,30.0
