日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/12/16,5中山5,曇,12,3歳上1000万下,,18,6,11,50.3,12,10,大野拓弥,55,芝2000,良,**,2:00.9,0.8,**,12-13-13-14,35.7-35.7,35.4,426(-4),,,メイズオブオナー, 
2017/11/11,5東京3,晴,8,3歳上1000万下,,11,8,10,11.5,6,10,ルメール,55,芝2000,良,**,2:02.5,0.9,**,10-10-11,38.1-33.4,33.2,430(-6),,,ハナレイムーン, 
2017/10/09,4東京3,晴,9,山中湖特別(1000万下),,11,1,1,7.7,6,10,吉田隼人,55,芝1800,良,**,1:48.2,0.6,**,7-6-6,36.6-33.7,33.9,436(+4),,,ブルックデイル, 
2017/06/10,3東京3,曇,9,江の島特別(1000万下),,9,5,5,12.6,6,7,内田博幸,55,芝1600,良,**,1:34.6,0.6,**,9-9,36.2-34.2,34.0,432(0),,,クリアザトラック, 
2017/05/14,2東京8,曇,9,テレ玉杯(1000万下),,7,3,3,4.8,3,1,ルメール,55,芝2000,稍,**,2:01.7,0.0,**,2-2-2,37.2-35.1,34.7,432(+8),, ,(ヴァフラーム),"1,518.2"
2017/01/14,1京都4,曇,10,北大路特別(1000万下),,13,1,1,6.3,3,7,ルメール,54,芝1800,良,**,1:48.6,1.1,**,5-4,35.8-35.3,35.7,424(-4),, ,アドマイヤリード, 
2016/12/17,5中山5,晴,12,3歳上1000万下,,11,2,2,2.6,1,2,ルメール,54,芝2000,良,**,2:02.4,0.1,**,10-10-10-10,37.3-34.9,34.0,428(-4),,,スマートルビー,420.0
2016/11/13,5東京4,曇,9,tvk賞(1000万下),,11,1,1,9.8,4,4,内田博幸,53,芝1800,良,**,1:50.4,0.3,**,11-11-10,38.3-33.8,33.2,432(+6),,,ワンブレスアウェイ,230.0
2016/09/10,4中山1,晴,11,紫苑S(G3),,18,2,3,35.1,10,10,大野拓弥,54,芝2000,良,**,2:01.1,1.4,**,3-3-5-5,34.8-35.7,36.9,426(+2),, ,ビッシュ, 
2016/08/14,2新潟6,晴,7,3歳上500万下,,16,6,12,10.4,6,1,大野拓弥,52,芝1800,良,**,1:47.5,0.0,**,2-2,36.8-33.4,33.3,424(+10),, ,(アオイプリンセス),750.0
