日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2017/02/19,高知,晴,5,マダコのカルパッチョ, ,11,4,4,154.2,10,10,松木大地,53,ダ1400,良,**,1:35.6,3.0,**,11-11-11-11, ,40.6,401(0), , ,リリークライマー, 
2017/02/05,高知,曇,5,フルーツトマトのカプ, ,11,1,1,55.3,10,9,松木大地,53,ダ1300,重,**,1:27.1,1.5,**,10-10-10-11, ,40.2,401(-7), , ,スプリットセコンド, 
2017/01/22,高知,曇,8,C2ー3, ,8,7,7,86.1,8,6,塚本雄大,51,ダ1400,稍,**,1:34.7,2.4,**,8-8-8-8, ,40.2,408(-3), , ,シンボリマティス, 
2016/12/31,高知,晴,9,C2ー2, ,12,2,2,82.0,11,12,松木大地,52,ダ1400,重,**,1:34.7,3.5,**,12-12-12-12, ,39.9,411(0), , ,サウスカントリー, 
2016/12/20,高知,曇,8,C2ー4, ,10,7,7,77.3,10,9,石本純也,54,ダ1400,重,**,1:34.1,1.1,**,7-8-8-7, ,40.9,411(+2), , ,サンマルブリーズ, 
2016/12/03,高知,晴,11,第31回徳島県うずし, ,12,2,2,100.4,12,11,石本純也,54,ダ1300,重,**,1:28.2,3.8,**,11-11-11-12, ,41.9,409(-3), , ,シャトレーヌ, 
2016/11/06,高知,曇,12,ファイナルレース, ,12,7,9,17.6,7,1,石本純也,54,ダ1400,重,**,1:33.3,-0.3,**,2-2-2-1, ,40.7,412(+2), , ,(ムーンシャイン),16.0
2016/10/22,高知,雨,6,緑の大地高知帰還特別, ,11,4,4,13.8,5,6,石本純也,54,ダ1300,不,**,1:26.8,1.8,**,3-3-4-6, ,40.9,410(0), , ,スカイオブメイ, 
2016/10/08,高知,曇,7,C2ー6, ,11,2,2,41.7,6,9,石本純也,54,ダ1400,重,**,1:36.1,3.6,**,6-6-8-9, ,42.4,410(-4), , ,トウカイララバイ, 
2016/09/25,高知,曇,4,佐川町立佐川地質館特, ,10,7,8,6.1,3,6,永森大智,53,ダ1400,重,**,1:33.0,1.1,**,4-2-3-5, ,41.1,414(0), , ,エスケイアタック, 
2016/09/03,高知,晴,8,C2ー3, ,12,6,8,4.2,2,6,永森大智,54,ダ1300,良,**,1:26.9,0.7,**,3-4-4-7, ,40.7,414(-5), , ,ペプチドホープフル, 
2016/08/27,高知,晴,3,C1ロC2イ混合, ,12,5,6,12.6,2,7,下原理,53,ダ1300,稍,**,1:26.8,1.5,**,12-12-11-11, ,39.2,419(+5), , ,ビバナポリ, 
2016/08/20,高知,晴,9,真向中京梨誕生月特別, ,10,1,1,8.6,4,3,永森大智,54,ダ1300,良,**,1:27.2,0.7,**,1-1-1-2, ,42.9,414(+1), , ,クインズメモリア,2.0
2016/08/06,高知,晴,10,C2ー2, ,10,5,5,4.6,2,6,永森大智,54,ダ1300,良,**,1:26.9,0.9,**,6-6-5-5, ,41.3,413(+1), , ,カラーレストパーズ, 
2016/07/17,高知,曇,11,明日は夜さ恋フェステ, ,9,8,8,20.5,4,8,永森大智,54,ダ1300,稍,**,1:27.1,2.9,**,6-5-5-5, ,41.5,412(-5), , ,イッツガナハプン, 
2016/07/10,高知,曇,4,C2ロ, ,12,8,11,1.4,1,2,永森大智,54,ダ1300,不,**,1:24.6,0.3,**,7-7-7-3, ,39.6,417(+2), , ,ブイアールヒーロー,3.5
2016/07/02,高知,晴,11,ユリ特別, ,10,5,5,31.7,6,5,塚本雄大,51,ダ1400,重,**,1:32.5,1.8,**,5-5-5-6, ,40.9,415(+6), , ,オメガグランディス,1.0
2016/06/18,高知,晴,7,C2ー5, ,10,7,8,1.8,1,1,永森大智,54,ダ1400,重,**,1:33.3,-0.2,**,3-3-4-2, ,41.0,409(-2), , ,(ノーザンハリアー),16.0
2016/06/12,高知,雨,2,C2ハC3ニ混合, ,12,4,4,1.9,1,1,永森大智,53,ダ1300,不,**,1:25.0,-0.2,**,1-1-1-1, ,40.5,411(-1), , ,(アトラスパワー),14.0
2016/06/05,高知,曇,10,タチバナ特別, ,11,8,11,3.5,3,4,永森大智,54,ダ1400,不,**,1:31.4,0.5,**,5-6-6-4, ,40.3,412(-3), , ,ヒロノサンサン,1.2
2016/05/29,高知,雨,3,C3ニ, ,12,2,2,1.7,1,2,永森大智,54,ダ1300,不,**,1:23.8,0.2,**,5-4-2-2, ,39.2,415(-2), , ,ミスマリキータ,3.0
2016/05/22,高知,晴,6,コシアブラ特別, ,11,3,3,20.7,5,3,永森大智,54,ダ1300,良,**,1:25.8,0.0,**,11-10-10-6, ,39.5,417(+2), , ,ヤマニンジェルブ,2.0
2016/05/07,高知,晴,6,C3ー7, ,10,8,9,4.3,3,1,永森大智,54,ダ1300,重,**,1:25.7,-0.4,**,3-3-3-2, ,40.2,415(+6), , ,(ランベルティ),14.0
2016/04/24,高知,曇,8,C3ー7, ,11,1,1,309.4,10,8,佐原秀泰,54,ダ1300,重,**,1:26.5,1.4,**,4-4-5-8, ,41.0,409(+4), , ,エスケイアタック, 
2016/04/09,高知,晴,10,C3ー8, ,12,2,2,33.1,6,10,永森大智,54,ダ1300,不,**,1:26.6,2.3,**,10-10-8-9, ,41.0,405(-10), , ,ヤマニンジェルブ, 
2016/03/26,高知,晴,6,Bボタンダッシュ特別, ,9,4,4,125.9,9,8,松木大地,51,ダ1600,良,**,1:52.1,4.5,**,9-9-9-9, ,43.2,415(+1), , ,クレスタラン, 
2016/03/15,高知,晴,1,Bー3, ,12,4,4,485.5,12,12,岡村卓弥,54,ダ1400,不,**,1:34.5,2.8,**,12-12-12-12, ,41.1,414(+4), , ,ニシノエルドラド, 
2016/03/01,高知,晴,7,Bー5, ,8,5,5,66.8,8,6,松木大地,51,ダ1600,稍,**,1:52.6,2.6,**,8-8-8-8, ,41.8,410(-1), , ,ニシノオウガイ, 
2016/02/21,高知,晴,6,ガシラ特別, ,9,8,9,115.0,9,9,松木大地,51,ダ1300,不,**,1:26.4,1.8,**,9-9-9-9, ,39.7,411(+3), , ,クレイアートビュン, 
2016/02/16,高知,晴,9,Bー3, ,9,7,7,105.4,9,9,松木大地,51,ダ1400,重,**,1:35.4,2.6,**,9-9-9-9, ,41.8,408(-2), , ,メイショウサターン, 
2016/02/09,高知,晴,7,Bー4, ,10,5,5,239.3,9,10,岡村卓弥,54,ダ1400,稍,**,1:36.2,2.5,**,10-10-10-10, ,41.5,410(0), , ,クレイアートビュン, 
2016/01/26,高知,曇,7,Bー4, ,8,1,1,72.1,6,8,松木大地,51,ダ1400,重,**,1:34.8,2.1,**,8-8-8-8, ,41.4,410(-3), , ,メトロノース, 
2016/01/19,高知,小雪,8,Bー3, ,10,7,8,69.1,10,10,松木大地,51,ダ1400,不,**,1:33.2,2.4,**,9-10-10-10, ,41.2,413(+1), , ,シナーラ, 
2016/01/10,高知,晴,2,福寿草特別, ,10,8,10,82.4,8,9,岡村卓弥,54,ダ1400,稍,**,1:36.6,2.7,**,8-9-9-10, ,42.3,412(-2), , ,アランルース, 
