日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2018/02/05,笠松,曇,4,サラ系C26組, ,8,5,5,9.0,3,1,向山牧,54,ダ1400,良,**,1:30.2,-0.2,**,3-3-3, ,39.9,441(-1), , ,(クモノカヨイジ),18.0
2018/01/22,笠松,曇,4,サラ系C27組, ,9,6,6,11.7,4,3,筒井勇介,54,ダ1400,良,**,1:31.6,1.2,**,7-7-3, ,39.5,442(-1), , ,アンジュラミエル,1.8
2018/01/09,笠松,雨,5,サラ系C25組, ,9,3,3,1.1,1,6,向山牧,54,ダ1400,不,**,1:33.8,2.2,**,7-4-5, ,41.3,443(+4), , ,ピオニエ, 
2017/12/27,笠松,雪,2,サラ系C25組, ,8,7,7,16.4,5,3,向山牧,54,ダ1400,不,**,1:30.0,0.5,**,6-5-5, ,38.1,439(+1), , ,スキーマー,1.8
2017/12/04,笠松,曇,7,サラ系C23組, ,9,3,3,7.2,3,6,東川公則,54,ダ1400,良,**,1:31.3,2.3,**,6-5-6, ,38.3,438(-2), , ,ケイツーマルク, 
2017/11/23,笠松,晴,10,第32回畜産フェア特, ,10,1,1,37.3,7,7,筒井勇介,54,ダ1600,重,**,1:44.6,3.6,**,7-7-7, ,40.3,440(-7), , ,ラニカイワヒネ, 
2017/11/06,笠松,晴,6,サラ系C29組, ,8,1,1,1.8,1,1,向山牧,54,ダ1400,良,**,1:30.0,-0.6,**,6-1-1, ,38.5,447(+7), , ,(ヤマニンゲラノス),18.0
2017/09/23,4中山6,曇,4,3歳未勝利,,16,7,13,39.0,11,10,柴田大知,54,ダ1200,不,**,1:11.7,0.8,**,15-14,33.4-37.5,36.9,440(0),,,デザートトリップ, 
2017/08/19,2新潟7,曇,4,3歳未勝利,,15,5,9,13.4,5,12,岩田康誠,54,ダ1800,良,**,1:57.7,1.8,**,6-6-4-4,36.9-40.2,41.4,440(0),, ,ペイシャリサ, 
日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
