

パルクールダンサー,ローレルゲレイロ,ケイウンコスモ
ハルコマチ,タイムパラドックス,ユウターマライア
バルコラベーロ,クロフネ(USA),アペラシオン
ハルサエクレバ,スペシャルウィーク,フレッシュバニラ(USA)
パルシア,エイシンフラッシュ,ローザフィオーレ
ハルスケッテ,シンボリクリスエス(USA),レミニセンス
ハルズハッピー,アドマイヤコジーン,ファインビンテージ
バルダッキーノ,メイショウボーラー,クロムハート
バルダッサーレ,アンライバルド,メイルリヒト
バルタンセージ,マヤノトップガン,スナークルピナス
ハルティア,フィガロ(USA),デラセーラ(USA)
パルティトゥーラ,マンハッタンカフェ,フォルテピアノ
パルティータ,ベーカバド(FR),オールオールオール
パルティーレ,ローエングリン,アルテシア
バルデス,ハービンジャー(GB),ディアデラノビア
パルトネルラーフ,ヴァーミリアン,サクセスウイッチ
パルトネール,カジノドライヴ(USA),ヴェルテュ
バルトフォンテン,アンライバルド,バーデンフォンテン
バルドル,ニューイングランド,ラピッドリーラン
バルドルチア,ダイワメジャー,バルドネキア(IRE)
バルトロメオ,ディープインパクト,フォルテピアノ
パルドン,サウスヴィグラス(USA),ロッキーダンサー
パルナッソス,クロフネ(USA),カスタリア
ハルネセジール,オウケンブルースリ,サマークイーン
ハルノタビ,ドリームジャーニー,サンスプリング(ARG)
ハルノフェスタ,ナカヤマフェスタ,ピクトリアル
ハルノフラワー,ストーミングホーム(GB),シルクオリンピア
ハルノマンボ,スズカマンボ,ランタナ
バルバスバウ,トウカイワイルド,エプソムアイリス
バルバムーシュ,アドマイヤマックス,アンフォイルド(USA)
パルパルパピヨン,ゴールドアリュール,ビジューブリアン
パルパルパンダ,キャプテントゥーレ,エアデデュー
バルバロッサ,ルーラーシップ,トランシーフレーズ
パルファイア,オンファイア,チヨノビンコ
パルファンデュロワ,キングカメハメハ,ブーケフレグランス
パルフェクォーツ,ダイワメジャー,ピューリティー(GER)
パルフェット,パイロ(USA),フレンチポップス
バルフルーリー,スズカフェニックス,ディアジーローズ
バルベーラ,ルーラーシップ,ジュリエットソング
バルマスケ,ゴールドアリュール,カロスキューマ(USA)
ハルマツイブキ,スウェプトオーヴァーボード(USA),ツルハチクィーン
パルマリア,ロードカナロア,エルダンジュ
パルミエ,ケイムホーム(USA),イースタンロマン
バルミーゴーラ,タイムパラドックス,ゴールデンアリー
バレエダンサー,ハーツクライ,ホワイトウォーター(USA)
ハレカイ,タートルボウル(IRE),ラベ
パレスショウグン,エスポワールシチー,ヴィラデステ
パレスドラゴン,ローレルゲレイロ,マサカーネ
パレスパラダイス,プリサイスエンド(USA),コトノハ
パレスハングリー,トランセンド,スタミナスピード
パレスヘイロー,キングヘイロー,ベルベットイーグル
バレッティ,キングカメハメハ,ザレマ
パレットキャット,ルールオブロー(USA),インシステント(USA)
バレットタイム,バゴ(FR),ザカラーオブラヴ
バレットテソーロ(IRE),Camelot,Falling Rain(IRE)
ハレヒメ,タイムパラドックス,メヌエットシチー
バレリオ,ステイゴールド,リリウム
バレンタインジェム,ノヴェリスト(IRE),ケイティーズジェム
バレンタインデキス,キングズベスト(USA),キスカラハジメヨウ
バレンタインハート,ルーラーシップ,プレイフォーノビー
バレンティーノ,ベーカバド(FR),スタートラッカー
ハレー,ケイムホーム(USA),ドントヒットオンミー(USA)
パレード,ディープインパクト,ハニーローズ(ARG)
バレーナボス,アドマイヤマックス,アメリカンタイトル
バレーノロッソ,ノヴェリスト(IRE),イタリアンレッド
バレーロ,ヴィクトワールピサ,ベルベットローブ(USA)
ハロガロ,ローエングリン,サクラフーガ
バロネスブルー,アグネスデジタル(USA),ラフレッシュブルー
バロンエール,ブラックタイド,スペシャルウィッチ
バロンボーテ,エイシンアポロン(USA),ウインラシェーナ
バロー,キングズベスト(USA),アップワードスパイラル(GB)
ハロークオリティ,タイキシャトル(USA),ストームクオリティ
ハローダーリン,ローエングリン,ハローハピネス
バローネステラート,ナカヤマフェスタ,トリアノン
ハロービギン,ゴールドヘイロー,ボレロビート
ハローマイディア,ブラックタイド,ハローレイチェル(USA)
ハローユニコーン,ハーツクライ,サンタローズ
ハロールーラー,ルーラーシップ,フロムアップランド
ハワイアンブリーズ,ドリームジャーニー,ソヨカゼ２(FR)
パワフルヴォイス,ネオユニヴァース,ソウルフルヴォイス
パワフルテソーロ,ゼンノロブロイ,アンクレット
パワフルノンコ,ワークフォース(GB),ノンコ
パワフルヒロコ,メイショウボーラー,パワフルリーフ
パワポケゴールド,カンパニー,エアブリエ
パワポケロワージ,スウィフトカレント,ロワージ(GB)
パワーアッシュ,シニスターミニスター(USA),マヤフィオーレ
パワーオブワード,メイショウボーラー,ビクトリアノニジ
パワーズオブテン,アドマイヤマックス,ヤマカツセイレーン
パワースターディ,ロージズインメイ(USA),スマートプラン
パワースピネル,ナカヤマフェスタ,パワーオブフェイス
パワースプレンダー,プリサイスエンド(USA),パワープリンセス
パワースラッガー,ウインラディウス,クリスタルフローラ
パワーバンド,ディープブリランテ,スイートマカロン(USA)
パワーピッチング,クロフネ(USA),セイウンクレナイ
パワーフレーズ,クロフネ(USA),アイアンブリッジ
パワーポケット,エンパイアメーカー(USA),タカラグリーン
パワーローラン,デュランダル,マヤラブハート
バンカイ,マヤノトップガン,ベガフライト
バンキッシュライン,アドマイヤジャパン,スマイルホープ
ハンキードーリ,エンパイアメーカー(USA),アドマイヤジュノー
バンクシアパーク,スニッツェル(AUS),メイカ
バングライオン,ネオユニヴァース,ゴールドプライシズライジング(USA)
ハングリーハート,アッミラーレ,ハートサムデイ
ハングリーベン,ベーカバド(FR),サマーコード
バングルバングル,ゴールドアリュール,キャッツプライド(USA)
ハンゲキノノロシ,トーセンホマレボシ,ジェンハオサイマ
バンケットスクエア(USA),Bellamy Road(USA),キャシーズラブ
パンコミード,キングカメハメハ,ポップコーンジャズ
バンゴール,キングカメハメハ,ローザブランカ
ハンサムウーマン,ヨハネスブルグ(USA),ハイパーラッシュ
ハンサムスター,バトルプラン(USA),ミスズアムール
パンサーバローズ(USA),ハードスパン(USA),Grandma Martha(USA)
バンシー,アッミラーレ,タママリア
ハンズスミス,アルデバラン２(USA),ビューティコマンダ
ハンズヘイロー,キングヘイロー,アイラインローザー
バンズーム,シンボリクリスエス(USA),ペディクラリス
バンダイクイーン,サムライハート,スイートレジーナ
バンダイクブラウン,タイキシャトル(USA),シルキーリリー
バンダナ,ハーツクライ,エンベゼル(USA)
バンタム,クロフネ(USA),ミユキ
バンダムザブラッド,ハーツクライ,キングズラヴ(USA)
ハンターテソーロ,スウェプトオーヴァーボード(USA),ピアグラス
パンツァネッラ,ルーラーシップ,シルバーフォックス
ハンディマン,サウスヴィグラス(USA),ヒカルエガオ
パンテラ,ヘニーヒューズ(USA),ランデブー
バンドゥーラ,スクリーンヒーロー,ブリュードロア
バンドオンザラン,スズカコーズウェイ,セクシーシューズ
パンドラフォンテン,アドマイヤジャパン,バーデンフォンテン
ハンドリー,フリオーソ,タムロマンサーナ
ハンドレッドアーツ,デュランダル,グレートテン
ハンドレッドライフ,サマーバード(USA),トリプルハート
バンドワゴン,ホワイトマズル(GB),ピラミマ(USA)
パンナムクリッパー,アフリート(CAN),クイックリプライ(USA)
ハンナリ,アグネスデジタル(USA),トップモデル
バンバンブギー,シニスターミニスター(USA),シルクプリズム
バンパークロップ,クロフネ(USA),グレートハーベスト
バンブトンエガオ,バゴ(FR),ニースセブンティン
バンプファイア,ルースリンド,スノーヴァーダント
バンブーキングペレ,マヤノトップガン,バンビーナココ
バンブーデルピエロ,アフリート(CAN),ソラーティカ(USA)
バンブーリバプール,マンハッタンカフェ,チリビリビン
バンリノユウシャ,ゴールドアリュール,リバティスプライト
ハーキマーダイヤ,タイムパラドックス,クリスタルクール
ハーキュリーズ,ディープインパクト,タックスヘイブン
バーキンブライアン,ダノンシャンティ,ラスリーズ
パーキー,ロードカナロア,パダナ(GER)
パークス,ベルシャザール,ハタノボニート(USA)
ハーグリーブス,エンパイアメーカー(USA),プレシャスライフ
バークレアヴィガ,ジャングルポケット,クラサヴィカ
バーサーカー,サウスヴィグラス(USA),フリーバード
バージニアビーチ,キンシャサノキセキ(AUS),バージニアキャット(USA)
バージンアンバー,タイムパラドックス,サンライトリーダ
パーシーズベスト,ディープインパクト,パーシステントリー(USA)
バースデイ,ダイワメジャー,クリアーチャンス
バースデーカラー,ダンシングカラー,パホーマンスロード
バーストハンター,マヤノトップガン,ニシノナデシコ
バースフォンテン,ゴーカイ,クインポイント
パーセプション,ストリートセンス(USA),タッチ２(USA)
パーソナルブルー,パーソナルラッシュ(USA),ラフレッシュブルー
パーソナルベスト,アルデバラン２(USA),エミリア
パーソナルベルン,パーソナルラッシュ(USA),フクウンラブスター
パーソナルマキ,パーソナルラッシュ(USA),マキハタスペシャル(AUS)
ハーツイグニション,ハーツクライ,ビリーヴミー(IRE)
ハーツジュニア,ハーツクライ,エリーナ
ハーツフェルト,ハーツクライ,マチカネタマカズラ(USA)
ハーツブライト,ハーツクライ,シーカーマ(USA)
ハーティタイトル,サムライハート,イケタイトル
パーティメーカー,パイロ(USA),スプリングパレット
バーディーイーグル,ブライアンズタイム(USA),ホームスイートホーム(USA)
バーディーズカフェ,マンハッタンカフェ,ヴードゥーレディ(USA)
バーディーチャンス,ゴールドアリュール,サヤカ(USA)
パーティードレス,デュランダル,グロンシャール
パーティーピーポー,ワークフォース(GB),ヴィヴァチッシモ
ハート,カンパニー,オーロラビコー
ハートイズハート,アンライバルド,タオルミーナ
バードウィーク,シンボリクリスエス(USA),ハタノディアナ
ハートオブスワロー,ハーツクライ,イソノスワロー
ハードカウント,ダイワメジャー,レスレクシオン(USA)
パートカラー,バトルプラン(USA),サクラジュノー
ハードクラップ,クロフネ(USA),ポエティクシーズン
ハートクレスト,ワークフォース(GB),マリアヴェロニカ
ハートナイス,カネヒキリ,シャイニングアイズ
ハートノエース,サムライハート,シゲルヨリツキ
ハードパンチャー,トーセンホマレボシ,シズパンチ
ハートビューティ,ロドリゴデトリアーノ(USA),レディリリカル
ハードファクト,ハードスパン(USA),ロシャーニ(IRE)
ハートフルタイム,エンパイアメーカー(USA),オールタイムベスト
ハートブレイク,トビーズコーナー(USA),クレバードリーム
バードランド,ノヴェリスト(IRE),ソングバード
ハートランドシチー,ハーツクライ,ケープタウンシチー
ハートランドナルド,ダンスインザダーク,ヴァルールーズ(GB)
ハートリッチ,ハービンジャー(GB),デアリングハート
ハードルソング,オレハマッテルゼ,フレンチミステリー
ハートレー,ディープインパクト,ウィキッドリーパーフェクト(USA)
バーニングガール,シンボリクリスエス(USA),プリティホワイト
バーニングペスカ,パイロ(USA),メイショウガンツ
バーニングマン,ナカヤマフェスタ,シャープキック
バーニーズ,フォーティナイナーズサン(USA),グランシェール
バーバリライオン,オンファイア,アポロカリビアン
ハーバーライナー,スズカマンボ,レイナウッド
ハーピスト,ハーツクライ,ケルティックハープ
ハービル,ショウナンカンプ,ビキニクィーン
ハービンマオ,ハービンジャー(GB),ダンシングマオ
ハービーナ,ハービンジャー(GB),ニフティハート
ハービーボンズ,ハービンジャー(GB),ユメノキズナ
ハービーラヴド,ゼンノロブロイ,ウイントゥルーラヴ
パーフェクトウェイ,ロードカナロア,パーフェクトダンス
パーフェクトクイン,マツリダゴッホ,チアズフィアレス
パーフェクトデイ,ステイゴールド,プライムナンバー
パーフェクトプラン,サウスヴィグラス(USA),エナジーブルー
ハープスプレンダー,ゼンノロブロイ,ケルティックハープ
ハーフバック,ジャスタウェイ,キトゥンブルー
ハーフパンツ,プリサイスエンド(USA),スイートペルシーク(IRE)
ハーフハーフスター,シニスターミニスター(USA),アサクサロータス
パープルウィッシュ,サンライズバッカス,パープルスター
パープルジェイド,メイショウボーラー,プリンセスブルー
パープルスクエア,ディープスカイ,スクエアアウェイ
パープルツルカメ,エーシンフォワード(USA),パインアキナ
パープルヌーン,トランセンド,アランダ
パープルパルピナ,タイキシャトル(USA),スパイシーソース(USA)
パープルハート,ファスリエフ(USA),サニーハシレ
パープルヒストリー,スマートファルコン,ヤヨイコマチ
パープルヒビキ,プリサイスエンド(USA),スイートウィリアム
パープルプリンス,ハービンジャー(GB),メイカ
パープルミネルバ,サンライズバッカス,パープルスター
パープルローズ,ステイゴールド,ハーストーリー
パープレー,マツリダゴッホ,スカイワード
ハーベストムーン,マンハッタンカフェ,レツィーナ
バーボン,サムライハート,ラブバレンタイン
パーミストリー,アドマイヤムーン,フェンスイ(UAE)
パーミッション,ゼンノロブロイ,ヴェントス
バーミンガム,ヘニーヒューズ(USA),ファニーモーク(USA)
バーミーブリーズ,キンシャサノキセキ(AUS),ウィンドハック(GER)
バームブラック,ノヴェリスト(IRE),マイネサヴァラン
ハーモトーム,タニノギムレット,ダーティダンシング
ハーモニーウィル,サウスヴィグラス(USA),リンクシェーマ
ハーモニーウェイン,ビービーガルダン,ステイトネラ
ハーモニーエール,パーソナルラッシュ(USA),キョウワセイラン
ハーモニーゲイリー,ダノンシャンティ,ドリームモーメント(GB)
ハーモニージャック,ボストンハーバー(USA),ゴールドユウ
ハーモニードリーム,パイロ(USA),クレバードリーム
ハーモニーフェスト,アグネスデジタル(USA),ピュアフレグランス
ハーモニーフォルス,ベーカバド(FR),コトノハ
ハーモニーブラス,ヴァーミリアン,スイートライラック
ハーモニーブルラン,サウスヴィグラス(USA),プリティロマンサー
ハーモニーヘルメス,アサクサキングス,アンジュールラブ
ハーモニームジーク,フサイチリシャール,ホイレーク
ハーモニーメシアン,ホワイトマズル(GB),ホホエミ
ハーモニーライズ,メイショウボーラー,ファイヤーオパール
ハーモニールスラン,ハービンジャー(GB),バブルドリーム(FR)
パーラミター,プリサイスエンド(USA),オンリーユー
ハーランズワンダー,Awesome Again(CAN),ハーランズルビー(USA)
パーリオミノル,ディープインパクト,ヴィヴァシャスヴィヴィアン(USA)
ハーリーバーリー,パイロ(USA),アグネスパンドラ
パールアッシュ,ディープスカイ,シュシュファレル
パールウェディング(USA),Tapit(USA),Above Heaven(USA)
パールオブウエスト,ステイゴールド,グワダラハラ(GER)
パールズベスト,キングズベスト(USA),ハシッテホシーノ
バールドバイ,Dubawi(IRE),ポップアイコン
パールフューチャー,ネオユニヴァース,スターペスミツコ
ハーレック,カルストンライトオ,スノーヴァーダント
ハーレムライン,マンハッタンカフェ,マクリス
バーンザブリッジ,ネオユニヴァース,マヤノアブソルート
バーンザワールド,ヨハネスブルグ(USA),オールオールオール
バーンスター,ゼンノロブロイ,ヒシアニマ(IRE)
バーントシェンナ,カネヒキリ,ランタナ
バーンフライ,ゴールドアリュール,ロードクロサイト(USA)
