エアアンセム,7,2.83,3新潟4,朝日セントライト記念(G2),18,2,12,松田大作,2200,良,468,-20,0.478260869565,0
エアアンセム,7,2.83,2中山4,報知杯弥生賞(G2),13,1,8,後藤浩輝,2000,良,474,-2,0.478260869565,0
エアアンセム,7,2.83,1中山7,京成杯(G3),16,6,2,後藤浩輝,2000,良,476,-6,0.478260869565,0
エアウィンザー,4,3.87,1東京6,共同通信杯(G3),11,5,3,武豊,1800,良,502,+2,0.9,0
エアスピネル,5,4.08,5京都6,マイルチャンピオンS(G1),18,11,2,ムーア,1600,稍,480,+4,0.666666666667,1
エアスピネル,5,4.08,4東京6,富士S(G3),15,6,1,武豊,1600,不,476,-4,0.666666666667,1
エアスピネル,5,4.08,2札幌2,札幌記念(G2),13,13,2,ルメール,2000,良,480,+4,0.666666666667,0
エアスピネル,5,4.08,3東京2,安田記念(G1),18,8,2,武豊,1600,良,476,-8,0.666666666667,0
エアスピネル,5,4.08,3京都2,読売マイラーズC(G2),11,4,1,武豊,1600,良,484,0,0.666666666667,1
エアスピネル,5,4.08,1東京4,東京新聞杯(G3),10,7,1,武豊,1600,良,484,+4,0.666666666667,1
エアスピネル,5,4.08,1京都1,スポニチ賞京都金杯(G3),18,6,1,武豊,1600,良,480,+2,0.666666666667,1
エアスピネル,5,4.08,4京都7,菊花賞(G1),18,13,6,武豊,3000,良,478,+2,0.666666666667,1
エアスピネル,5,4.08,4阪神6,神戸新聞杯(G2),15,7,2,武豊,2400,良,476,0,0.666666666667,0
エアスピネル,5,4.08,2東京12,東京優駿(G1),18,5,7,武豊,2400,良,476,-4,0.666666666667,0
エアスピネル,5,4.08,3中山8,皐月賞(G1),18,15,4,武豊,2000,良,480,-4,0.666666666667,0
エアスピネル,5,4.08,2中山4,報知杯弥生賞(G2),12,4,3,武豊,2000,良,484,0,0.666666666667,1
エアスピネル,5,4.08,5阪神6,朝日フューチュリティ(G1),16,11,1,武豊,1600,良,484,+2,0.666666666667,1
エアスピネル,5,4.08,5京都3,デイリー杯2歳S(G2),14,13,2,武豊,1600,稍,482,+2,0.666666666667,1
エアマデレーン,8,0.00,名古屋,名古屋グランプリJp(G2),12,7,7,安部幸夫,2500,稍,467,0,0.435897435897,0
エイシンイッテン,14,0.00,盛岡,クラスターC(G3),11,1,8,小林俊彦,1200,稍,501,-7,0.333333333333,0
エイシンヴァラー,7,2.63,園田,兵庫ゴールドトロフィ(G3),9,6,7,下原理,1400,稍,526,+11,0.375,0
エイシンヴァラー,7,2.63,5中山4,カペラS(G3),16,4,1,石川裕紀,1200,重,500,-4,0.375,0
エイシンエルヴィン,7,3.50,2東京3,テレビ東京杯青葉賞(G2),18,16,9,秋山真一,2400,良,488,-8,0.4,0
エイシンエルヴィン,7,3.50,2中山4,報知杯弥生賞(G2),13,8,6,秋山真一,2000,良,496,-4,0.4,0
エイシンエルヴィン,7,3.50,2京都4,きさらぎ賞(G3),9,3,6,秋山真一,1800,稍,500,+16,0.4,1
エイシンギガント,5,2.00,5京都3,デイリー杯2歳S(G2),14,9,13,幸英明,1600,稍,474,-2,0.107142857143,0
エイシンキサナドゥ,7,3.83,2小倉12,小倉2歳S(G3),15,4,5,松山弘平,1200,重,530,0,0.315789473684,0
エイシンスパルタン,7,3.13,3中京2,CBC賞(G3),18,13,3,藤岡佑介,1200,良,500,+2,0.6875,0
エイシンスパルタン,7,3.13,5阪神8,阪神C(G2),15,4,8,岩田康誠,1400,稍,498,0,0.6875,0
エイシンスパルタン,7,3.13,5京都8,京阪杯(G3),18,18,3,岩田康誠,1200,重,498,0,0.6875,1
エイシンスパルタン,7,3.13,4京都8,毎日放送賞スワンS(G2),18,13,6,岩田康誠,1400,良,498,+2,0.6875,1
エイシンスパルタン,7,3.13,2東京7,京王杯スプリングC(G2),16,9,1,藤岡佑介,1400,良,496,0,0.6875,0
エイシンニシパ,5,0.00,金沢,MRO金賞[G1ス,12,5,1,田中学,1900,重,493,-3,0.741935483871,1
エイシンニシパ,5,0.00,園田,兵庫チャンピオンシッ(G2),12,10,7,吉村智洋,1870,良,494,+1,0.741935483871,0
エイシンピカソ,5,2.25,1阪神6,フィリーズレビュー(G2),18,15,11,藤岡康太,1400,良,444,+4,0.285714285714,0
エイシンヒート,5,0.00,門別,北海道スプリントカッ(G3),16,10,9,阿部龍,1200,不,490,-8,0.307692307692,0
エイシンフランキー,7,3.25,3東京7,東京ジャンプS(J.G3),14,1,5,森一馬,3110,稍,504,+4,0.272727272727,0
エイシンブルズアイ,7,2.88,2小倉8,TV西日本北九州記念(G3),18,5,6,鮫島克駿,1200,良,478,+8,0.36,0
エイシンブルズアイ,7,2.88,1函館2,函館スプリントS(G3),13,7,8,吉田隼人,1200,良,470,-4,0.36,0
エイシンブルズアイ,7,2.88,5中山4,カペラS(G3),16,15,5,石橋脩,1200,良,478,+4,0.36,0
エイシンブルズアイ,7,2.88,4京都8,毎日放送賞スワンS(G2),18,1,5,福永祐一,1400,良,474,0,0.36,0
エイシンブルズアイ,7,2.88,4阪神2,セントウルS(G2),13,2,5,石橋脩,1200,良,474,-6,0.36,0
エイシンブルズアイ,7,2.88,3中京2,CBC賞(G3),13,2,1,石橋脩,1200,良,480,+8,0.36,0
エイシンブルズアイ,7,2.88,2中京6,高松宮記念(G1),18,13,5,石橋脩,1200,良,472,-2,0.36,0
エイシンブルズアイ,7,2.88,2中山3,夕刊フジオーシャンS(G3),16,11,5,石橋脩,1200,良,474,+2,0.36,1
エイシンブルズアイ,7,2.88,1京都1,スポニチ賞京都金杯(G3),17,8,6,和田竜二,1600,良,468,-2,0.36,0
エイシンブルズアイ,7,2.88,5京都9,京阪杯(G3),15,6,3,ボウマン,1200,良,470,-2,0.36,0
エイシンブルズアイ,7,2.88,2京都2,シルクロードS(G3),17,9,1,秋山真一,1200,良,468,+4,0.36,0
エイシンブルズアイ,7,2.88,2札幌4,キーンランドC(G3),16,8,7,秋山真一,1200,良,452,+2,0.36,0
エイシンブルズアイ,7,2.88,2東京6,NHKマイルC(G1),18,16,5,福永祐一,1600,良,450,-2,0.36,0
エイシンブルズアイ,7,2.88,2阪神1,毎日杯(G3),14,2,3,秋山真一,1800,良,452,-4,0.36,1
エイシンブルズアイ,7,2.88,1阪神1,アーリントンC(G3),10,9,2,Ｃ．デム,1600,良,456,+2,0.36,0
エイシンホクトセイ,7,0.00,門別,北海道2歳優駿〔Jp(G3),12,3,10,阿部龍,1800,重,466,+6,0.5,1
エイダイサンデー,16,0.00,門別,北海道2歳優駿(G3),11,2,7,服部茂史,1800,稍,470,+2,0.535714285714,1
エイムアンドエンド,3,3.70,1東京5,共同通信杯(G3),12,4,10,ミナリク,1800,良,484,-8,0.75,1
エイムアンドエンド,3,3.70,1中山5,京成杯(G3),15,7,5,三浦皇成,2000,良,492,+4,0.75,0
エイムハイ,6,3.33,1阪神1,アーリントンC(G3),12,9,4,Ｃ．デム,1600,良,472,-6,0.208333333333,0
