ニシケンモノノフ,7,3.00,1東京8,フェブラリーS(G1),16,1,13,横山典弘,1600,良,508,-6,0.512820512821,0
ニシケンモノノフ,7,3.00,2京都2,シルクロードS(G3),18,10,8,横山典弘,1200,良,514,+7,0.512820512821,0
ニシケンモノノフ,7,3.00,大井,JBCスプリント競走(G1),16,1,2,横山典弘,1200,重,507,0,0.512820512821,1
ニシケンモノノフ,7,3.00,大井,東京盃競走(G2),16,6,1,横山典弘,1200,良,507,-5,0.512820512821,1
ニシケンモノノフ,7,3.00,門別,北海道スプリントカッ(G3),16,3,1,横山典弘,1200,不,512,-1,0.512820512821,1
ニシケンモノノフ,7,3.00,高知,黒船賞[指定交流](G3),12,3,1,横山典弘,1400,重,513,+1,0.512820512821,0
ニシケンモノノフ,7,3.00,1東京8,フェブラリーS(G1),16,12,14,横山典弘,1600,良,512,-2,0.512820512821,0
ニシケンモノノフ,7,3.00,1東京2,根岸S(G3),16,4,8,横山典弘,1400,良,514,+3,0.512820512821,0
ニシケンモノノフ,7,3.00,園田,兵庫ゴールドトロフィ(G3),12,11,2,横山典弘,1400,不,511,-1,0.512820512821,1
ニシケンモノノフ,7,3.00,5中山4,カペラS(G3),16,11,2,横山典弘,1200,良,512,+9,0.512820512821,1
ニシケンモノノフ,7,3.00,浦和,テレ玉杯オーバルスプ(G3),12,9,2,岩田康誠,1400,重,503,-5,0.512820512821,0
ニシケンモノノフ,7,3.00,3中京4,プロキオンS(G3),15,10,3,岩田康誠,1400,稍,508,-6,0.512820512821,1
ニシケンモノノフ,7,3.00,高知,黒船賞[指定交流](G3),12,12,2,戸崎圭太,1400,不,516,0,0.512820512821,1
ニシケンモノノフ,7,3.00,5東京3,東京中日S杯武蔵野S(G3),14,2,6,横山典弘,1600,稍,500,+2,0.512820512821,0
ニシケンモノノフ,7,3.00,3東京6,ユニコーンS(G3),16,3,11,柴田大知,1600,稍,494,0,0.512820512821,0
ニシケンモノノフ,7,3.00,1京都4,日刊スポシンザン記念(G3),13,10,10,福永祐一,1600,良,498,+4,0.512820512821,0
ニシケンモノノフ,7,3.00,川崎,全日本2歳優駿[指定(G1),13,7,3,福永祐一,1600,稍,494,+5,0.512820512821,0
ニシケンモノノフ,7,3.00,園田,兵庫ジュニアグランプ(G2),12,11,2,福永祐一,1400,稍,489,-5,0.512820512821,1
ニシノアップルパイ,4,3.50,2福島2,ラジオNIKKEI賞(G3),12,3,4,吉田豊,1800,良,482,+6,0.272727272727,0
ニシノアップルパイ,4,3.50,5中山9,ホープフルS(G2),14,8,11,内田博幸,2000,良,472,-4,0.272727272727,0
ニシノアモーレ,4,2.50,2東京2,サンスポ賞フローラS(G2),18,15,13,大野拓弥,2000,良,424,-4,0.2,0
ニシノアモーレ,4,2.50,1中山5,京成杯(G3),15,6,10,大野拓弥,2000,良,428,+8,0.2,0
ニシノイーグル,10,0.00,園田,兵庫チャンピオンシッ(G2),10,10,6,有馬澄男,1870,良,466,0,0.345864661654,0
ニシノウララ,3,0.00,5東京1,京王杯2歳S(G2),11,4,8,戸崎圭太,1400,良,454,-2,0.333333333333,0
ニシノエルドラド,7,0.00,門別,エーデルワイス賞〔J(G3),16,8,7,小国博行,1200,稍,418,-2,0.382352941176,0
ニシノジャーニー,5,2.25,5阪神1,チャレンジC(G3),12,1,12,佐藤友則,2000,良,436,0,0.235294117647,0
ニシノダンテ,3,0.00,2小倉12,小倉2歳S(G3),18,6,18,三津谷隼,1200,良,478,-4,0.2,0
ニシノデンジャラス,7,0.00,5中山6,朝日フューチュリティ(G1),16,8,13,田辺裕信,1600,良,528,+6,0.446808510638,0
ニシノデンジャラス,7,0.00,門別,北海道2歳優駿〔Jp(G3),12,2,6,今野忠成,1800,重,522,+3,0.446808510638,0
ニシノビークイック,9,2.69,高知,黒船賞[指定交流](G3),12,2,7,宮下康一,1400,重,471,-8,0.246153846154,0
ニシノビークイック,9,2.69,2阪神4,産経大阪杯(G2),11,11,11,国分恭介,2000,良,492,+4,0.246153846154,0
ニシノビークイック,9,2.69,2東京7,京王杯スプリングC(G2),18,12,17,北村宏司,1400,良,486,-6,0.246153846154,0
ニシノビークイック,9,2.69,1京都1,スポニチ賞京都金杯(G3),18,15,14,岩崎翼,1600,良,496,+8,0.246153846154,0
ニシノビークイック,9,2.69,2中山3,夕刊フジオーシャンS(G3),16,6,12,田辺裕信,1200,良,488,0,0.246153846154,0
ニシノビークイック,9,2.69,2京都2,シルクロードS(G3),16,7,10,丹内祐次,1200,良,488,+4,0.246153846154,0
ニシノビークイック,9,2.69,1京都1,スポニチ賞京都金杯(G3),16,13,13,丹内祐次,1600,良,484,+6,0.246153846154,0
ニシノファイター,9,0.00,名古屋,名古屋グランプリ(G2),11,11,7,五十嵐冬,2500,重,500,+8,0.513157894737,0
ニシノファイター,9,0.00,川崎,全日本2歳優駿(G1),12,12,8,小国博行,1600,重,487,+5,0.513157894737,0
ニシノラッシュ,6,3.13,2東京6,NHKマイルC(G1),18,17,9,田辺裕信,1600,良,476,0,0.526315789474,0
ニシノラッシュ,6,3.13,5東京1,京王杯2歳S(G2),12,9,1,田辺裕信,1400,良,470,0,0.526315789474,1
ニシノラッシュ,6,3.13,2新潟10,新潟2歳S(G3),18,2,6,田辺裕信,1600,良,464,0,0.526315789474,1
ニシノラピート,7,0.00,浦和,さきたま杯(G2),12,5,5,柏木健宏,1400,良,466,-1,0.394736842105,0
ニットウスバル,6,3.17,5中山4,カペラS(G3),16,4,5,木幡巧也,1200,良,530,+4,0.590909090909,0
ニホンカイセーラ,7,0.00,園田,兵庫ゴールドトロフィ(G3),11,11,9,下原理,1400,不,480,0,0.666666666667,0
ニホンカイセーラ,7,0.00,園田,兵庫チャンピオンシッ(G2),12,10,6,下原理,1870,稍,473,+2,0.666666666667,0
ニホンピロタイド,3,2.00,2京都4,きさらぎ賞(G3),10,6,8,幸英明,1800,良,484,0,0.333333333333,0
ニホンピロバロン,8,4.00,5京都3,京都ジャンプS(J.G3),6,5,1,高田潤,3170,良,488,+8,0.444444444444,1
ニホンピロバロン,8,4.00,4阪神3,阪神ジャンプS(J.G3),11,5,1,高田潤,3140,良,480,-4,0.444444444444,1
ニホンピロバロン,8,4.00,3京都11,京都ハイジャンプ(J.G2),13,2,1,高田潤,3930,良,484,-2,0.444444444444,1
ニホンピロバロン,8,4.00,3京都5,京都新聞杯(G2),16,7,14,酒井学,2200,良,474,+4,0.444444444444,0
