ファイアクリスタル,5,0.00,4中山1,紫苑S(G3),18,14,15,長岡禎仁,2000,良,468,0,0.105263157895,0
ファイアクリスタル,5,0.00,2東京2,サンスポ賞フローラS(G2),18,7,9,田辺裕信,2000,良,468,-4,0.105263157895,0
ファイアクリスタル,5,0.00,1東京6,共同通信杯(G3),10,7,9,石川裕紀,1800,稍,476,0,0.105263157895,0
ファイトユアソング,7,0.00,大井,TCK女王盃競走(G3),14,13,10,山崎誠士,1800,不,446,-3,0.380952380952,0
ファイトユアソング,7,0.00,大井,JBCレディスクラシ(G1),15,6,13,増田充宏,1800,重,450,+2,0.380952380952,0
ファイトユアソング,7,0.00,大井,レディスプレリュード(G2),16,14,7,増田充宏,1800,良,448,+1,0.380952380952,0
ファイナルスコアー,13,3.25,高知,黒船賞[指定交流](G3),12,11,11,永島太郎,1400,重,486,-10,0.260162601626,0
ファイナルスコアー,13,3.25,大井,東京スプリント競走(G3),16,5,10,杉村一樹,1200,良,486,-4,0.260162601626,0
ファイヤープリンス,7,0.00,大井,東京スプリント競走(G3),15,1,13,左海誠二,1200,稍,504,-4,0.333333333333,0
ファイヤープリンス,7,0.00,高知,黒船賞[指定交流](G3),12,5,9,吉原寛人,1400,重,511,-5,0.333333333333,0
ファインニードル,5,2.75,2京都2,シルクロードS(G3),18,1,4,川田将雅,1200,良,488,+18,0.478260869565,1
ファインニードル,5,2.75,4中山9,スプリンターズS(G1),16,13,6,内田博幸,1200,良,470,+6,0.478260869565,0
ファインニードル,5,2.75,4阪神2,産経賞セントウルS(G2),14,7,1,Ｍ．デム,1200,良,464,-2,0.478260869565,1
ファインニードル,5,2.75,2小倉8,TV西日本北九州記念(G3),18,8,1,Ｍ．デム,1200,良,466,+2,0.478260869565,0
ファインニードル,5,2.75,1京都3,日刊スポシンザン記念(G3),18,11,13,ヴェロン,1600,良,464,+6,0.478260869565,0
ファストアプローチ,3,2.92,1京都3,日刊スポシンザン記念(G3),11,2,2,Ｍ．デム,1600,稍,538,-2,0.5,0
ファストアプローチ,3,2.92,5阪神6,朝日フューチュリティ(G1),16,8,9,シュミノ,1600,良,540,+4,0.5,0
ファストアプローチ,3,2.92,2札幌5,札幌2歳S(G3),14,14,4,蛯名正義,1800,良,538,+6,0.5,1
ファドーグ,7,3.63,2新潟4,レパードS(G3),15,2,10,北村宏司,1800,稍,470,-4,0.526315789474,0
ファビラスヒーロー,5,2.25,2小倉12,小倉2歳S(G3),14,5,8,武豊,1200,稍,476,+4,0.3125,0
ファルコンクロウ,9,0.00,大井,東京大賞典競走(G1),14,9,12,達城龍次,2000,良,483,+3,0.384615384615,0
ファンディーナ,4,4.15,4京都5,秋華賞(G1),18,16,2,岩田康誠,2000,重,518,-8,0.428571428571,0
ファンディーナ,4,4.15,4阪神4,関西TVローズS(G2),18,17,1,岩田康誠,1800,良,526,+22,0.428571428571,0
ファンディーナ,4,4.15,3中山8,皐月賞(G1),18,8,1,岩田康誠,2000,良,504,-4,0.428571428571,0
ファンディーナ,4,4.15,2中山8,フラワーC(G3),13,12,1,岩田康誠,1800,良,508,-4,0.428571428571,1
ファンデルワールス,9,3.33,2新潟2,アイビスサマーD(G3),13,7,12,西田雄一,1000,良,500,+8,0.270833333333,0
ファントムライト,9,3.50,3福島4,福島記念(G3),16,9,10,丸山元気,2000,良,488,+4,0.586206896552,0
ファントムライト,9,3.50,2新潟12,新潟記念(G3),18,7,6,内田博幸,2000,良,496,-12,0.586206896552,0
ファントムライト,9,3.50,2函館4,函館記念(G3),16,16,8,内田博幸,2000,稍,508,+14,0.586206896552,0
ファントムライト,9,3.50,3京都4,天皇賞(春)(G1),18,16,15,三浦皇成,3200,良,494,0,0.586206896552,0
ファントムライト,9,3.50,2中京1,中日新聞杯(G3),18,15,9,戸崎圭太,2000,良,494,-2,0.586206896552,1
ファントムライト,9,3.50,3福島6,福島記念(G3),16,13,4,吉田隼人,2000,重,488,+2,0.586206896552,1
ファントムライト,9,3.50,2新潟12,新潟記念(G3),18,4,13,戸崎圭太,2000,稍,496,+2,0.586206896552,1
フィニフティ,3,4.12,1東京6,デイリー杯クイーンC(G3),16,2,5,川田将雅,1600,良,426,-2,1.0,1
フィルハーモニー,3,0.00,1中山2,フェアリーS(G3),16,15,16,柴田大知,1600,良,496,-6,0.125,0
フィルハーモニー,3,0.00,2新潟10,新潟2歳S(G3),15,9,15,柴田大知,1600,良,498,0,0.125,0
フィールザスマート,7,3.50,5東京3,東京中日S杯武蔵野S(G3),14,4,9,田中勝春,1600,稍,514,+6,0.448275862069,0
フィールザスマート,7,3.50,名古屋,名古屋大賞典(G3),11,5,2,田中勝春,1900,良,496,-6,0.448275862069,1
フィールザスマート,7,3.50,5東京3,東京中日S杯武蔵野S(G3),16,12,4,田中勝春,1600,良,502,-2,0.448275862069,0
フィールザスマート,7,3.50,大井,ジャパンダートダービ(G1),13,8,6,田中勝春,2000,稍,504,+8,0.448275862069,1
フィールシュパース,3,2.50,門別,北海道2歳優駿〔Jp(G3),9,2,3,田辺裕信,1800,重,524,+4,0.75,1
フェアリーキス,5,0.00,門別,エーデルワイス賞〔J(G3),15,9,9,赤岡修次,1200,良,468,-6,0.3,0
フェイズベロシティ,5,2.33,2中山8,フラワーC(G3),16,2,6,戸崎圭太,1800,良,446,-6,0.466666666667,0
フェイマスエンド,7,3.50,2小倉4,小倉記念(G3),13,7,13,松山弘平,2000,良,482,-4,0.321428571429,0
フェイマスエンド,7,3.50,2福島4,七夕賞(G3),12,4,11,石川裕紀,2000,良,486,-2,0.321428571429,0
フェイマスエンド,7,3.50,5阪神3,チャレンジC(G3),18,18,10,川田将雅,1800,稍,488,+2,0.321428571429,0
フェイマスエンド,7,3.50,2函館4,函館記念(G3),16,11,7,三浦皇成,2000,稍,480,0,0.321428571429,0
フェイムゲーム,8,3.92,1東京7,ダイヤモンドS(G3),14,14,1,ルメール,3400,良,462,-6,0.423076923077,1
フェイムゲーム,8,3.92,5中山1,ステイヤーズS(G2),10,2,2,ボウマン,3600,良,468,+16,0.423076923077,1
